,track,artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,The Monster,Eminem Featuring Rihanna,,,,,,,,,,,,,,
1,Timber,Pitbull Featuring Ke$ha,,,,,,,,,,,,,,
2,Counting Stars,['OneRepublic'],6sy3LkhNFjJWlaeSMNwQ62,0.664,0.705,1.0,-4.972,0.0,0.0382,0.0654,0.0,0.115,0.477,122.017,257840.0,4.0
3,Say Something,"['A Great Big World', 'Christina Aguilera']",2HB1jDQn9hCojKIr6Yfhze,0.453,0.146,2.0,-8.976,1.0,0.0343,0.867,3.49e-06,0.0945,0.0915,137.905,229400.0,3.0
4,Royals,['Lorde'],2dLLR6qlu5UJ5gk0dKz0h3,0.674,0.428,7.0,-9.504,1.0,0.122,0.121,0.0,0.132,0.337,84.878,190185.0,4.0
5,Demons,['Imagine Dragons'],3LlAyCYU26dvFZBDUIMb7a,0.505,0.71,3.0,-3.015,1.0,0.0321,0.19,0.00025,0.329,0.428,89.938,175200.0,4.0
6,Let Her Go,['Passenger'],0JmiBCpWc1IAc0et7Xm7FL,0.479,0.545,7.0,-7.346,1.0,0.0688,0.365,0.0,0.0963,0.243,74.897,252733.0,4.0
7,Wake Me Up,['Avicii'],0nrRP2bk19rLc0orkWPQk2,0.532,0.783,2.0,-5.697,1.0,0.0523,0.0038,0.0012,0.161,0.643,124.08,247427.0,4.0
8,Wrecking Ball,['Miley Cyrus'],2vwlzO0Qp8kfEtzTsCXfyE,0.53,0.422,5.0,-6.262,1.0,0.0342,0.407,0.0,0.107,0.349,119.964,221360.0,4.0
9,Story of My Life,['One Direction'],4nVBt6MZDDP6tRVdQTgxJg,0.6,0.663,3.0,-5.802,1.0,0.0477,0.225,0.0,0.119,0.286,121.07,245493.0,4.0
10,Roar,['Katy Perry'],6F5c58TMEs1byxUstkzVeM,0.554,0.772,7.0,-4.821,0.0,0.0418,0.00487,6.6e-06,0.354,0.455,179.984,223546.0,4.0
11,Drunk In Love,Beyonce Featuring Jay Z,,,,,,,,,,,,,,
12,"Hold On, We're Going Home",Drake Featuring Majid Jordan,,,,,,,,,,,,,,
13,Dark Horse,Katy Perry Featuring Juicy J,,,,,,,,,,,,,,
14,Burn,['Ellie Goulding'],0xMd5bcWTbyXS7wPrBtZA6,0.559,0.777,1.0,-5.031,1.0,0.0432,0.31,0.0,0.105,0.329,87.016,231212.0,4.0
15,Do What U Want,Lady Gaga Featuring R. Kelly,,,,,,,,,,,,,,
16,Sweater Weather,['The Neighbourhood'],2QjOHCTQ1Jl3zawyYOpxh6,0.612,0.807,10.0,-2.81,1.0,0.0336,0.0495,0.0177,0.101,0.398,124.053,240400.0,4.0
17,Team,['Lorde'],3G6hD9B2ZHOsgf4WfNu7X1,0.69,0.578,6.0,-7.436,1.0,0.0929,0.167,0.0,0.305,0.416,99.961,193059.0,4.0
18,White Walls,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,,,,,,,,,,,,,,
19,23,"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",,,,,,,,,,,,,,
20,Pompeii,['Bastille'],3gbBpTdY8lnQwqxNCcf795,0.679,0.715,9.0,-6.383,1.0,0.0407,0.0755,0.0,0.271,0.571,127.435,214148.0,4.0
21,Stay The Night - Featuring Hayley Williams Of Paramore,"['Zedd', 'Hayley Williams']",2QtJA4gbwe1AcanB2p21aP,0.596,0.738,8.0,-3.109,1.0,0.0411,0.109,0.0,0.0947,0.461,127.961,217347.0,4.0
22,Unconditionally,['Katy Perry'],009ImBOrIUlWgla8U05RAC,0.432,0.725,7.0,-4.862,1.0,0.0431,0.00273,0.0,0.208,0.353,128.902,228879.0,4.0
23,My Hitta,YG Featuring Jeezy & Rich Homie Quan,,,,,,,,,,,,,,
24,Applause,['Lady Gaga'],5ka2ajep9OAvU5Sgduhiex,0.669,0.78,7.0,-4.287,0.0,0.053,0.0265,1.63e-06,0.143,0.738,139.945,212333.0,4.0
25,All I Want for Christmas Is You,['Mariah Carey'],0bYg9bo50gSsH3LtXe2SQn,0.336,0.627,7.0,-7.463,1.0,0.0384,0.164,0.0,0.0708,0.35,150.273,241107.0,4.0
26,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,,,,,,,,,,,,,,
27,Holy Grail,Jay Z Featuring Justin Timberlake,,,,,,,,,,,,,,
28,Show Me,Kid Ink Featuring Chris Brown,,,,,,,,,,,,,,
29,Stay,['Florida Georgia Line'],3grPZ1iQg2tEdh0ZCh3HTt,0.494,0.936,1.0,-2.989,1.0,0.0418,0.0744,0.0,0.148,0.582,141.939,199320.0,4.0
30,Radioactive,['Imagine Dragons'],4G8gkOterJn0Ywt6uhqbhp,0.448,0.784,9.0,-3.686,1.0,0.0627,0.106,0.000108,0.668,0.236,136.245,186813.0,4.0
31,Love More,Chris Brown Featuring Nicki Minaj,,,,,,,,,,,,,,
32,Gas Pedal,Sage The Gemini Featuring IamSu!,,,,,,,,,,,,,,
33,Drink A Beer,['Luke Bryan'],1PoGWZbJPGmViVi7CYbDUK,0.483,0.431,8.0,-7.656,1.0,0.0343,0.836,5.19e-05,0.199,0.296,78.26,202627.0,4.0
34,Brave,['Sara Bareilles'],6Uy6K3KdmUdAfelUp0SeXn,0.551,0.836,10.0,-3.838,0.0,0.0524,0.00502,2.1e-05,0.0425,0.758,185.063,220573.0,4.0
35,It Won't Stop,Sevyn Streeter Featuring Chris Brown,,,,,,,,,,,,,,
36,All Me,Drake Featuring 2 Chainz & Big Sean,,,,,,,,,,,,,,
