,billboard_track,spotify_track,billboard_artist,spotify_artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,Lose Yourself,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,['Eminem'],5Z01UMMf7V1o0MzF86s6WJ,0.692,0.744,2.0,-4.565,1.0,0.257,0.00868,0.000423,0.359,0.0612,171.374,326467.0,4.0
1,Work It,,"Missy ""Misdemeanor"" Elliott",,,,,,,,,,,,,,,
2,Air Force Ones,,"Nelly Featuring Kyjuan, Ali & Murphy Lee",,,,,,,,,,,,,,,
3,'03 Bonnie & Clyde,,Jay-Z Featuring Beyonce Knowles,,,,,,,,,,,,,,,
4,Jenny From The Block,Jenny from the Block - Track Masters Remix featuring Styles P. & Jadakiss,Jennifer Lopez Featuring Styles & Jadakiss,"['Jennifer Lopez', 'Styles P', 'Jadakiss']",45BWoAVKPweZTPWzzFetSD,0.847,0.754,6.0,-5.444,1.0,0.193,0.00804,4.49e-06,0.0517,0.957,100.0,189893.0,4.0
5,Beautiful,Beautiful,Christina Aguilera,['Christina Aguilera'],3TCauNPqFiniaYHBvEVoHG,0.456,0.573,5.0,-3.866,0.0,0.0275,0.578,3.05e-06,0.114,0.0992,76.19,238560.0,4.0
6,"Bump, Bump, Bump","Bump, Bump, Bump (feat. P. Diddy)",B2K & P. Diddy,"['B2K', 'Diddy']",74jMwg2zsFMICzW3Wems6h,0.833,0.681,1.0,-6.028,0.0,0.215,0.0956,0.0,0.0414,0.887,95.48,282533.0,4.0
7,Don't Mess With My Man,,Nivea Featuring Brian & Brandon Casey,,,,,,,,,,,,,,,
8,Love Of My Life (An Ode To Hip Hop),,Erykah Badu Featuring Common,,,,,,,,,,,,,,,
9,Underneath It All,,No Doubt Featuring Lady Saw,,,,,,,,,,,,,,,
10,Miss You,Miss You,Aaliyah,['Aaliyah'],0tr492xughUjNeqSDDD5nK,0.678,0.338,10.0,-9.899,1.0,0.0319,0.655,0.0,0.215,0.502,109.888,245227.0,4.0
11,I'm With You,,Avril Lavigne,,,,,,,,,,,,,,,
12,She Hates Me,She Hates Me,Puddle Of Mudd,['Puddle Of Mudd'],16DhvbuyvJob4Q9GHNYu2n,0.58,0.748,4.0,-5.433,1.0,0.0323,0.00935,0.0,0.753,0.584,109.781,216760.0,4.0
13,The Game Of Love,,Santana Featuring Michelle Branch,,,,,,,,,,,,,,,
14,All I Have,,Jennifer Lopez Featuring LL Cool J,,,,,,,,,,,,,,,
15,Landslide,Karaoke - Landslide,Dixie Chicks,['Karaoke - Dixie Chicks'],38wTBBl2xMxaSP67S5cin3,0.604,0.522,4.0,-9.612,0.0,0.0271,0.298,0.0533,0.092,0.337,146.007,227004.0,4.0
16,Cry Me A River,Cry Me a River,Justin Timberlake,['Justin Timberlake'],7Lf7oSEVdzZqTA0kEDSlS5,0.624,0.654,8.0,-6.582,0.0,0.183,0.577,0.0,0.104,0.564,73.898,288333.0,4.0
17,Gimme The Light,Gimme the Light,Sean Paul,['Sean Paul'],3SCVtAJq8li6HlKfM4M08u,0.778,0.761,2.0,-5.529,1.0,0.0525,0.141,4.61e-05,0.0441,0.923,107.288,228000.0,4.0
