,billboard_track,spotify_track,billboard_artist,spotify_artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,TiK ToK,,Ke$ha,,,,,,,,,,,,,,,
1,Empire State Of Mind,,Jay-Z + Alicia Keys,,,,,,,,,,,,,,,
2,Bad Romance,Bad Romance,Lady Gaga,['Lady Gaga'],0SiywuOBRcynK0uKGWdCnn,0.696,0.921,0.0,-3.755,1.0,0.0363,0.00314,5.24e-05,0.0842,0.714,119.001,294573.0,4.0
3,Replay,Replay,Iyaz,['Iyaz'],5vlEg2fT4cFWAqU5QptIpQ,0.706,0.751,9.0,-6.323,1.0,0.0708,0.173,0.0,0.168,0.195,91.031,182307.0,4.0
4,Fireflies,Fireflies,Owl City,['Owl City'],3DamFFqW32WihKkTVlwTYQ,0.512,0.662,3.0,-6.797,1.0,0.0439,0.0275,0.0,0.118,0.472,180.114,228347.0,4.0
5,Sexy Chick,,David Guetta Featuring Akon,,,,,,,,,,,,,,,
6,Whatcha Say,Whatcha Say,Jason Derulo,['Jason Derulo'],67T6l4q3zVjC5nZZPXByU8,0.615,0.711,11.0,-5.507,1.0,0.0779,0.0444,0.0,0.145,0.711,144.036,221253.0,4.0
7,Down,,Jay Sean Featuring Lil Wayne,,,,,,,,,,,,,,,
8,Meet Me Halfway,Meet Me Halfway (Made Famous by Black Eyed Peas),The Black Eyed Peas,['The Pop Heroes'],4BKKOpYUypuaDG8z2IvZnE,0.774,0.574,11.0,-6.848,0.0,0.0633,0.0113,0.0,0.11,0.42,130.017,286615.0,4.0
9,3,3,Britney Spears,['Britney Spears'],6pymOcrCnMuCWdgGVTvUgP,0.697,0.709,5.0,-1.917,0.0,0.0455,0.0452,0.0,0.138,0.787,134.91,213173.0,4.0
10,Hard,,Rihanna Featuring Jeezy,,,,,,,,,,,,,,,
11,BedRock,,Young Money Featuring Lloyd,,,,,,,,,,,,,,,
12,How Low,How Low,Ludacris,['Ludacris'],1WtTLtofvcjQM3sXSMkDdX,0.785,0.498,1.0,-6.977,1.0,0.0533,0.00248,1.23e-06,0.224,0.418,143.96,201587.0,4.0
13,Do You Remember,,Jay Sean Featuring Sean Paul & Lil Jon,,,,,,,,,,,,,,,
14,Paparazzi,Paparazzi,Lady Gaga,['Lady Gaga'],7Hqig8kp32q2Ire3ECQvWM,0.762,0.692,5.0,-3.973,0.0,0.0438,0.113,0.0,0.094,0.397,114.906,208307.0,4.0
15,Forever,,"Drake Featuring Kanye West, Lil Wayne & Eminem",,,,,,,,,,,,,,,
16,Sweet Dreams,Sweet Dreams,Beyonce,['Beyoncé'],1FKxKGONukVFXWVJxAKmlz,0.694,0.825,1.0,-5.986,1.0,0.111,0.0895,1.86e-05,0.0618,0.788,121.949,208067.0,4.0
17,Already Gone,Already Gone,Kelly Clarkson,['Kelly Clarkson'],4fq2YUONcgrCJ2SPndSeKC,0.209,0.872,9.0,-2.996,1.0,0.0757,0.217,0.0,0.0768,0.294,78.139,281560.0,4.0
18,Party In The U.S.A.,Party In The U.S.A.,Miley Cyrus,['Miley Cyrus'],5Q0Nhxo0l2bP3pNjpGJwV1,0.652,0.698,10.0,-4.667,0.0,0.042,0.00112,0.000115,0.0886,0.47,96.021,202067.0,4.0
19,I Gotta Feeling,I Gotta Feeling (Made Famous by Black Eyed Peas),The Black Eyed Peas,['The Future Hit Makers'],6YkJL1mQ9PL25MZaaKtbN8,0.757,0.525,7.0,-7.258,1.0,0.0269,0.0162,0.0,0.0813,0.477,128.01,247500.0,4.0
20,Need You Now,Need You Now,Lady Antebellum,['Lady A'],11EX5yhxr9Ihl3IN1asrfK,0.587,0.622,4.0,-5.535,1.0,0.0303,0.0927,0.000636,0.2,0.231,107.943,277573.0,4.0
21,You Belong With Me,You Belong With Me,Taylor Swift,['Taylor Swift'],3GCL1PydwsLodcpv0Ll1ch,0.687,0.783,6.0,-4.44,1.0,0.0386,0.162,1.35e-05,0.114,0.443,129.964,231133.0,4.0
22,Two Is Better Than One,,Boys Like Girls Featuring Taylor Swift,,,,,,,,,,,,,,,
23,I Can Transform Ya,,Chris Brown Featuring Lil Wayne & Swizz Beatz,,,,,,,,,,,,,,,
24,Use Somebody,Use Somebody,Kings Of Leon,['Kings of Leon'],5VGlqQANWDKJFl0MBG3sg2,0.276,0.715,0.0,-5.356,1.0,0.0432,0.00552,0.000417,0.201,0.173,137.028,230760.0,4.0
25,Money To Blow,,Birdman Featuring Lil Wayne & Drake,,,,,,,,,,,,,,,
26,Try Sleeping With A Broken Heart,Try Sleeping with a Broken Heart,Alicia Keys,['Alicia Keys'],1yK9LISg5uBOOW5bT2Wm0i,0.496,0.821,5.0,-5.155,1.0,0.112,0.158,0.246,0.13,0.549,110.977,249013.0,5.0
27,Evacuate The Dancefloor,Evacuate The Dancefloor - Radio Edit,Cascada,['Cascada'],360ZhWvMnyXKYFG9Mqsm89,0.76,0.696,0.0,-5.811,1.0,0.0491,0.0195,0.0,0.278,0.903,127.029,205884.0,4.0
28,Hell Breaks Loose,,Eminem Featuring Dr. Dre,,,,,,,,,,,,,,,
29,Fifteen,Fifteen (Taylor’s Version),Taylor Swift,['Taylor Swift'],2nqio0SfWg6gh2eCtfuMa5,0.559,0.646,7.0,-4.61,1.0,0.0272,0.116,0.0,0.32,0.289,95.466,294419.0,4.0
30,Tie Me Down,,New Boyz Featuring Ray J,,,,,,,,,,,,,,,
31,"Hey, Soul Sister","Hey, Soul Sister",Train,['Train'],4HlFJV71xXKIGcU3kRyttv,0.673,0.886,1.0,-4.44,0.0,0.0431,0.185,0.0,0.0826,0.795,97.012,216773.0,4.0
32,Live Like We're Dying,Live Like We're Dying,Kris Allen,['Kris Allen'],1HfxPaJggVwFsvOtHbVzMz,0.589,0.893,0.0,-2.948,1.0,0.0397,0.0273,0.0,0.343,0.94,92.011,212507.0,4.0
33,Say Aah,,Trey Songz Featuring Fabolous,,,,,,,,,,,,,,,
34,Gangsta Luv,,Snoop Dogg Featuring The-Dream,,,,,,,,,,,,,,,
35,Baby By Me,Baby By Me (Featuring Ne-Yo) - Digital Dog Club Remix,50 Cent Featuring Ne-Yo,"['50 Cent', 'Ne-Yo']",2tQkNsEzGGX2dIhUZ0rTRt,0.758,0.824,0.0,-6.147,0.0,0.0427,0.00682,0.28,0.106,0.696,124.998,359600.0,4.0
36,Run This Town,,"Jay-Z, Rihanna & Kanye West",,,,,,,,,,,,,,,
37,Telephone,,Lady Gaga Featuring Beyonce,,,,,,,,,,,,,,,
38,Cowboy Casanova,Cowboy Casanova,Carrie Underwood,['Carrie Underwood'],6OqdF0vHI9xkqswI7EK0cD,0.597,0.82,5.0,-2.529,1.0,0.0582,0.0328,0.0,0.119,0.576,119.969,236787.0,4.0
39,Give It Up To Me,,Shakira Featuring Lil Wayne,,,,,,,,,,,,,,,
40,According To You,According To You,Orianthi,['Orianthi'],72phhQtfwZcRweweRxxkmU,0.619,0.917,5.0,-2.582,1.0,0.0507,0.0233,1.21e-05,0.0986,0.552,131.002,200347.0,4.0
41,I Invented Sex,,Trey Songz Featuring Drake,,,,,,,,,,,,,,,
42,Do I,I Don't Want This Night To End,Luke Bryan,['Luke Bryan'],0cV4xwUA4ue2deqq4CZFko,0.616,0.728,9.0,-4.02,0.0,0.0278,0.0275,0.0,0.228,0.375,111.934,219973.0,4.0
43,Fallin' For You,Fallin' For You,Colbie Caillat,['Colbie Caillat'],1le5KVGTF1xWf2aUj7ruLy,0.644,0.834,4.0,-6.473,1.0,0.0275,0.156,0.0,0.112,0.593,117.043,215547.0,4.0
44,Consider Me Gone,Consider Me Gone,Reba,['Reba McEntire'],0fNCLvSVUEK7NTwhu5vk5B,0.587,0.732,8.0,-3.851,1.0,0.0296,0.098,0.0,0.0917,0.453,97.031,218053.0,4.0
45,If You Only Knew,If You Only Knew,Shinedown,['Shinedown'],0CkSF2TAqIu8TJaVwwAOnT,0.449,0.956,9.0,-4.011,0.0,0.0398,0.000347,0.0,0.325,0.321,97.011,226640.0,4.0
46,One Time,One Time,Justin Bieber,['Justin Bieber'],6eDApnV9Jdb1nYahOlbbUh,0.691,0.853,1.0,-2.528,0.0,0.0372,0.0631,7.13e-05,0.082,0.762,145.999,215867.0,4.0
47,The Truth,The Truth,Jason Aldean,['Jason Aldean'],25rV6ArwFMht49oONoqSLQ,0.496,0.577,9.0,-5.305,1.0,0.0257,0.234,2.4e-06,0.109,0.381,143.014,238413.0,4.0
48,It Kills Me,It Kills Me,Melanie Fiona,['Melanie Fiona'],6qU37BgVfPhpb2rhYzZWrF,0.618,0.764,8.0,-4.375,1.0,0.0411,0.228,0.0,0.0972,0.479,107.452,250413.0,4.0
49,Southern Voice,Southern Voice,Tim McGraw,['Tim McGraw'],1R9tieT3ZujuJ77a9U5wR3,0.63,0.877,9.0,-4.106,1.0,0.0321,0.0446,0.0,0.113,0.758,112.051,242427.0,4.0
50,Spotlight,,Gucci Mane Featuring Usher,,,,,,,,,,,,,,,
51,White Liar,White Liar,Miranda Lambert,['Miranda Lambert'],08NPIspzvBNj88lHalgA4V,0.35,0.777,10.0,-4.33,1.0,0.0336,0.0499,0.000738,0.413,0.42,185.046,287760.0,4.0
52,Russian Roulette,Russian Roulette,Rihanna,['Rihanna'],3rMsX63C0IZVnOT5LGYoTH,0.48,0.486,6.0,-5.754,0.0,0.0447,0.046,0.0,0.107,0.265,80.051,227533.0,4.0
53,Smile,Smile,Uncle Kracker,['Uncle Kracker'],4ZC8hXXqu2hPcDLw9QTdtQ,0.541,0.812,4.0,-3.764,1.0,0.0336,0.203,0.0,0.42,0.607,141.056,201627.0,4.0
54,Empire State Of Mind (Part II) Broken Down,Empire State of Mind (Part II) Broken Down,Alicia Keys,['Alicia Keys'],5sra5UY6sD658OabHL3QtI,0.484,0.368,6.0,-7.784,1.0,0.0341,0.74,3.82e-05,0.118,0.142,92.923,216480.0,4.0
55,Uprising,Uprising,Muse,['Muse'],4VqPOruhp5EdPBeR92t6lQ,0.602,0.905,2.0,-4.046,1.0,0.0775,0.000202,0.064,0.117,0.411,128.019,304840.0,4.0
56,I Wanna Make You Close Your Eyes,I Wanna Make You Close Your Eyes,Dierks Bentley,['Dierks Bentley'],0V6Na986SNXm1CpreVF56E,0.599,0.61,1.0,-5.745,1.0,0.0232,0.104,4.83e-05,0.115,0.359,95.979,239119.0,4.0
57,Life After You,Life After You,Daughtry,['Daughtry'],70NGpcNvhI2hqonWNAETIu,0.396,0.796,5.0,-3.253,1.0,0.0357,0.0597,0.0,0.407,0.362,154.037,207213.0,3.0
58,Carry Out,Carry Out (Featuring Justin Timberlake),Timbaland Featuring Justin Timberlake,"['Timbaland', 'Justin Timberlake']",2DHc2e5bBn4UzY0ENVFrUl,0.531,0.574,10.0,-6.693,0.0,0.113,0.114,0.0308,0.256,0.272,115.68,232467.0,5.0
59,One Less Lonely Girl,One Less Lonely Girl,Justin Bieber,['Justin Bieber'],69ghzc538EQSVon2Gm3wrr,0.58,0.75,4.0,-4.421,1.0,0.194,0.159,0.0,0.274,0.728,86.938,229107.0,4.0
60,Papers,Papers,Usher,['Usher'],77fP7UixHMYEIFT8NS92Ul,0.802,0.556,1.0,-5.395,1.0,0.0418,0.0339,0.0,0.0958,0.158,120.047,261413.0,4.0
61,Never Gonna Be Alone,Never Gonna Be Alone,Nickelback,['Nickelback'],7aySoZnwt7c6lA54qVVUOk,0.544,0.802,4.0,-4.152,1.0,0.0282,0.00155,7.34e-05,0.122,0.59,130.022,227027.0,4.0
