,billboard_track,spotify_track,billboard_artist,spotify_artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,Firework,Firework,Katy Perry,['Katy Perry'],4r6eNCsrZnQWJzzvFh4nlg,0.638,0.832,8.0,-5.039,1.0,0.049,0.141,0.0,0.113,0.648,124.071,227893.0,4.0
1,Grenade,Grenade,Bruno Mars,['Bruno Mars'],2tJulUYLDKOg9XrtVkMgcJ,0.706,0.558,2.0,-7.237,0.0,0.0593,0.146,0.0,0.118,0.227,110.443,223253.0,4.0
2,What's My Name?,,Rihanna Featuring Drake,,,,,,,,,,,,,,,
3,Raise Your Glass,Raise Your Glass,P!nk,['P!nk'],1gv4xPanImH17bKZ9rOveR,0.7,0.709,7.0,-5.006,1.0,0.0838,0.0048,0.0,0.029,0.624,122.019,202960.0,4.0
4,We R Who We R,We R Who We R,Ke$ha,['Made famous by Ke$ha'],1p4mnh4jOsO14XtD5zAjaB,0.744,0.474,8.0,-12.81,1.0,0.112,0.214,0.0,0.231,0.745,119.999,199054.0,4.0
5,Just The Way You Are,Just the Way You Are,Bruno Mars,['Bruno Mars'],7BqBn9nzAq8spo5e7cZ0dJ,0.637,0.843,5.0,-5.413,1.0,0.0432,0.0151,0.0,0.0876,0.434,109.012,220733.0,4.0
6,Only Girl (In The World),Only Girl (In The World),Rihanna,['Rihanna'],2ENexcMEMsYk0rVJigVD3i,0.789,0.706,11.0,-4.233,0.0,0.0429,0.112,1.71e-05,0.0586,0.638,125.911,235493.0,4.0
7,The Time (Dirty Bit),The Time (Dirty Bit) - Black Eyed Peas Tribute Mix,The Black Eyed Peas,['The Great Pop Crew'],3TyIWEX7dDQI5tsKLEJtKA,0.799,0.676,9.0,-12.642,1.0,0.0523,0.0339,0.00212,0.0892,0.679,128.009,294191.0,4.0
8,6 Foot 7 Foot,,Lil Wayne Featuring Cory Gunz,,,,,,,,,,,,,,,
9,Just A Dream,Just A Dream,Nelly,['Nelly'],3ZdJffjzJWFimSQyxgGIxN,0.531,0.752,1.0,-6.161,1.0,0.0305,0.0421,0.0,0.12,0.103,89.917,237800.0,4.0
10,Bottoms Up,,Trey Songz Featuring Nicki Minaj,,,,,,,,,,,,,,,
11,Black And Yellow,Black and Yellow,Wiz Khalifa,['Wiz Khalifa'],5A6OHHy73AR5tLxgTc98zz,0.684,0.834,2.0,-4.524,0.0,0.0675,0.0646,0.0,0.271,0.538,164.02,217667.0,4.0
12,Tonight (I'm Lovin' You),,Enrique Iglesias Featuring Ludacris & DJ Frank E,,,,,,,,,,,,,,,
13,Like A G6,,Far*East Movement Featuring Cataracs & Dev,,,,,,,,,,,,,,,
14,DJ Got Us Fallin' In Love,DJ Got Us Fallin' In Love (feat. Pitbull),Usher Featuring Pitbull,"['Usher', 'Pitbull']",5qxULZVAM943gPjtMaH5NX,0.639,0.907,7.0,-4.749,0.0,0.189,0.0444,0.0,0.114,0.699,120.954,214280.0,4.0
15,Stereo Love,Stereo Love - Radio Edit,Edward Maya & Vika Jigulina,"['Edward Maya', 'Vika Jigulina']",5RfBhOGNbbXT5LiIvbHLhN,0.773,0.736,9.0,-5.589,1.0,0.0383,0.0335,0.0184,0.104,0.212,127.056,184000.0,4.0
16,Dynamite,Dynamite,Taio Cruz,['Taio Cruz'],2CEgGE6aESpnmtfiZwYlbV,0.751,0.783,4.0,-3.724,1.0,0.0859,0.00379,0.0,0.036,0.816,119.975,202613.0,4.0
17,No Hands,,Waka Flocka Flame Featuring Roscoe Dash & Wale,,,,,,,,,,,,,,,
18,Coming Home,,Diddy - Dirty Money Featuring Skylar Grey,,,,,,,,,,,,,,,
19,Yeah 3X,Yeah 3x,Chris Brown,['Chris Brown'],2QtxlzvSBONjs1bDC34ixs,0.705,0.882,11.0,-3.201,0.0,0.0445,0.000369,1.16e-06,0.0934,0.7,130.0,241667.0,4.0
20,Please Don't Go,Please Don't Go,Mike Posner,['Mike Posner'],6jg5SRvdGxvJ0DzNV0UqEK,0.699,0.882,4.0,-3.896,0.0,0.0311,0.00296,0.0544,0.13,0.657,120.016,196813.0,4.0
21,Teenage Dream,Teenage Dream,Katy Perry,['Katy Perry'],5jzKL4BDMClWqRguW5qZvh,0.719,0.798,10.0,-4.582,1.0,0.0361,0.0162,2.34e-06,0.134,0.591,120.011,227741.0,4.0
22,Animal,Animal,Neon Trees,['Neon Trees'],1fBl642IhJOE5U319Gy2Go,0.482,0.833,5.0,-5.611,1.0,0.0449,0.000346,0.0,0.365,0.74,148.039,212293.0,4.0
23,F**k You! (Forget You),,CeeLo Green,,,,,,,,,,,,,,,
24,Secrets,Secrets,OneRepublic,['OneRepublic'],1NhPKVLsHhFUHIOZ32QnS2,0.516,0.764,2.0,-6.223,1.0,0.0366,0.0717,0.0,0.115,0.376,148.021,224693.0,4.0
25,Back To December,Back To December,Taylor Swift,['Taylor Swift'],3DrjZArsPsoqbLzUZZV1Id,0.529,0.67,2.0,-4.663,1.0,0.0303,0.117,0.0,0.334,0.286,141.893,293027.0,4.0
26,Hey Baby (Drop It To The Floor),,Pitbull Featuring T-Pain,,,,,,,,,,,,,,,
27,Right Above It,,Lil Wayne Featuring Drake,,,,,,,,,,,,,,,
28,Right Thru Me,Right Thru Me,Nicki Minaj,['Nicki Minaj'],4dPP7GEqsI5yRy8w8CqWVi,0.381,0.683,1.0,-4.724,1.0,0.162,0.0869,0.00164,0.168,0.168,162.246,235773.0,3.0
29,Aston Martin Music,,Rick Ross Featuring Drake & Chrisette Michele,,,,,,,,,,,,,,,
30,That's All She Wrote,,T.I. Featuring Eminem,,,,,,,,,,,,,,,
31,Club Can't Handle Me,,Flo Rida Featuring David Guetta,,,,,,,,,,,,,,,
32,I Like It,,Enrique Iglesias Featuring Pitbull,,,,,,,,,,,,,,,
33,If I Die Young,If I Die Young,The Band Perry,['The Band Perry'],4u26EevCNXMhlvE1xFBJwX,0.606,0.497,4.0,-6.611,1.0,0.0277,0.348,0.0,0.275,0.362,130.739,222773.0,4.0
34,Whip My Hair,Whip My Hair,WILLOW,['WILLOW'],4Dio1t8RHzLv1nfPJTSZyP,0.552,0.98,9.0,-4.676,0.0,0.254,0.00159,0.00552,0.438,0.668,162.961,195440.0,4.0
35,Somewhere With You,Somewhere With You,Kenny Chesney,['Kenny Chesney'],3pkzJjJXfdDjhpXx639MIH,0.68,0.849,1.0,-6.475,0.0,0.0376,0.0862,0.00013,0.174,0.536,111.969,243520.0,4.0
36,No Love,,Eminem Featuring Lil Wayne,,,,,,,,,,,,,,,
37,Deuces,,Chris Brown Featuring Tyga & Kevin McCall,,,,,,,,,,,,,,,
38,Hold My Hand,,Michael Jackson Duet With Akon,,,,,,,,,,,,,,,
39,Felt Good On My Lips,Felt Good On My Lips,Tim McGraw,['Tim McGraw'],2D2tn77f5ZrADmf8h4zR3t,0.56,0.869,3.0,-3.804,1.0,0.0387,0.024,2.94e-06,0.136,0.519,136.001,277400.0,4.0
40,Rocketeer,,Far*East Movement Featuring Ryan Tedder,,,,,,,,,,,,,,,
41,Pretty Girl Rock,Pretty Girl Rock,Keri Hilson,['Keri Hilson'],2Adn2LNgkHMH5TelQVAu4n,0.666,0.87,11.0,-5.004,0.0,0.246,0.203,0.0,0.0851,0.9,160.014,243920.0,4.0
42,My Kinda Party,My Kinda Party,Jason Aldean,['Jason Aldean'],215FCyLSBcXeX0NASXEjyn,0.41,0.9,0.0,-4.249,0.0,0.0656,0.0167,1.09e-05,0.339,0.558,176.962,284960.0,4.0
43,Love The Way You Lie,,Eminem Featuring Rihanna,,,,,,,,,,,,,,,
44,Kush,,Dr. Dre Featuring Snoop Dogg & Akon,,,,,,,,,,,,,,,
45,Jar Of Hearts,Jar of Hearts,Christina Perri,['Christina Perri'],0HZhYMZOcUzZKSFwPOti6m,0.349,0.348,3.0,-6.142,1.0,0.0316,0.726,0.0,0.12,0.0886,74.541,246587.0,4.0
46,Stuck Like Glue,Stuck Like Glue,Sugarland,['Sugarland'],0JcKdUGNR7zI4jJDLyYXbi,0.702,0.795,1.0,-4.764,1.0,0.0568,0.329,0.0,0.0505,0.836,83.961,247587.0,4.0
47,Love Like Woe,Love Like Woe,The Ready Set,['The Ready Set'],4XRZbiVdsA5qv6f6qP70lS,0.697,0.775,10.0,-4.106,1.0,0.0636,0.139,0.0,0.0737,0.822,90.015,200453.0,4.0
48,Can't Be Friends,,Trey Songz,,,,,,,,,,,,,,,
49,Memories,,David Guetta Featuring Kid Cudi,,,,,,,,,,,,,,,
50,Who Are You When I'm Not Looking,Who Are You When I'm Not Looking,Blake Shelton,['Blake Shelton'],15fZHvjZXoAILTvmt4EXIk,0.412,0.457,4.0,-9.142,1.0,0.0288,0.409,0.0187,0.0978,0.202,74.824,187733.0,4.0
51,Mine,Mine,Taylor Swift,['Taylor Swift'],0dBW6ZsW8skfvoRfgeerBF,0.624,0.757,7.0,-2.94,1.0,0.0296,0.00265,1.87e-06,0.189,0.658,121.07,230707.0,4.0
52,Down On Me,,Jeremih Featuring 50 Cent,,,,,,,,,,,,,,,
53,As She's Walking Away,,Zac Brown Band Featuring Alan Jackson,,,,,,,,,,,,,,,
54,Rhythm of Love,Rhythm Of Love,Plain White T's,"[""Plain White T's""]",6MDTpYxPFL0wtFd0pjfKws,0.531,0.542,8.0,-7.721,1.0,0.0432,0.356,0.0,0.119,0.726,171.878,200200.0,4.0
55,Dog Days Are Over,Dog Days Are Over,Florence + The Machine,['Florence + The Machine'],1YLJVmuzeM2YSUkCCaTNUB,0.492,0.81,7.0,-5.315,1.0,0.0847,0.0416,0.00379,0.117,0.245,149.954,251840.0,4.0
56,We No Speak Americano,We No Speak Americano (Sllash & Doppe Edit),Yolanda Be Cool & Dcup,"['Yolanda Be Cool', 'DCup', 'Sllash & Doppe']",7zLV30iLRt2GsEQgUEY2OL,0.733,0.926,6.0,-7.704,1.0,0.0457,0.0222,0.608,0.497,0.532,124.004,201291.0,4.0
57,Mama's Song,Mama's Song,Carrie Underwood,['Carrie Underwood'],0m8Ta268d1kBBG7lxMyWqa,0.341,0.659,2.0,-5.419,1.0,0.0357,0.442,0.0,0.096,0.269,79.987,240240.0,4.0
58,Turn On The Radio,Turn On The Radio,Reba,['Reba McEntire'],6A2hvKTF2FShj0Yma7CP8N,0.603,0.859,11.0,-3.772,1.0,0.0416,0.026,0.0,0.224,0.702,123.072,215387.0,4.0
59,Don't You Wanna Stay,,Jason Aldean With Kelly Clarkson,,,,,,,,,,,,,,,
60,Put You In A Song,Put You In A Song,Keith Urban,['Keith Urban'],7bkgRHkiyRO1vWzG1hTicD,0.621,0.78,2.0,-8.502,1.0,0.0333,0.0174,0.0,0.0681,0.822,134.022,220387.0,4.0
61,Let Me Down Easy,Let Me Down Easy,Billy Currington,['Billy Currington'],4iYQUKxKwOOm6X2R7ALPix,0.606,0.497,1.0,-5.005,1.0,0.0278,0.361,0.0,0.106,0.18,125.059,228493.0,4.0
62,Voices,Voices,Chris Young,['Chris Young'],5pemEFax3jfocz4FGHa3UC,0.552,0.788,0.0,-4.112,1.0,0.0525,0.38,0.0,0.15,0.641,76.528,186107.0,4.0
63,Lay It Down,Lay It Down,Lloyd,['Lloyd'],0npGoOENjn7vVvIMmvWekQ,0.527,0.796,1.0,-5.111,0.0,0.062,0.017,0.0,0.0798,0.534,155.99,240107.0,4.0
64,Why Wait,Why Wait,Rascal Flatts,['Rascal Flatts'],3uSeT5T2pOEx5fTdYFJasm,0.612,0.765,2.0,-4.915,1.0,0.0404,0.122,0.0,0.103,0.553,122.021,224840.0,4.0
65,Maybe,Maybe,Sick Puppies,['Sick Puppies'],3K3qKMsD5P9PRCbBV4lvgd,0.437,0.913,7.0,-4.315,1.0,0.0972,0.0171,0.0,0.284,0.537,167.861,206120.0,4.0
66,The Breath You Take,The Breath You Take,George Strait,['George Strait'],0zKsfGlBHj6mzZRhmACl8M,0.492,0.383,11.0,-7.735,0.0,0.0277,0.752,0.000413,0.119,0.248,132.1,215880.0,3.0
67,Only Prettier,Only Prettier,Miranda Lambert,['Miranda Lambert'],05Rdg52eBYVUy5A55rnz39,0.388,0.695,8.0,-2.4,1.0,0.0348,0.0818,0.0,0.0698,0.778,167.966,189440.0,4.0
68,Who Dat Girl,,Flo Rida Featuring Akon,,,,,,,,,,,,,,,
69,Fire Flame,,Birdman Featuring Lil Wayne,,,,,,,,,,,,,,,
70,Make A Movie,,Twista Featuring Chris Brown,,,,,,,,,,,,,,,
71,Waiting For The End,Waiting for the End,Linkin Park,['Linkin Park'],1V4Bq9kYHMk9yILUp5z3o3,0.487,0.961,4.0,-4.139,1.0,0.132,0.0415,1.15e-06,0.553,0.323,170.005,231680.0,4.0
72,Marry Me,Marry Me,Train,['Train'],2MWOqewf5j0qf2b6S5J6cS,0.461,0.267,0.0,-8.514,1.0,0.0278,0.834,2.03e-05,0.107,0.481,87.918,205453.0,4.0
73,Bass Down Low,,Dev Featuring The Cataracs,,,,,,,,,,,,,,,
74,Fall For Your Type,Fall For Your Type (feat. Drake),Jamie Foxx Featuring Drake,"['Jamie Foxx', 'Drake']",7eck9XwORW9cWwnrMKt0dw,0.596,0.395,1.0,-11.833,1.0,0.0897,0.404,5.73e-06,0.111,0.172,136.852,269493.0,4.0
75,Anything Like Me,Anything Like Me,Brad Paisley,['Brad Paisley'],74mZKvZcZzzvbOnt8NfWda,0.545,0.522,2.0,-9.241,1.0,0.0341,0.422,0.0,0.119,0.446,164.869,268187.0,4.0
76,Little Lion Man,Little Lion Man,Mumford & Sons,['Mumford & Sons'],6JnufVNLIO5F5Lk4sEVLeI,0.517,0.481,5.0,-8.273,1.0,0.0272,0.0293,1.79e-05,0.0903,0.461,138.51,246973.0,4.0
77,Someone Else Calling You Baby,,Luke Bryan,,,,,,,,,,,,,,,
78,Hello World,Hello World,Lady Antebellum,['Lady A'],2zdltIgwTAWGXHHJGTPKqv,0.427,0.531,8.0,-6.985,1.0,0.0297,0.0555,0.00106,0.0835,0.145,111.079,326107.0,4.0
79,Higher,,Taio Cruz Featuring Travie McCoy,,,,,,,,,,,,,,,
80,No BS,No BS (feat. Kevin McCall),Chris Brown,"['Chris Brown', 'Kevin McCall']",6P3cUSAoT4EeMxVgWVdBra,0.426,0.612,1.0,-6.359,0.0,0.0567,0.12,0.0,0.119,0.106,172.171,247933.0,4.0
81,Moment 4 Life,,Nicki Minaj Featuring Drake,,,,,,,,,,,,,,,
82,Christmas Lights,Christmas Lights,Coldplay,['Coldplay'],5YwVsERCCYjOftXD3YXPtv,0.315,0.418,7.0,-9.146,1.0,0.0299,0.131,0.000679,0.0836,0.237,129.116,242496.0,4.0
83,Runaway,,Kanye West Featuring Pusha T,,,,,,,,,,,,,,,
84,Bullets In The Gun,Bullets in the Gun,Toby Keith,['Toby Keith'],26bRcXA9qmivWYTPocMlfT,0.61,0.761,9.0,-6.022,1.0,0.0627,0.339,1.88e-05,0.0839,0.433,120.017,256613.0,4.0
85,F**kin' Perfect,F**kin' Perfect,P!nk,['P!nk'],3MGJF1CDFGfjXESL2Heva0,0.565,0.646,7.0,-4.749,1.0,0.0335,0.0412,0.0,0.362,0.481,91.973,213413.0,4.0
86,Smoke A Little Smoke,Smoke A Little Smoke,Eric Church,['Eric Church'],1ESipSqVefdknPg5IBKFND,0.77,0.641,10.0,-6.077,0.0,0.035,0.0206,0.00023,0.106,0.639,96.98,191333.0,4.0
87,More,More - RedOne Jimmy Joker Remix,Usher,['Usher'],0aBKFfdyOD1Ttvgv0cfjjJ,0.551,0.893,7.0,-2.628,1.0,0.0543,0.00166,0.0,0.348,0.794,125.083,219987.0,4.0
88,All I Want Is You,,Miguel Featuring J. Cole,,,,,,,,,,,,,,,
89,What Do You Want,What Do You Want,Jerrod Niemann,['Jerrod Niemann'],6bdDMSGOpu4u2AT4rarSDc,0.55,0.496,4.0,-10.12,1.0,0.144,0.659,1.15e-06,0.106,0.543,153.275,214573.0,4.0
90,Loving You No More,,Diddy - Dirty Money Featuring Drake,,,,,,,,,,,,,,,
91,Are You Gonna Kiss Me Or Not,Are You Gonna Kiss Me Or Not,Thompson Square,['Thompson Square'],2TAcwD5KcV9uY3O1tLGV15,0.485,0.701,8.0,-3.807,1.0,0.0288,0.039,0.0,0.0977,0.613,151.948,184920.0,4.0
92,When A Woman Loves,When a Woman Loves,R. Kelly,['R. Kelly'],67UivNNJwBPb8XS7r4fGmf,0.328,0.447,5.0,-5.647,1.0,0.0515,0.498,0.0,0.174,0.404,180.336,310560.0,3.0
93,You Be Killin Em,You Be Killin Em,Fabolous,['Fabolous'],5I6YA7oHtraxwWQzzCugDt,0.664,0.909,6.0,-3.552,0.0,0.22,0.444,0.0,0.525,0.557,93.977,209693.0,4.0
94,September,September,Daughtry,['Daughtry'],2ikUwLex9wXpIOEgY45Wk7,0.459,0.718,10.0,-5.596,1.0,0.0319,0.0505,0.0,0.0951,0.34,149.791,243773.0,4.0
95,Loca,,Shakira Featuring El Cata or Dizzee Rascal,,,,,,,,,,,,,,,
96,For The First Time,For the First Time,The Script,['The Script'],09ZcYBGFX16X8GMDrvqQwt,0.396,0.629,9.0,-4.78,1.0,0.0287,0.0328,0.0,0.183,0.358,173.794,252853.0,4.0
97,Letting Go (Dutty Love),Letting Go (Dutty Love) featuring Nicki Minaj (feat. Nicki Minaj),Sean Kingston Featuring Nicki Minaj,"['Sean Kingston', 'Nicki Minaj']",0wDbYIl4fN2mccHczCJqEf,0.792,0.808,5.0,-4.156,1.0,0.0963,0.335,0.0,0.269,0.709,92.064,230600.0,4.0
98,"Baby, It's Cold Outside","Baby, It's Cold Outside (feat. Darren Criss)",Glee Cast,"['Glee Cast', 'Darren Criss']",7irY7Ldcf6BFpycGl62vum,0.52,0.27,8.0,-9.806,1.0,0.0299,0.616,0.0,0.109,0.509,110.789,166547.0,4.0
99,Oh Santa!,Oh Santa! (feat. Ariana Grande & Jennifer Hudson),Mariah Carey,"['Mariah Carey', 'Ariana Grande', 'Jennifer Hudson']",1Ri9P0ZPrqr6h0REDRdJBd,0.648,0.938,1.0,-3.298,1.0,0.115,0.0339,1.28e-06,0.0564,0.849,78.496,200467.0,4.0
