,track,artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,Justify My Love,['Madonna'],6BWRvw630R8z2vNMok6quI,0.705,0.821,1.0,-7.085,1.0,0.128,0.00244,0.684,0.0572,0.456,99.642,294267.0,4.0
1,Because I Love You (The Postman Song),['Stevie B'],5133Vr9T5jaSNBlqSQRJDx,0.506,0.321,1.0,-11.796,1.0,0.0289,0.74,1.21e-06,0.125,0.0724,128.391,300107.0,4.0
2,From a Distance,['Bette Midler'],48eiLW57CqSmCYNZRM2J8M,0.536,0.242,7.0,-11.716,1.0,0.0277,0.674,0.0,0.331,0.331,137.989,276346.0,4.0
3,High Enough,['Damn Yankees'],5t5rCnsgRBtcKqTB7SbD1Q,0.273,0.537,2.0,-9.612,1.0,0.0306,0.0241,0.0,0.0922,0.232,81.814,287320.0,4.0
4,Tom's Diner,DNA Featuring Suzanne Vega,,,,,,,,,,,,,,
5,Impulsive,['Wilson Phillips'],2lxfnTyWxW381PXDm9Mg77,0.657,0.76,4.0,-8.613,1.0,0.0298,0.171,0.00551,0.224,0.71,107.872,274267.0,4.0
6,Love Will Never Do (Without You),['Janet Jackson'],1SkJ8HjZUZRPYT3R2rh5sA,0.739,0.951,1.0,-8.863,1.0,0.0496,0.139,0.0062,0.462,0.551,103.17,350000.0,4.0
7,Sensitivity,['Ralph Tresvant'],3lRgzwd3g1TewI4zjgbh9V,0.683,0.661,1.0,-12.823,1.0,0.0459,0.137,0.557,0.0772,0.707,96.956,281333.0,4.0
8,The First Time,['Surface'],0NFMOIvms3oKXx7s1XM583,0.639,0.375,10.0,-11.148,1.0,0.0277,0.264,0.000546,0.0872,0.116,126.421,255427.0,4.0
9,I'm Your Baby Tonight,Whitney Houston,,,,,,,,,,,,,,
10,Gonna Make You Sweat (Everybody Dance Now) - Clivilless & Cole DJ's Choice Mix,['C+C Music Factory (Presenting Freedom Williams)'],2zeGpMojbMPSmLngK2Ojf7,0.806,0.936,6.0,-5.988,1.0,0.0624,0.00199,0.246,0.0935,0.773,113.229,299933.0,4.0
11,Freedom! '90 - Remastered,['George Michael'],3tyTt5pEWblt96j1HsXiV5,0.677,0.852,5.0,-10.856,1.0,0.045,0.225,3.95e-05,0.0595,0.93,91.691,390862.0,4.0
12,Miles Away,['Winger'],3Bzh1AtiViTIaZV6yqySZH,0.363,0.528,5.0,-10.08,1.0,0.0305,0.0661,0.0,0.334,0.317,182.21,252867.0,4.0
13,Play That Funky Music,['Vanilla Ice'],1Ezs8eYxuZjhlgyoI1Bo76,0.851,0.514,4.0,-15.279,0.0,0.165,0.000928,3.58e-06,0.381,0.573,100.425,285800.0,4.0
14,The Way You Do The Things You Do,['UB40'],6ozp716QFraV8OrewK6ln4,0.865,0.414,5.0,-13.256,0.0,0.168,0.225,0.00159,0.0425,0.937,80.852,182467.0,4.0
15,After The Rain - Remastered 2017,['Nelson'],3VWGHiQO7fArciqoKB2DSx,0.461,0.867,3.0,-5.879,1.0,0.0684,0.0109,0.000164,0.33,0.611,125.441,245862.0,4.0
16,Something To Believe In - Remastered,['Poison'],7pUYjnFTXMs0mFWsE9epqV,0.52,0.711,3.0,-5.009,1.0,0.0386,0.266,1.09e-05,0.148,0.226,133.947,328360.0,4.0
17,"Miracle (From ""Young Guns II"")",Jon Bon Jovi,,,,,,,,,,,,,,
18,Love Takes Time,['Mariah Carey'],48l7PNpT2fBoT4cdLW6EzP,0.403,0.338,8.0,-12.371,0.0,0.0322,0.727,0.0,0.0849,0.233,126.23,229227.0,4.0
19,I'm Not In Love,Will To Power,,,,,,,,,,,,,,
20,Just Another Dream - 7” US Mix,['Cathy Dennis'],4AdgGvKgBh1W8Pl7afz4TE,0.668,0.736,0.0,-10.06,0.0,0.0387,0.0112,0.0612,0.0767,0.756,118.778,241920.0,4.0
21,One And Only Man,['Steve Winwood'],3Mjn7q1ubHIhTGwciFMrB9,0.606,0.87,2.0,-9.012,0.0,0.0282,0.0119,0.00386,0.127,0.855,104.99,302733.0,4.0
22,Groove Is in the Heart,['Deee-Lite'],2UVLuddklEVak5PXgC7baA,0.694,0.881,1.0,-4.053,0.0,0.0701,0.0153,0.0196,0.0851,0.924,121.554,231787.0,4.0
23,For You,['The Outfield'],57OfvZ1HFFTWQltTgdyj6N,0.623,0.675,10.0,-9.196,1.0,0.0309,0.226,8.37e-05,0.156,0.633,118.9,267280.0,4.0
24,Hang in Long Enough - 2016 Remaster,['Phil Collins'],4y42JYIIfYXrJ63s5hQQWS,0.764,0.82,10.0,-5.153,0.0,0.0349,0.321,0.0219,0.917,0.56,119.985,285000.0,4.0
25,Wiggle It - Radio Mix,['2 In A Room'],4Ainx6BECl4tc4py2iv93e,0.781,0.838,2.0,-13.943,1.0,0.0494,0.0718,5.42e-06,0.0381,0.849,122.819,244133.0,4.0
26,On The Way Up,Elisa Fiorillo,,,,,,,,,,,,,,
27,Anything Is Possible,['Debbie Gibson'],3HbxgJFuMjvC0HPLGwnRsy,0.696,0.861,8.0,-7.298,0.0,0.0342,0.253,0.0,0.287,0.904,110.069,223453.0,4.0
28,I'll Give All My Love To You,Keith Sweat,,,,,,,,,,,,,,
29,You're Amazing,Robert Palmer,,,,,,,,,,,,,,
30,Gentlee (Me 200),"['Dino Romeo', 'Y/K']",7C8ijjkeaBArbVutlYL0S8,0.87,0.695,9.0,-4.387,1.0,0.147,0.0199,0.00548,0.323,0.247,99.977,154800.0,4.0
31,Disappear,['INXS'],02mQcDoU5cn15U6tqZmL4e,0.645,0.88,9.0,-3.403,1.0,0.0329,0.0242,2.04e-06,0.0978,0.834,125.418,250076.0,4.0
32,Feels Good,['Tony! Toni! Toné!'],4cRR2gUTOerkUOW5iZpm91,0.827,0.852,2.0,-12.052,1.0,0.0942,0.115,1.49e-05,0.299,0.635,117.17,298373.0,4.0
33,More Than Words Can Say,['Alias'],1EB3Z38oKDKVp4K2yEO2dl,0.412,0.376,4.0,-11.789,1.0,0.0289,0.609,0.00223,0.11,0.153,69.064,234196.0,4.0
34,Stranded,['Heart'],5KwYd278TmyAkLs686tsyw,0.388,0.55,6.0,-9.903,1.0,0.0311,0.157,0.0,0.0913,0.253,159.978,238827.0,3.0
35,Around The Way Girl,['LL Cool J'],6jL1SnyXcXiKOmw4M2RnmT,0.62,0.445,1.0,-17.154,0.0,0.382,0.00273,0.0145,0.333,0.587,202.134,248493.0,4.0
36,All The Man That I Need,['Whitney Houston'],07M76e7IXxYdnC1BBiJxEX,0.496,0.571,5.0,-9.958,0.0,0.0335,0.43,0.0,0.0332,0.25,150.944,251427.0,4.0
37,Does She Love That Man?,Breathe Featuring David Glasper,,,,,,,,,,,,,,
38,Where Does My Heart Beat Now,['Céline Dion'],0S7Vv5am0xbAXgJ2RFQR8S,0.528,0.62,10.0,-10.419,1.0,0.0285,0.648,1.63e-06,0.0801,0.595,74.051,272867.0,4.0
