,track,artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,On Bended Knee,['Boyz II Men'],7MYmo0JJJDmu4MZTSAF9y3,0.631,0.516,8.0,-8.225,1.0,0.0353,0.413,0.0,0.115,0.18,116.654,329800.0,4.0
1,"Here Comes The Hotstepper (From ""Ready To Wear"")",Ini Kamoze,,,,,,,,,,,,,,
2,Another Night,['Real McCoy'],3pEuO9J2MTEmec8kUfYYvl,0.813,0.882,7.0,-7.575,1.0,0.0402,0.0908,0.00457,0.147,0.874,125.983,236933.0,4.0
3,Creep,['TLC'],1aWV3uY3SIEZVbmv45oFWS,0.811,0.458,5.0,-9.688,0.0,0.0402,0.0193,1.41e-06,0.0526,0.797,92.94,268533.0,4.0
4,Always,['Bon Jovi'],2qCV1FiI4WMiYp43WYdwBw,0.384,0.659,4.0,-5.558,1.0,0.0314,0.115,0.0,0.0778,0.326,140.795,353027.0,4.0
5,I Wanna Be Down,['Brandy'],6N9uyMZf9pbNOuomveWscp,0.703,0.469,11.0,-6.515,0.0,0.0415,0.177,0.0,0.726,0.661,86.038,291667.0,4.0
6,I'll Make Love To You,Boyz II Men,,,,,,,,,,,,,,
7,Before I Let You Go,['Blackstreet'],2rkVoKVEMuct8SmEIGKzBw,0.67,0.468,1.0,-6.725,0.0,0.0328,0.325,0.0,0.0516,0.486,140.069,299800.0,4.0
8,Tootsee Roll (Dance Version),['69 Boyz'],0SAIjVOwxVnO1l9HGvLuOU,0.869,0.725,9.0,-12.507,0.0,0.256,0.0453,0.0,0.203,0.699,132.989,261360.0,4.0
9,I'm The Only One,Melissa Etheridge,,,,,,,,,,,,,,
10,You Want This/70's Love Groove,Janet Jackson,,,,,,,,,,,,,,
11,Secret,['Madonna'],15FcP9qwmIKqaD5NhfhNpu,0.813,0.655,1.0,-7.884,1.0,0.0262,0.101,6.65e-05,0.146,0.46,99.982,304933.0,4.0
12,Sukiyaki,4PM,,,,,,,,,,,,,,
13,Take a Bow,['Madonna'],7izFzcBTx3DVXFeFYDeZKB,0.549,0.408,8.0,-7.698,1.0,0.024,0.341,0.0,0.0764,0.319,80.133,320467.0,4.0
14,Short Dick Man,20 Fingers Featuring Gillette,,,,,,,,,,,,,,
15,You Gotta Be,Des'ree,,,,,,,,,,,,,,
16,All I Wanna Do,['Sheryl Crow'],3ZpQiJ78LKINrW9SQTgbXd,0.82,0.528,9.0,-11.179,1.0,0.0321,0.111,0.0186,0.257,0.931,120.091,272107.0,4.0
17,"Turn The Beat Around (From ""The Specialist"")",Gloria Estefan,,,,,,,,,,,,,,
18,Practice What You Preach,['Barry White'],5PaTu8aN7ozpFbEb0DwEbt,0.841,0.412,7.0,-10.336,1.0,0.0445,0.0919,0.0,0.0908,0.661,93.65,239307.0,3.0
19,I'll Stand By You,Pretenders,,,,,,,,,,,,,,
20,100% Pure Love,['Crystal Waters'],0dfQwyoZoS9LgQiU6AJO7f,0.811,0.725,8.0,-7.203,1.0,0.0491,0.0843,0.0059,0.0567,0.698,120.242,278627.0,4.0
21,The Rhythm of the Night,['Corona'],5IPJsGFKtxKDPCkT8lhEjN,0.688,0.782,5.0,-12.291,0.0,0.034,0.000235,0.666,0.0955,0.77,127.822,264307.0,4.0
22,The Sweetest Days,['Vanessa Williams'],2aw72RcR4WQvmA9bICK8QZ,0.482,0.301,10.0,-10.341,1.0,0.0273,0.722,0.0012,0.166,0.0692,139.853,211293.0,4.0
23,You Don't Know How It Feels,['Tom Petty'],7MooGz4ZPE4bNxjFegR6Jx,0.765,0.502,9.0,-7.393,1.0,0.0321,0.119,0.0011,0.171,0.836,144.204,289440.0,4.0
24,Hold My Hand,['Hootie & The Blowfish'],4WnYuVFXe6Si4fZqkxbnvS,0.22,0.769,11.0,-5.125,1.0,0.054,0.208,0.0,0.0985,0.495,170.773,258333.0,4.0
25,"December, 1963 (Oh What a Night!)",['Frankie Valli & The Four Seasons'],1hQFF33xi8ruavZNyovtUN,0.737,0.495,1.0,-13.489,1.0,0.027,0.0588,9.12e-06,0.0542,0.967,104.409,197147.0,4.0
26,Living in Danger,['Ace of Base'],5ICwDM1fzgqv7HNFUIjPyx,0.669,0.931,11.0,-7.161,0.0,0.0488,0.000573,0.56,0.106,0.829,102.079,223227.0,4.0
27,Every Day of the Week,['Jade'],7gRPARHLsDZaf3QxSTuKT8,0.757,0.68,1.0,-8.857,1.0,0.0338,0.0039,0.0,0.0742,0.831,97.382,315600.0,4.0
28,Constantly,['Immature'],2Ht2XbOKEay5ogJbDk3i9q,0.71,0.519,8.0,-9.933,1.0,0.0363,0.165,0.00198,0.0854,0.577,117.837,343333.0,4.0
29,Never Lie,['Immature'],62utntNdsx80hraXA5ha0Q,0.701,0.393,9.0,-10.236,0.0,0.0299,0.605,3.41e-05,0.109,0.337,142.106,253190.0,4.0
30,"New Age Girl (From ""Dumb And Dumber"")",Deadeye Dick,,,,,,,,,,,,,,
