,billboard_track,spotify_track,billboard_artist,spotify_artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,Walk Like An Egyptian,Walk Like an Egyptian,The Bangles,['The Bangles'],1Jwc3ODLQxtbnS8M9TflSP,0.724,0.891,11.0,-7.818,1.0,0.0995,0.00344,4.72e-05,0.3,0.818,103.022,204707.0,4.0
1,Everybody Have Fun Tonight,Everybody Have Fun Tonight,Wang Chung,['Wang Chung'],6qBSGvyUzqNQv8XtnzCr9n,0.728,0.619,9.0,-12.265,1.0,0.0379,0.0884,8.44e-05,0.039,0.747,128.845,287360.0,4.0
2,Notorious,Notorious,Duran Duran,['Duran Duran'],4znkNgqRMCF12mY7EbklsA,0.815,0.626,0.0,-13.406,1.0,0.0553,0.504,1.41e-06,0.0372,0.825,106.47,258000.0,4.0
3,Shake You Down,Shake You Down,Gregory Abbott,['Gregory Abbott'],7wQ9alB79WZb0F5gFLbxSh,0.787,0.474,11.0,-10.384,0.0,0.0265,0.523,0.0,0.235,0.826,94.995,245413.0,4.0
4,The Way It Is,The Way It Is - Karaoke,Bruce Hornsby & The Range,['Karaoke - Bruce Hornsby & The Range'],6qqODGz2Ob4Yt139qzN3NO,0.565,0.41,7.0,-11.024,1.0,0.0375,0.16,0.812,0.189,0.352,111.337,272949.0,4.0
5,C'est La Vie,,Robbie Nevil,,,,,,,,,,,,,,,
6,Control,Control,Janet Jackson,['Janet Jackson'],5vywtoD7fO1CP0B2wtm6I6,0.785,0.786,11.0,-12.487,1.0,0.0501,0.28,0.236,0.158,0.638,120.404,353307.0,4.0
7,War,"Better Days - Live at Warner Hollywood Studios, Los Angeles, CA - September 1992",Bruce Springsteen,['Bruce Springsteen'],52d6CvA7C0NwPmMwN8fHki,0.454,0.909,2.0,-6.008,1.0,0.134,0.0598,0.0,0.984,0.376,120.407,267227.0,4.0
8,Stand By Me,Stand by Me,Ben E. King,['Ben E. King'],3SdTKo2uVsxFblQjpScoHy,0.65,0.306,9.0,-9.443,1.0,0.0393,0.57,7.07e-06,0.0707,0.605,118.068,180056.0,4.0
9,Don't Get Me Wrong,,Pretenders,,,,,,,,,,,,,,,
10,To Be A Lover,To Be A Lover,Billy Idol,['Billy Idol'],4nBzre6D0UrQFj1s8z45e1,0.562,0.767,5.0,-8.025,1.0,0.0474,0.234,0.00817,0.0828,0.526,184.363,232387.0,4.0
11,Is This Love,Is This Love,Survivor,['Survivor'],6rt4FH5qFgXGmyhgKmlJcL,0.679,0.772,3.0,-8.946,1.0,0.0328,0.557,0.0,0.0338,0.749,118.129,222560.0,4.0
