,track,artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,(Just Like) Starting Over - Remastered 2010,['John Lennon'],5y0YreEOnQiKFAnCrcFIXz,0.701,0.79,9.0,-6.16,1.0,0.0725,0.301,6.06e-05,0.179,0.421,99.104,236547.0,4.0
1,More Than I Can Say - Remastered,['Leo Sayer'],3RJ81z1sPLeWEFuCfGaCLC,0.728,0.511,10.0,-11.178,1.0,0.0233,0.198,0.00052,0.322,0.714,96.406,220533.0,4.0
2,"Love On The Rocks - From ""The Jazz Singer"" Soundtrack",['Neil Diamond'],6XNGIaXv2xljDcxQ99p65f,0.361,0.193,9.0,-17.126,0.0,0.0387,0.889,4.4e-05,0.0879,0.164,64.572,217893.0,4.0
3,Lady,['Kenny Rogers'],5Pj5zrq2nbKcAekH1AxbrO,0.362,0.183,3.0,-16.0,0.0,0.0347,0.861,0.000234,0.0932,0.2,136.646,231867.0,4.0
4,Hungry Heart,['Bruce Springsteen'],1KsI8NEeAna8ZIdojI3FiT,0.641,0.894,8.0,-7.41,1.0,0.0273,0.0857,0.009,0.157,0.972,109.823,199453.0,4.0
5,Every Woman in the World,['Air Supply'],6OxnToSgslbtjJuNSKSdDQ,0.393,0.312,9.0,-16.918,1.0,0.0366,0.307,0.0,0.134,0.362,156.361,209600.0,4.0
6,Guilty (Duet with Barry Gibb),['Barbra Streisand'],5KTqgf1FxbWF2coUm0B9sA,0.641,0.373,0.0,-17.162,1.0,0.0338,0.473,1.49e-06,0.0981,0.954,150.29,261573.0,4.0
7,The Tide Is High - Edit,['Blondie'],165NAtd2DRPKNQ6EVY0VG9,0.778,0.667,11.0,-7.273,1.0,0.0258,0.0514,0.0312,0.092,0.964,96.954,233893.0,4.0
8,Hit Me With Your Best Shot,['Pat Benatar'],0vOkmmJEtjuFZDzrQSFzEE,0.741,0.58,4.0,-9.05,1.0,0.0304,0.117,3.31e-05,0.212,0.944,127.402,171267.0,4.0
9,Tell It Like It Is,['Heart'],2F1tiSvwwzEpMyEEfVGyaA,0.306,0.422,0.0,-13.578,1.0,0.0345,0.0387,1.1e-06,0.0809,0.671,201.042,269707.0,3.0
10,Passion,['Rod Stewart'],0vZCwj0Mq5uS8GwSIYo6Y7,0.692,0.525,9.0,-12.691,1.0,0.0373,0.0212,0.0019,0.0944,0.0879,103.679,333200.0,4.0
11,"De Do Do Do, De Da Da Da",['The Police'],0yJvWbn8xQKiDZ84VN5lQG,0.78,0.523,9.0,-8.884,1.0,0.051,0.06,0.0629,0.24,0.855,147.86,247293.0,4.0
12,Master Blaster (Jammin'),['Stevie Wonder'],5EAgXGJ8Kw5QAfhQkZXYqT,0.877,0.422,10.0,-14.933,0.0,0.0546,0.04,0.000406,0.182,0.97,131.103,307933.0,4.0
13,Another One Bites The Dust - Remastered 2011,['Queen'],57JVGBtBLCfHw2muk5416J,0.933,0.528,5.0,-6.472,0.0,0.162,0.112,0.329,0.163,0.756,109.975,214653.0,4.0
14,It's My Turn,['Diana Ross'],0Hb2lKzzpKK4VxwER1fF25,0.355,0.445,8.0,-10.221,1.0,0.028,0.401,0.0,0.244,0.357,76.093,236027.0,4.0
15,I Made It Through the Rain,['Barry Manilow'],2cNAQlfTfPbfxAZjeqhoUa,0.326,0.312,10.0,-10.307,1.0,0.0284,0.678,1.16e-06,0.11,0.13,137.115,264960.0,4.0
16,Celebration,['Kool & The Gang'],3K7Q9PHUWPTaknlbFPThn2,0.885,0.664,1.0,-11.795,1.0,0.0524,0.145,0.0483,0.0767,0.906,121.632,298867.0,4.0
17,Everybody's Got To Learn Sometime,['The Korgis'],2PxyiPwogw6C9yu1jRgFiA,0.425,0.298,1.0,-12.037,0.0,0.0258,0.0154,0.00133,0.0725,0.0929,75.038,251947.0,4.0
18,I Love a Rainy Night,['Eddie Rabbitt'],0zvNHIL7ci0ZzIoWU6RO2u,0.685,0.718,0.0,-7.724,1.0,0.0521,0.122,0.0,0.0556,0.958,131.463,191067.0,4.0
19,Hey Nineteen,['Steely Dan'],1tjK9HhmpEfk0ijyIKsoUk,0.952,0.301,2.0,-13.936,1.0,0.0612,0.0126,0.000931,0.0387,0.728,119.629,307400.0,4.0
20,Time Is Time,['Andy Gibb'],1YnqUpgooPqfhJOcCxORtp,0.358,0.629,2.0,-5.869,1.0,0.0306,0.0661,0.0,0.0812,0.652,206.916,220693.0,4.0
21,Woman in Love,['Barbra Streisand'],1pTGc8pwyo6xtgXBKCBcFn,0.469,0.278,3.0,-16.311,0.0,0.028,0.248,0.000126,0.133,0.331,169.735,231840.0,4.0
22,Suddenly,Olivia Newton-John & Cliff Richard,,,,,,,,,,,,,,
23,I Believe In You,['Don Williams'],1PpbrbgsXRXeKw1GnZMEv7,0.512,0.212,7.0,-21.426,1.0,0.0483,0.88,0.00573,0.115,0.51,117.756,246440.0,3.0
24,You've Lost That Lovin' Feeling,Daryl Hall John Oates,,,,,,,,,,,,,,
25,One Step Closer,['The Doobie Brothers'],5MExTByQ0SqNrw5ivKggdB,0.663,0.552,9.0,-8.82,1.0,0.0342,0.403,0.0,0.0362,0.773,131.249,251893.0,4.0
26,Whip It,['DEVO'],4sscDOZCkbLSlDqcCgUJnX,0.78,0.869,9.0,-7.255,1.0,0.0517,0.0744,0.004,0.0621,0.957,157.902,161133.0,4.0
27,Giving It Up For Your Love,['Delbert McClinton'],5E2EpolcGmcbYpsv0z6jAZ,0.76,0.765,0.0,-9.319,1.0,0.0352,0.289,7.95e-06,0.233,0.868,107.602,226933.0,4.0
28,Together,['Tierra'],0lwHRyx3Sxl07UoVp2dcUM,0.514,0.71,3.0,-6.004,1.0,0.0366,0.3,0.0,0.66,0.618,86.558,255203.0,4.0
29,Miss Sun,['Boz Scaggs'],3MvGH0xFRahXIbvRtx4PSH,0.739,0.45,9.0,-15.091,1.0,0.0299,0.173,0.0868,0.0571,0.705,103.684,330507.0,4.0
30,Never Be the Same,['Christopher Cross'],2vUoP3ppYxD1F5ovbnmM46,0.758,0.669,9.0,-9.501,1.0,0.033,0.28,7.49e-05,0.5,0.831,125.263,249733.0,4.0
31,"Theme from ""The Dukes of Hazzard"" (Good Ol' Boys)",['Waylon Jennings'],7xRind9RPsvGHWR0qbGmfE,0.589,0.848,5.0,-10.998,1.0,0.0383,0.108,0.127,0.125,0.913,147.564,126587.0,4.0
32,9 to 5,['Dolly Parton'],4w3tQBXhn5345eUXDGBWZG,0.554,0.783,6.0,-5.852,1.0,0.0457,0.416,1.54e-06,0.631,0.813,105.39,162467.0,4.0
33,I'm Coming Out,Diana Ross,,,,,,,,,,,,,,
34,Girls Can Get It,Dr. Hook,,,,,,,,,,,,,,
35,The Winner Takes It All,['ABBA'],3oEkrIfXfSh9zGnE7eBzSV,0.454,0.788,6.0,-6.748,1.0,0.0371,0.574,0.000766,0.0859,0.52,126.15,294720.0,4.0
36,Same Old Lang Syne,['Dan Fogelberg'],0juQNDN4EdiuG97rgKywkF,0.457,0.355,0.0,-12.7,1.0,0.0284,0.792,1.85e-05,0.225,0.291,108.101,315733.0,4.0
37,Sequel,['Harry Chapin'],0HFW81AR9sO7FiCBy75O5b,0.57,0.368,9.0,-13.054,1.0,0.0334,0.56,0.0,0.155,0.445,129.421,398267.0,4.0
38,Keep on Loving You,['REO Speedwagon'],4rcHWl68ai6KvpXlc8vbnE,0.306,0.722,0.0,-5.963,1.0,0.034,0.0519,0.0,0.117,0.41,174.732,200293.0,4.0
39,Killin' Time,Fred Knoblock & Susan Anton,,,,,,,,,,,,,,
40,Cold Love,['Donna Summer'],7HANsSmGR59Im7gE6vxxvF,0.826,0.573,5.0,-9.24,1.0,0.0816,0.0865,0.0,0.178,0.873,124.489,219600.0,4.0
41,Turn and Walk Away - 2000 Remaster,['The Babys'],24zcA3PjxXY2zt685v3Mfl,0.523,0.762,9.0,-5.784,1.0,0.0342,0.199,0.000497,0.171,0.452,137.208,190427.0,4.0
42,He Can't Love You (Remastered),['Michael Stanley Band'],1XymXdDST6eFyZQmjrnIIo,0.553,0.88,0.0,-6.108,1.0,0.0319,0.00873,7.94e-06,0.0861,0.846,151.682,214613.0,4.0
43,Need Your Loving Tonight - Remastered 2011,['Queen'],4PzUPLnioZI9MSM37vUwnW,0.604,0.876,9.0,-3.881,1.0,0.0393,0.329,0.0,0.241,0.801,137.812,169200.0,4.0
44,My Mother's Eyes - Live,['Bette Midler'],3E5eqXNJep3Oi3hsFluIZn,0.292,0.125,9.0,-20.777,1.0,0.0396,0.938,0.00373,0.935,0.212,67.476,147680.0,4.0
45,Shine On,['L.T.D.'],5v8irwdQBDgs4ti2krEvQE,0.396,0.256,0.0,-14.631,1.0,0.0373,0.711,0.0,0.242,0.213,138.454,238640.0,4.0
46,Gotta Have More Love,['Climax Blues Band'],5ZNUXbnAqjPAURrWaR7xmL,0.473,0.736,4.0,-8.038,0.0,0.0282,0.159,9.85e-06,0.151,0.592,101.122,210826.0,4.0
47,You Want My Love,"['Earth, Wind & Fire', 'Lucky Daye']",5BQf3eyCsoSP5jNGx9sPdD,0.609,0.746,5.0,-5.429,0.0,0.0814,0.0185,0.0,0.306,0.629,80.967,194374.0,4.0
48,I Need Your Lovin',['Teena Marie'],0HYCfsLMVE61LZIVI3d1UA,0.668,0.898,0.0,-6.14,1.0,0.0459,0.0059,0.00516,0.0712,0.756,109.808,452187.0,4.0
49,Smoky Mountain Rain,['Ronnie Milsap'],7CX9JYwpiObnYl2NzFqj4c,0.554,0.577,7.0,-8.62,1.0,0.0282,0.0165,2.91e-05,0.0719,0.479,140.277,223293.0,4.0
50,This Place Hotel (a.k.a. Heartbreak Hotel),['The Jacksons'],2BU4dK1fu1CFLjTBz7ju7Q,0.73,0.851,4.0,-4.085,0.0,0.101,0.243,0.000143,0.117,0.578,97.0,343413.0,4.0
51,Love T.K.O.,['Teddy Pendergrass'],3IVaPHncIZWWNjfg29HVLq,0.779,0.543,8.0,-10.544,0.0,0.0923,0.367,0.000443,0.0541,0.842,145.869,299120.0,4.0
52,Teacher Teacher,['Rockpile'],4Vb8fzZfCOI351qz1g0ExT,0.578,0.777,0.0,-9.268,1.0,0.0428,0.313,2.61e-05,0.131,0.92,148.703,154227.0,4.0
53,Games People Play,['The Alan Parsons Project'],2gQsUHVFY4tpXc3AFU2mcS,0.721,0.69,11.0,-10.533,0.0,0.0339,0.189,4.14e-06,0.138,0.684,132.019,263107.0,4.0
54,Seven Bridges Road - Live; 1999 Remaster,['Eagles'],1osAmhnIT0rtuqLZ1IliBQ,0.356,0.331,7.0,-11.065,1.0,0.0435,0.445,0.0,0.891,0.263,111.995,184640.0,5.0
55,I Ain't Gonna Stand For It,['Stevie Wonder'],6o2NonhsBO71qyrCoPcu1g,0.731,0.434,9.0,-15.186,1.0,0.0309,0.000275,0.00889,0.144,0.83,113.587,279000.0,4.0
56,This Time - Single Version,['John Mellencamp'],5tSJcd6jMcFCyKnI5JTag4,0.698,0.753,0.0,-4.691,1.0,0.0294,0.122,8.93e-06,0.113,0.941,107.994,258267.0,4.0
57,Dreaming,Cliff Richard,,,,,,,,,,,,,,
58,Deep Inside My Heart,['Randy Meisner'],1b5Y0L4Hid6s8HDsNiiwS9,0.634,0.506,2.0,-15.088,1.0,0.0272,0.0172,3.15e-06,0.0752,0.775,130.16,209320.0,4.0
59,The Wanderer,['Donna Summer'],2tD4VPcIx0QPXphgKc73Gz,0.783,0.631,5.0,-12.06,1.0,0.0489,0.351,0.0131,0.152,0.77,137.179,227173.0,4.0
60,Fool That I Am,['Rita Coolidge'],3wH7W8LKlbW0fapyOifrAC,0.585,0.244,8.0,-10.184,1.0,0.0272,0.486,0.0,0.116,0.279,135.624,188827.0,4.0
61,Breakfast In America - 2010 Remastered,['Supertramp'],4a5pNRjwmzYQuEY1E7O6pj,0.532,0.663,0.0,-5.886,0.0,0.0292,0.425,1.07e-06,0.0734,0.756,75.14,159347.0,4.0
62,He's so Shy,['The Pointer Sisters'],6R9NqD0WX9sJYs6PbA5onu,0.871,0.736,0.0,-7.896,0.0,0.0675,0.22,0.000725,0.0894,0.967,115.149,218320.0,4.0
63,Who's Making Love,"['The Blues Brothers', 'Joe Gastwirt']",2yPinTcIX8GD4Ubwq2YjzX,0.69,0.926,10.0,-4.521,1.0,0.0865,0.274,0.000601,0.99,0.657,119.371,212067.0,4.0
64,A Little in Love - 1987 Remaster,['Cliff Richard'],6IXSfTzUjEsKc9iOvDkIx4,0.682,0.674,7.0,-10.39,1.0,0.0274,0.0391,0.0,0.307,0.921,117.289,219533.0,4.0
65,Never Knew Love Like This Before,['Stephanie Mills'],1CqBel8F2RKf3mopnPf4Yv,0.727,0.716,11.0,-7.956,1.0,0.0392,0.38,0.0,0.0719,0.749,113.183,327933.0,4.0
66,The Horizontal Bop,['Bob Seger'],6o8gxO2r5EAJFSzYFryqrV,0.611,0.826,0.0,-4.119,1.0,0.0858,0.148,2.36e-05,0.0799,0.792,152.354,243360.0,4.0
67,Could I Be Dreaming,The Pointer Sisters,,,,,,,,,,,,,,
68,What Can You Get A Wookiee For Christmas (When He Already Owns A Comb?),The Star Wars Intergalactic Droid Choir & Chorale,,,,,,,,,,,,,,
69,Ah! Leah!,['Donnie Iris'],3ifaGhNHnCPQ9zdnOfolcZ,0.652,0.788,6.0,-7.505,1.0,0.0266,0.0164,1.74e-06,0.0837,0.868,105.094,222533.0,4.0
70,Back In Black,['AC/DC'],08mG3Y1vljYA6bvDt4Wqkj,0.31,0.7,9.0,-5.678,1.0,0.047,0.011,0.00965,0.0828,0.763,188.386,255493.0,4.0
71,Fashion - 2017 Remaster,['David Bowie'],1MMYuuvnD3O9Sn90gDabv9,0.855,0.723,0.0,-9.508,1.0,0.0378,0.549,0.144,0.083,0.962,109.235,290480.0,4.0
72,Set The Night On Fire,Oak,,,,,,,,,,,,,,
73,Easy Love,['Dionne Warwick'],4lb4LmBdP6tNBWE7qEe3gt,0.775,0.621,0.0,-10.265,1.0,0.035,0.0916,0.0,0.147,0.939,110.602,196827.0,4.0
74,Turning Japanese - Non Stop Edit,['The Vapors'],1MANhf0nwr6gFwsRJMeDbr,0.503,0.908,0.0,-5.845,1.0,0.0641,0.0273,7.88e-05,0.396,0.92,179.929,224107.0,4.0
75,Without Your Love,Roger Daltrey,,,,,,,,,,,,,,
76,Upside Down,['Diana Ross'],3pbtBomO4Zt5gGiqsYeiBH,0.873,0.855,5.0,-8.559,0.0,0.0615,0.179,0.0285,0.0377,0.884,107.868,245600.0,4.0
77,Lovely One,['The Jacksons'],0ly0K8nNKxIYUVxA8IGLWi,0.796,0.907,1.0,-8.093,1.0,0.0508,0.0518,0.0901,0.674,0.692,121.456,291573.0,4.0
78,Full of Fire,['Shalamar'],0WttIjTeQtigU0UD02ZCUw,0.777,0.574,5.0,-10.159,0.0,0.0889,0.0369,1.52e-06,0.0288,0.87,120.094,372627.0,4.0
79,Skateaway,['Dire Straits'],7dRrGFypClyo0iNxSyxpnD,0.523,0.707,7.0,-12.19,1.0,0.0318,0.119,0.00409,0.0794,0.609,116.196,378960.0,4.0
80,United Together,['Aretha Franklin'],0xXH73mgW4Kc1dRZrHZHBE,0.329,0.582,6.0,-5.548,1.0,0.0321,0.658,0.00014,0.638,0.456,107.186,303893.0,4.0
81,Merry Christmas In The NFL,"Willis ""The Guard"" & Vigorish",,,,,,,,,,,,,,
82,"(Ghost) Riders In the Sky - Digitally Remastered, 1996",['The Outlaws'],4ncVYIs3UFvitjvc8RIPkM,0.228,0.896,9.0,-7.241,0.0,0.13,0.0132,0.0273,0.795,0.146,128.433,351400.0,4.0
83,This Beat Goes On/Switchin' to Glide (Original Demo),['The Kings'],10MhX3LZPs8VYMCfJnUOUe,0.631,0.794,9.0,-5.224,1.0,0.0326,0.0145,0.000111,0.133,0.8,122.06,377040.0,4.0
84,Let Me Be Your Angel,['Stacy Lattisaw'],3UteV5HVR6c6vMfFTvYtuG,0.38,0.362,5.0,-13.317,1.0,0.0416,0.0995,0.0134,0.106,0.207,134.489,239653.0,4.0
85,Stop This Game,['Cheap Trick'],4NHySrRExaC4eEIBWPp2Th,0.489,0.544,4.0,-10.412,1.0,0.0391,0.00226,4.54e-06,0.0741,0.342,139.13,236507.0,4.0
86,On the Road Again - Live,['Willie Nelson'],1OmKo4t4Bh95xQI6WGiUR3,0.714,0.724,4.0,-8.488,1.0,0.042,0.55,0.101,0.826,0.802,111.173,153107.0,4.0
87,Don't Want No-Body,J.D. Drews,,,,,,,,,,,,,,
88,Gypsy Spirit,Pendulum,,,,,,,,,,,,,,
89,Got to Rock On,['Kansas'],3s0ERU20IfT6SKgIOTioxC,0.648,0.737,0.0,-6.606,1.0,0.0292,0.105,0.0,0.0471,0.795,106.985,199467.0,4.0
90,Spend the Night in Love - Live,['Frankie Valli & The Four Seasons'],4wwLIS4ONohVyhVb5zCPOH,0.689,0.577,11.0,-10.955,0.0,0.031,0.222,0.000312,0.336,0.859,102.555,245787.0,4.0
91,Trickle Trickle,['The Manhattan Transfer'],2eDdU4OwGXIFVCMAho7bHp,0.583,0.804,0.0,-8.539,1.0,0.23,0.147,0.0,0.0876,0.788,182.554,142400.0,4.0
92,"One-Trick Pony - Live at the Agora Theatre, Cleveland, OH - September 1979",['Paul Simon'],6daemhQH963YVeQYws6tMG,0.708,0.585,7.0,-9.603,1.0,0.0618,0.463,0.000169,0.944,0.628,101.994,233680.0,4.0
93,Remote Control,['The Reddings'],7jOeDXQvqfu2ZLp7lYwOy8,0.825,0.712,0.0,-6.877,1.0,0.0502,0.103,8.86e-06,0.236,0.87,117.475,307947.0,4.0
94,I Can't Stop The Feelin',Pure Prairie League,,,,,,,,,,,,,,
95,Once A Night,Jackie English,,,,,,,,,,,,,,
96,Help Me!,Marcy Levy & Robin Gibb,,,,,,,,,,,,,,
97,I'm Happy That Love Has Found You,Jimmy Hall,,,,,,,,,,,,,,
98,Out Here On My Own,['Irene Cara'],7KhhMI6XIc9hwLBSfuZ7By,0.411,0.129,7.0,-15.07,1.0,0.0358,0.98,2.52e-05,0.085,0.222,136.215,193360.0,4.0
99,Jesse,['Carly Simon'],2ifpWVChV5iLsHozrX6IHQ,0.73,0.61,0.0,-13.418,1.0,0.0408,0.24,0.0,0.0969,0.779,106.512,261000.0,4.0
100,Living After Midnight,['Judas Priest'],0IXpUl1fn2QZcBavfuq0H4,0.61,0.824,4.0,-6.046,1.0,0.0534,0.0136,1.75e-06,0.0606,0.819,134.992,210133.0,4.0
101,Lost In Love,['Air Supply'],6MfVSA5iKBPHzo6RGARjL0,0.583,0.316,7.0,-19.292,1.0,0.0315,0.425,5.67e-05,0.11,0.436,114.362,233867.0,4.0
102,Rock and Roll Ain't Noise Pollution,['AC/DC'],6J17MkMmuzBiIOjRH6MOBZ,0.576,0.659,9.0,-5.617,1.0,0.0383,0.041,0.0,0.0587,0.717,94.853,266040.0,4.0
