,track,artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,Perfect,['Ed Sheeran'],0tgVpDi06FyKpA1z0VMD4v,0.599,0.448,8.0,-6.312,1.0,0.0232,0.163,0.0,0.106,0.168,95.05,263400.0,3.0
1,Rockstar,Post Malone Featuring 21 Savage,,,,,,,,,,,,,,
2,Havana,Camila Cabello Featuring Young Thug,,,,,,,,,,,,,,
3,Gucci Gang,['Lil Pump'],43ZyHQITOjhciSUUNPVRHc,0.936,0.523,5.0,-6.71,1.0,0.0597,0.239,0.0,0.117,0.699,119.889,124056.0,4.0
4,No Limit,G-Eazy Featuring A$AP Rocky & Cardi B,,,,,,,,,,,,,,
5,Thunder,['Imagine Dragons'],1zB4vmk8tFRmM9UULNzbLB,0.605,0.822,0.0,-4.833,1.0,0.0438,0.00671,0.134,0.147,0.288,167.997,187147.0,4.0
6,MotorSport,"Migos, Nicki Minaj & Cardi B",,,,,,,,,,,,,,
7,Too Good At Goodbyes,['Sam Smith'],3VlbOrM6nYPprVvzBZllE5,0.681,0.372,5.0,-8.237,1.0,0.0432,0.64,0.0,0.169,0.476,91.873,201000.0,4.0
8,All I Want for Christmas Is You,['Mariah Carey'],0bYg9bo50gSsH3LtXe2SQn,0.336,0.627,7.0,-7.463,1.0,0.0384,0.164,0.0,0.0708,0.35,150.273,241107.0,4.0
9,Bad At Love,['Halsey'],7y9iMe8SOB6z3NoHE2OfXl,0.675,0.751,0.0,-3.539,1.0,0.0296,0.0604,0.0,0.0893,0.612,118.384,181279.0,4.0
10,River,Eminem Featuring Ed Sheeran,,,,,,,,,,,,,,
11,Bodak Yellow (Money Moves),Cardi B,,,,,,,,,,,,,,
12,New Rules,['Dua Lipa'],2ekn2ttSfGqwhhate0LSR0,0.762,0.7,9.0,-6.021,0.0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,209320.0,4.0
13,GUMMO,['6ix9ine'],4HbiCvH1R7mVOJ7KY7JQBD,0.66,0.775,2.0,-4.926,1.0,0.172,0.0553,0.0,0.129,0.635,157.036,157643.0,4.0
14,Him & I (with Halsey),"['G-Eazy', 'Halsey']",5k38wzpLb15YgncyWdTZE4,0.589,0.731,2.0,-6.343,1.0,0.0868,0.0534,0.0,0.308,0.191,87.908,268867.0,4.0
15,I Fall Apart,['Post Malone'],75ZvA4QfFiZvzhj2xkaWAh,0.556,0.538,8.0,-5.408,0.0,0.0382,0.0689,0.0,0.196,0.291,143.95,223347.0,4.0
16,What Lovers Do,Maroon 5 Featuring SZA,,,,,,,,,,,,,,
17,Let You Down,['NF'],52okn5MNA47tk87PeZJLEL,0.662,0.714,5.0,-5.68,0.0,0.121,0.312,0.0,0.179,0.464,147.997,212120.0,4.0
18,I Get The Bag,Gucci Mane Featuring Migos,,,,,,,,,,,,,,
19,Feel It Still,['Portugal. The Man'],6QgjcU0zLnzq5OrUoSZ3OK,0.801,0.795,1.0,-5.115,0.0,0.0504,0.0417,0.000113,0.0717,0.754,79.028,163253.0,4.0
20,Sorry Not Sorry,['Demi Lovato'],0yvPEnB032fojLfVluFjUv,0.706,0.643,11.0,-6.929,0.0,0.234,0.0242,0.0,0.262,0.885,143.931,203760.0,4.0
21,Love.,Kendrick Lamar Featuring Zacari,,,,,,,,,,,,,,
22,Wolves,Selena Gomez X Marshmello,,,,,,,,,,,,,,
23,Shape of You,['Ed Sheeran'],7qiZfU4dY1lWllzX7mPBI3,0.825,0.652,1.0,-3.183,0.0,0.0802,0.581,0.0,0.0931,0.931,95.977,233713.0,4.0
24,Mi Gente,J Balvin & Willy William Featuring Beyonce,,,,,,,,,,,,,,
25,Plain Jane,A$AP Ferg Featuring Nicki Minaj,,,,,,,,,,,,,,
