,artist_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,weeks
0,13575,0.794,0.632,0,-6.162999999999999,1,0.0649,0.142,0.0,0.128,0.355,145.92600000000002,291893,14
1,899,0.679,0.5870000000000001,7,-7.015,1,0.276,0.141,6.35e-06,0.13699999999999998,0.486,186.003,230453,13
2,13638,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.6609999999999999,95.01,244960,20
3,4978,0.818,0.8029999999999999,1,-4.282,1,0.0797,0.034,0.0,0.153,0.632,106.97,225983,10
4,6109,0.65,0.736,6,-5.84,0,0.22899999999999998,0.0528,0.0,0.235,0.613,159.173,226160,16
5,14389,0.684,0.516,11,-9.198,0,0.114,0.377,0.0,0.0818,0.456,82.962,205413,1
6,7249,0.657,0.42100000000000004,9,-11.378,1,0.41200000000000003,0.35200000000000004,0.000218,0.187,0.18100000000000002,174.063,264747,1
7,14390,0.807,0.887,1,-3.892,1,0.275,0.00381,0.0,0.391,0.78,160.517,144244,12
8,13616,0.649,0.716,8,-5.371,1,0.0349,0.0863,2.6300000000000002e-05,0.135,0.163,99.988,205947,19
9,9376,0.7829999999999999,0.61,7,-6.124,1,0.0696,0.34299999999999997,0.0,0.0983,0.418,100.04700000000001,214265,10
10,7249,0.7440000000000001,0.43,3,-10.604000000000001,0,0.309,0.455,2.73e-06,0.126,0.266,92.039,201667,1
11,11473,0.9279999999999999,0.48100000000000004,9,-9.35,0,0.287,0.105,0.0,0.17600000000000002,0.613,134.007,210937,8
12,7249,0.898,0.28300000000000003,6,-12.335,0,0.35600000000000004,0.319,0.000383,0.11,0.469,138.97,216520,1
13,12826,0.6970000000000001,0.691,2,-4.757,1,0.146,0.214,0.0,0.185,0.305,137.85299999999998,239293,7
14,13533,0.732,0.396,4,-9.347999999999999,0,0.0286,0.0841,3.5799999999999996e-05,0.105,0.5479999999999999,90.024,195920,26
15,14392,0.94,0.335,5,-10.179,0,0.505,0.17,0.0,0.262,0.7070000000000001,120.04,209640,15
16,14393,0.8859999999999999,0.525,8,-7.39,1,0.132,0.23600000000000002,0.0,0.057,0.708,145.99,225205,27
17,13989,0.573,0.7390000000000001,0,-5.74,1,0.129,0.0285,0.0,0.111,0.451,97.085,230227,16
18,13966,0.728,0.616,4,-4.238,1,0.0645,0.37799999999999995,0.0,0.105,0.508,99.962,181880,20
19,4444,0.336,0.627,7,-7.462999999999999,1,0.0384,0.16399999999999998,0.0,0.0708,0.35,150.273,241107,17
20,7249,0.74,0.523,11,-10.753,0,0.233,0.6659999999999999,0.0014199999999999998,0.0968,0.235,97.06299999999999,331480,1
21,7249,0.439,0.204,2,-15.165,1,0.0587,0.7659999999999999,0.0913,0.284,0.0408,139.65200000000002,209080,1
22,7249,0.595,0.41600000000000004,10,-10.957,0,0.0366,0.536,0.0,0.293,0.185,74.556,127880,1
23,7249,0.87,0.386,7,-7.843,0,0.0684,0.745,0.00013000000000000002,0.122,0.642,119.91,194347,1
24,14396,0.49200000000000005,0.275,6,-13.4,0,0.3,0.687,0.0,0.10099999999999999,0.18,92.6,251034,35
25,4513,0.927,0.665,11,-5.313,1,0.244,0.061,0.0,0.12300000000000001,0.175,127.07600000000001,343150,5
26,2947,0.509,0.637,4,-4.83,0,0.0471,0.0717,1.0800000000000002e-05,0.0789,0.37799999999999995,172.00599999999997,224000,9
27,12275,0.6679999999999999,0.725,1,-6.127000000000001,1,0.266,0.0102,0.000479,0.0561,0.7290000000000001,191.94400000000002,210227,15
28,7249,0.701,0.485,11,-10.305,0,0.364,0.36700000000000005,6.31e-05,0.0852,0.496,78.863,530253,1
29,7249,0.698,0.48700000000000004,7,-9.887,0,0.312,0.23399999999999999,0.00086,0.0724,0.614,161.94299999999998,316920,1
30,11799,0.78,0.575,1,-5.627999999999999,0,0.139,0.106,0.0,0.129,0.273,81.502,222360,6
31,13610,0.444,0.8190000000000001,10,-4.078,0,0.341,0.106,0.0,0.107,0.747,82.695,187973,28
32,899,0.773,0.8190000000000001,0,-5.946000000000001,0,0.11800000000000001,0.428,0.0,0.0679,0.585,92.98700000000001,269187,4
33,13159,0.501,0.519,4,-5.88,0,0.0409,0.109,0.0,0.45399999999999996,0.168,133.99,195707,18
34,13549,0.617,0.5670000000000001,0,-4.188,1,0.0828,0.0584,0.0,0.0933,0.505,90.24600000000001,217603,10
35,1794,0.495,0.762,8,-3.842,1,0.0862,0.591,0.0,0.0763,0.708,123.89299999999999,210293,8
