,artist_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,weeks
0,6109,0.7170000000000001,0.653,1,-5.6339999999999995,1,0.0658,0.22899999999999998,0.0,0.10099999999999999,0.41200000000000003,106.96600000000001,207320,7
1,14010,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11e-06,0.0936,0.5329999999999999,136.041,201661,11
2,4098,0.8340000000000001,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,0.446,155.00799999999998,312820,20
3,13995,0.76,0.479,2,-5.574,1,0.0466,0.556,0.0,0.0703,0.9129999999999999,89.911,158040,9
4,14415,0.687,0.792,5,-2.7489999999999997,1,0.0452,0.191,0.0,0.16699999999999998,0.6709999999999999,100.015,214290,18
5,10316,0.579,0.904,5,-2.7289999999999996,1,0.0618,0.193,0.0,0.064,0.6809999999999999,82.014,190947,20
6,4444,0.336,0.627,7,-7.462999999999999,1,0.0384,0.16399999999999998,0.0,0.0708,0.35,150.273,241107,29
7,4979,0.861,0.603,8,-5.787999999999999,0,0.17600000000000002,0.0521,0.0,0.0924,0.504,98.04299999999999,228760,10
8,4100,0.897,0.662,1,-6.903,0,0.292,0.0852,0.0,0.534,0.389,112.51100000000001,145543,14
9,6351,0.24,0.598,7,-8.435,1,0.0369,0.7659999999999999,0.0,0.11699999999999999,0.7759999999999999,201.62900000000002,151933,9
10,5113,0.589,0.47200000000000003,8,-8.749,1,0.0502,0.614,0.0,0.505,0.898,67.196,126267,26
11,7791,0.6829999999999999,0.375,0,-13.056,1,0.0303,0.579,0.0,0.076,0.888,140.467,135533,9
12,14397,0.754,0.424,2,-8.463,1,0.0363,0.643,0.0,0.0652,0.8059999999999999,119.705,130973,24
13,4977,0.8,0.578,4,-5.144,0,0.0485,0.00381,0.0,0.359,0.36700000000000005,143.01,204665,14
14,9376,0.851,0.541,0,-6.825,1,0.0505,0.568,0.0,0.13,0.44799999999999995,124.959,235545,30
15,15349,0.7290000000000001,0.625,4,-5.266,1,0.0315,0.19399999999999998,0.009859999999999999,0.248,0.261,146.034,183907,17
16,3726,0.319,0.21,1,-15.231,1,0.0341,0.92,8.06e-05,0.138,0.209,78.696,192160,16
17,15350,0.56,0.68,6,-7.648,0,0.321,0.555,0.0,0.11599999999999999,0.319,89.391,173800,23
18,6109,0.568,0.6559999999999999,8,-5.412999999999999,1,0.0433,0.0211,1.3699999999999998e-05,0.213,0.364,100.04899999999999,198160,18
19,13606,0.596,0.8540000000000001,7,-5.114,0,0.46299999999999997,0.0169,0.0,0.124,0.152,120.274,203418,29
20,13995,0.68,0.578,10,-5.803999999999999,1,0.04,0.331,0.0,0.135,0.341,145.03799999999998,231267,34
21,12312,0.889,0.496,4,-6.365,0,0.0905,0.259,0.0,0.252,0.544,86.00299999999999,180522,3
22,6907,0.511,0.5660000000000001,6,-7.23,0,0.2,0.349,0.0,0.34,0.218,83.90299999999999,239836,32
23,6109,0.7290000000000001,0.475,8,-4.985,1,0.0364,0.37799999999999995,0.0,0.12,0.371,62.52,212267,1
24,13616,0.8420000000000001,0.8009999999999999,8,-4.167,0,0.228,0.157,4.82e-06,0.0642,0.617,95.881,212500,12
25,14909,0.8170000000000001,0.539,6,-6.349,0,0.0621,0.0141,0.000496,0.099,0.158,97.06200000000001,210368,10
26,2072,0.735,0.478,2,-12.472000000000001,1,0.0293,0.18899999999999997,2.48e-06,0.355,0.9470000000000001,107.682,262960,8
27,7430,0.629,0.159,8,-14.056,1,0.0495,0.883,0.0,0.222,0.642,142.157,186733,3
28,15351,0.47700000000000004,0.61,11,-5.627999999999999,0,0.14400000000000002,0.225,0.0,0.107,0.358,79.882,213993,20
29,9078,0.95,0.59,8,-6.507999999999999,0,0.29,0.00534,0.0,0.11,0.21899999999999997,130.003,183527,9
30,15352,0.792,0.743,7,-2.806,1,0.0851,0.107,0.0,0.183,0.742,150.024,195637,14
31,4096,0.451,0.24,1,-14.014000000000001,1,0.0351,0.912,2.45e-06,0.175,0.701,134.009,117147,3
32,15353,0.529,0.772,2,-7.013,1,0.0287,0.40299999999999997,2.21e-06,0.316,0.853,91.751,181267,2
33,10843,0.513,0.831,2,-9.004,1,0.0383,0.55,0.0,0.336,0.963,148.83700000000002,182067,4
34,7430,0.8340000000000001,0.371,1,-11.99,1,0.0358,0.799,0.0,0.275,0.976,96.62799999999999,150267,2
35,13265,0.616,0.43799999999999994,1,-5.968,1,0.0298,0.35600000000000004,0.0,0.24,0.386,135.929,213387,15
36,5013,0.708,0.648,6,-5.626,1,0.0449,0.0956,0.0,0.134,0.33799999999999997,143.955,201707,44
37,15354,0.638,0.7170000000000001,2,-4.7219999999999995,1,0.0337,0.34600000000000003,0.0,0.105,0.249,100.027,180000,20
38,5013,0.596,0.552,0,-10.277999999999999,0,0.09699999999999999,0.0765,0.33399999999999996,0.10400000000000001,0.11199999999999999,97.949,229320,14
39,9078,0.816,0.726,5,-3.998,0,0.129,0.099,0.0,0.37200000000000005,0.65,136.048,253390,37
40,3512,0.478,0.341,5,-12.556,1,0.0511,0.897,0.0,0.258,0.474,143.736,175893,1
41,3512,0.7240000000000001,0.276,7,-12.25,1,0.0599,0.76,0.0,0.11599999999999999,0.718,112.874,155933,1
42,12713,0.7040000000000001,0.611,2,-6.112,1,0.0409,0.217,0.0,0.0812,0.22,100.0,189467,22
43,11240,0.5720000000000001,0.385,7,-6.362,1,0.0308,0.371,0.0,0.231,0.32299999999999995,95.79899999999999,215733,12
44,1794,0.183,0.664,2,-4.383,1,0.042,0.14800000000000002,2.12e-06,0.919,0.4,179.825,210787,1
45,4979,0.91,0.366,1,-9.954,1,0.0941,0.0996,0.0,0.261,0.74,119.985,152000,3
46,161,0.774,0.511,11,-8.914,1,0.0319,0.322,0.0,0.0672,0.7709999999999999,94.736,227653,1
47,3149,0.317,0.158,9,-16.485,1,0.0381,0.6729999999999999,0.353,0.33799999999999997,0.247,130.503,177480,14
48,8012,0.743,0.87,1,-2.188,1,0.212,0.0595,0.0,0.299,0.884,99.079,194184,12
49,5807,0.325,0.759,8,-7.146,1,0.053,0.395,0.000362,0.0773,0.36,126.62700000000001,166453,1
50,14905,0.5329999999999999,0.907,11,-3.793,1,0.0406,0.0292,0.0,0.386,0.7,150.99,183160,19
51,14898,0.8,0.526,8,-5.153,1,0.0716,0.33399999999999996,0.0017399999999999998,0.0571,0.746,129.874,150475,6
52,12312,0.7340000000000001,0.493,0,-7.528,1,0.308,0.0467,0.0,0.0477,0.562,86.04299999999999,233750,18
53,15360,0.499,0.797,2,-3.77,1,0.0554,0.19899999999999998,0.0,0.0933,0.408,176.024,211768,19
