,artist_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,weeks
0,6915,0.604,0.366,5,-7.519,1,0.0282,0.578,0.0,0.133,0.13,141.981,224695,3
1,16440,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.10300000000000001,0.478,169.928,141806,16
2,15937,0.736,0.7040000000000001,3,-7.409,0,0.0615,0.0203,0.0,0.0501,0.894,149.995,212000,14
3,14907,0.649,0.76,1,-6.487,1,0.0574,0.114,0.0,0.317,0.843,80.018,161853,19
4,4461,0.8079999999999999,0.897,11,-3.7119999999999997,0,0.0348,0.0469,3.14e-05,0.364,0.591,126.02600000000001,231041,18
5,11473,0.8029999999999999,0.597,11,-6.035,0,0.141,0.0006190000000000001,4.5e-06,0.32299999999999995,0.331,136.00799999999998,257605,8
6,4461,0.7879999999999999,0.8590000000000001,2,-2.7239999999999998,1,0.0856,0.281,0.0,0.0424,0.8220000000000001,141.02,207853,7
7,16292,0.563,0.664,9,-5.044,1,0.154,0.335,0.0,0.0849,0.688,166.928,178147,24
8,15941,0.664,0.609,1,-6.5089999999999995,1,0.0707,0.304,0.0,0.0926,0.19399999999999998,130.041,210560,20
9,14439,0.7020000000000001,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,203064,56
10,14416,0.8490000000000001,0.7070000000000001,0,-6.002000000000001,1,0.113,0.0266,8.58e-06,0.618,0.602,104.027,248040,17
11,15941,0.762,0.701,8,-3.5410000000000004,1,0.0286,0.235,0.00015800000000000002,0.12300000000000001,0.742,110.96799999999999,208867,29
12,13371,0.7609999999999999,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,238805,41
13,17144,0.7140000000000001,0.8,11,-4.808,0,0.0504,0.127,0.0,0.359,0.589,134.002,211560,18
14,137,0.7959999999999999,0.7979999999999999,1,-6.312,1,0.0317,0.034,4.1899999999999995e-05,0.0952,0.9420000000000001,116.03200000000001,202735,8
15,15941,0.828,0.621,8,-6.414,1,0.0565,0.0164,0.00233,0.0845,0.436,128.986,186173,18
16,899,0.65,0.825,0,-4.645,1,0.0325,0.0215,2.44e-05,0.0936,0.593,118.09100000000001,191014,46
17,10051,0.456,0.679,1,-4.802,1,0.0324,0.17600000000000002,0.0,0.10300000000000001,0.483,184.075,212030,14
18,16292,0.38,0.33899999999999997,3,-7.885,1,0.0338,0.691,0.0,0.12,0.0849,100.60700000000001,229227,23
