,match,billboard_track,spotify_track,billboard_artist,spotify_artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,weeks
0,,,Recuérdame Y Ven A Mi,,['Ramon Ayala Y Sus Bravos Del Norte'],3XkxD7D3eBwDsKrxjY5vjL,0.567,0.371,9,-9.135,1,0.044,0.556,1.49e-05,0.384,0.762,169.359,202517,4,0
1,,,"Trio Sonata No. 5 in F Major, ZWV 181: I. Allegro",,"['Jan Dismas Zelenka', 'Paul Dombrecht', 'Ku Ebbinge', 'Danny Bond', 'Chiara Banchini', 'Richte Van Der Meer', 'Robert Kohnen']",7Eq3yvdy07Dhii2U79sMIW,0.427,0.274,4,-17.795,1,0.0331,0.99,0.937,0.273,0.537,98.988,430040,4,0
2,,,Might as Well Have a Good Time - Original Demo Version,,"['Crosby, Stills & Nash']",1IY3PNRF5Rg5QUjuWPSQWH,0.502,0.12,7,-15.385,1,0.0372,0.934,0.00166,0.093,0.325,134.379,255680,4,0
3,,,Bring It Home Daddy,,['Ted Hawkins'],2IGG4Fw6ivcOAYnbGXTBEm,0.7,0.414,11,-12.711,1,0.0684,0.758,0.0,0.1,0.862,124.609,184427,4,0
4,,,Blue Moon Of Kentucky,,['Bill Monroe & His Blue Grass Boys'],5b3okBJzJDexEm1zf2e8oq,0.41,0.488,10,-8.714,1,0.0301,0.659,0.00166,0.0626,0.796,102.486,185400,3,0
5,,,Redrum (En inglés),,['Alaska Y Los Pegamoides'],53nYUJscnbwaQgArDtk8bx,0.436,0.86,8,-6.31,0,0.0418,0.000131,0.163,0.078,0.412,94.881,134467,4,0
6,,,Word of Mouth - Outtake,,['Warren Zevon'],1iAflyegpO6rQ1HBtELMLB,0.727,0.275,3,-15.3,0,0.0526,0.412,0.923,0.0851,0.209,122.451,240120,4,0
7,,,"Tristan und Isolde, WWV 90: Prelude",,"['Richard Wagner', 'Staatskapelle Dresden', 'Carlos Kleiber']",6OY34zgO90pHfk4g54zIHr,0.0902,0.0586,9,-22.771,1,0.0438,0.954,0.814,0.136,0.0273,86.384,633013,4,0
8,,,Over & Over,,['Cabaret Voltaire'],20Yju2DAxgo39JHcoi7TiW,0.409,0.887,11,-9.686,1,0.197,0.00441,0.115,0.394,0.617,154.969,291027,4,0
9,,,"I Melt with You (7"" Mix)",,['Modern English'],24y09nBEJNRP46uA0FRQQ2,0.467,0.641,0,-12.203,1,0.0448,0.000388,8.47e-05,0.0594,0.587,156.134,230067,4,0
10,,,"Flute Quartet No. 1 in D Major, K. 285: II. Adagio",,"['Wolfgang Amadeus Mozart', 'Barthold Kuijken', 'Sigiswald Kuijken', 'Lucy van Dael', 'Wieland Kuijken']",4n0dNbCxm4mungkLTEDPlk,0.268,0.0151,1,-28.969,1,0.0357,0.977,0.859,0.153,0.171,141.711,175987,4,0
11,,,En Enda Natt,,['Zetterberg & Co'],2OX5b0wowtB80GC2oi2xFS,0.44,0.89,4,-9.784,0,0.0384,0.00019,0.0156,0.309,0.929,147.292,194280,4,0
12,,,Gonna Have a Party,,['Alabama'],7tffzgneZNK3cwTZuq0lT1,0.537,0.562,7,-13.092,1,0.108,0.142,0.0,0.713,0.633,116.67,249387,4,0
13,,,Play Something Sweet (Brickyard Blues),,['Three Dog Night'],2WjoUwRxjklXe1bR4CbORN,0.546,0.653,6,-9.279,0,0.0537,0.134,0.0,0.0894,0.961,110.901,288293,4,0
14,,,Now and Forever,,['Air Supply'],48nb0A2vqBeONJFgMMcar2,0.53,0.259,5,-11.077,1,0.0266,0.875,0.0,0.054,0.22,102.538,229800,3,0
15,,,N'aie qu'une idée,,['Klaxon'],7k828XHs8vWsxZgl1YYpZr,0.539,0.732,0,-8.223,1,0.0373,0.00211,0.000128,0.262,0.845,138.49,281315,4,0
16,,,Something To Grab For,,['Ric Ocasek'],1p0rQUKbsx0JSz9aHJ8RcN,0.71,0.807,11,-7.819,0,0.0368,0.0636,0.00334,0.0718,0.972,122.428,223467,4,0
17,,,Biar Kucari Jalanku,,['Tommy J Pisa'],72p5KniPf23eIGcxTic5kb,0.5,0.417,9,-7.969,1,0.0326,0.566,9.51e-05,0.29,0.138,79.487,263277,4,0
18,,,Canción infantil - A mi hijo Pablo,,['José Luis Perales'],55SMh06UVufPV0Spsc7i9z,0.593,0.268,7,-14.422,0,0.0487,0.137,0.0,0.069,0.668,129.652,182000,4,0
19,,,"Blue Eyes Crying In The Rain - Live From Kosei Nenkin Sho Hall, Tokyo, Japan / April 18, 1979",,['J.D. Crowe & The New South'],1jfmNjDzsBw8cSgO30ubZ6,0.501,0.469,5,-8.957,1,0.0319,0.751,0.00325,0.888,0.45,100.229,174000,4,0
20,,,Si el Mar Se Volviera Ron,,['Calixto Ochoa y Su Conjunto'],4v8RW9mr5lewVVFaZkCbli,0.85,0.716,9,-5.451,1,0.0944,0.627,0.0,0.0811,0.982,108.782,178906,4,0
21,,,"Burnin' tor You - Live at Hollywood Sportatorium, Pembroke Pines, FL - October 1981",,['Blue Öyster Cult'],2ifRbMGppvsdq7T6yWkxSA,0.477,0.835,0,-6.716,1,0.0422,0.0193,0.0181,0.973,0.556,138.885,291667,4,0
22,,,To Proi Me Xipnas Me Filia,,['Sofia Vebo'],1lv9lWYy1re5gkXFuTdmMR,0.57,0.389,7,-11.626,1,0.0304,0.956,1.69e-06,0.196,0.868,100.47,170067,3,0
