,match,billboard_track,spotify_track,billboard_artist,spotify_artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,weeks
0,,,Pink Champagne,,['Georgie Fame & The Blue Flames'],7ebhg4Dmp1iRISewFsRdBK,0.546,0.515,10,-9.977,1,0.0295,0.275,8.77e-06,0.193,0.625,135.888,230493,4,0
1,,,Where The Boys Go - Remastered,,['The Rolling Stones'],3SlME8VLYeouyCAKPaTB41,0.49,0.993,4,-3.498,1,0.136,0.266,0.583,0.786,0.821,160.399,209373,4,0
2,,,Sé Que Te Arrepentirás,,"['María Ofelia', 'Los Hermanos Barrios']",4Ny9sUNoM3m6cmiKH8eaPy,0.575,0.45,8,-6.616,1,0.0255,0.308,0.0,0.0793,0.408,99.413,190453,3,0
3,,,Althea - 2013 Remaster,,['Grateful Dead'],7M7AwtGvWdMYudqx5Iuh1m,0.783,0.284,9,-14.307,1,0.0365,0.679,0.282,0.0767,0.584,82.676,412596,4,0
4,,,Klin klan,,['Xirula Mirula'],154WMuETwDBCL4FAmNcs8l,0.912,0.055,5,-13.661,1,0.0513,0.903,0.00701,0.0781,0.813,104.788,85947,4,0
5,,,Faces,,"['Earth, Wind & Fire']",1DWwj8fpmVNQMHdK3SFdz0,0.496,0.939,11,-10.932,0,0.0506,0.0345,0.69,0.0856,0.479,140.783,457560,4,0
6,,,Sheltered In the Arms of God,,['The Sensational Nightingales'],6YESrbmNysx3l2OEX4vqF9,0.638,0.549,9,-6.501,1,0.0895,0.83,0.0,0.0618,0.726,117.887,216653,4,0
7,,,Plata Casorio y Bailongo,,['Cuarteto Impala'],6zZQhXu7SVCzFVdLOE4Na9,0.778,0.753,10,-3.413,0,0.1,0.769,0.0,0.466,0.965,107.819,133867,4,0
8,,,You Are My Heaven (feat. Donny Hathaway),,"['Roberta Flack', 'Donny Hathaway']",5nM4eEn2NYvJFTvoIahTLn,0.593,0.579,1,-10.692,1,0.0521,0.171,0.000203,0.536,0.705,101.649,253515,4,0
9,,,And This Is Love,,['Ben E. King'],3lShyRPaAcpxfNZMK02yqM,0.566,0.458,10,-16.89,0,0.0394,0.666,4.15e-05,0.0828,0.759,87.229,247227,4,0
10,,,Betty Lou's Gettin' Out Tonight,,['Bob Seger'],6BUuoR1kG1rRag718ibuOn,0.552,0.985,5,-3.081,1,0.0506,0.142,0.126,0.293,0.972,170.199,171920,4,0
11,,,"Le Carnaval des Animaux, R.125: 9. Le coucou au fond des bois",,"['Camille Saint-Saëns', 'Antony Pay', 'Pascal Rogé', 'Cristina Ortiz', 'London Sinfonietta', 'Charles Dutoit']",6iNNrG9tCm2f6F0SLvr4M6,0.549,0.00248,4,-38.658,1,0.0828,0.985,0.0271,0.0846,0.0377,108.139,153067,4,0
12,,,The Bed's Too Big Without You,,['Sheila Hylton'],5GQXgljYwq7UvjZXza2mJx,0.759,0.675,4,-12.614,0,0.0775,0.126,0.00344,0.0466,0.955,164.037,235400,4,0
13,,,Dancin' with Tears in My Eyes,,['Carole King'],7IZKts0yjOguC78lwakLPX,0.716,0.645,8,-6.796,1,0.0301,0.227,1.58e-05,0.0852,0.767,124.955,211333,4,0
14,,,Don't Know What I Am,,['Wipers'],7jrTFoRwbi6AFqfraUd2KJ,0.255,0.904,0,-6.333,1,0.082,2.37e-05,0.836,0.23,0.267,185.754,178147,4,0
15,,,The Best Side Of Goodbye,,['Jane Olivor'],4hjfSwgT8SBEnbniSDVcyq,0.465,0.311,5,-11.036,1,0.0377,0.543,0.0,0.112,0.273,115.407,219333,4,0
16,,,Le demeuré du Rock and Roll,,['Quartiers Nord'],6zjfxL1wJ0hVKOQTsvw1uI,0.299,0.8,9,-5.085,0,0.0832,0.0274,9.23e-06,0.214,0.521,94.237,190733,4,0
17,,,Ella y Yo,,['Grupo Sacro Musical'],6Re8NmsqrcOJZ4a62gyMRu,0.399,0.603,11,-12.718,0,0.0774,0.612,0.0,0.082,0.654,109.535,153578,4,0
18,,,Darkest Hour Is Just Before the Dawn - 2002 Remaster,,['Emmylou Harris'],2QU0LztUXPAFhjdt0SRhdr,0.294,0.193,6,-13.956,1,0.03,0.741,0.00293,0.315,0.352,85.067,202467,3,0
19,,,You Should Be High Love,,['Billy Squier'],5ssMX8DI93VOt5JOk97bqh,0.353,0.882,9,-7.663,1,0.0788,0.00724,0.00529,0.261,0.52,93.819,261093,4,0
