,match,billboard_track,spotify_track,billboard_artist,spotify_artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,weeks
0,,,Danger Zone,,['Flemming'],0C05Y0FCtGKxqFizkVpBOJ,0.528,0.869,10,-10.967,0,0.0456,0.0153,0.96,0.0752,0.465,150.031,190067,4,0
1,,,Aya Davanita - Remastered,,['Pearl Jam'],1I0K800Ool9zOIxXhP31u2,0.646,0.774,11,-10.709,0,0.035,0.166,0.732,0.0781,0.284,130.609,174653,4,0
2,,,"Suites for Cello, Suite No. 2 in D minor BWV 1008: Menuet I & II",,"['Johann Sebastian Bach', 'Ralph Kirshbaum']",1TMbqVvWQ51EXEnCYXGKMl,0.45,0.0338,2,-24.597,0,0.0563,0.988,0.845,0.102,0.447,128.413,192453,3,0
3,,,I Don't Think So,,['Dinosaur Jr.'],7LagVPEBG2Gu7Qwiqz0W8P,0.191,0.936,0,-6.727,1,0.0716,0.00795,4.52e-06,0.0736,0.629,159.11,216533,4,0
4,,,Roll 'Em Pete,,['Big Joe Turner'],4gqwSjQJBaqB1LYNyAfQsj,0.601,0.414,7,-11.204,0,0.0412,0.976,0.0,0.0664,0.716,95.289,175200,4,0
5,,,Tristan & Isolde: Isoldes Liebestod,,"['Richard Wagner', 'Edo de Waart']",3eddddUsVZSYgk9Vs9a4L5,0.161,0.0608,11,-23.529,1,0.0426,0.913,0.905,0.12,0.0327,65.549,396333,4,0
6,,,Low Rider,,['War'],2IYDtWfkouiDYi0yThRgdv,0.812,0.644,0,-10.761,1,0.0493,0.0877,0.785,0.0563,0.989,140.075,190827,4,0
7,,,Peer Gynt Suite No.1 op. 46 In the Hall of the Mountain King (Alla marciia e molto marcato),,['Academy of St. Martin in the Fields'],3ejpnLTJJeeMe2K7V95iIn,0.392,0.156,4,-18.118,0,0.0385,0.953,0.956,0.0843,0.535,132.058,145467,4,0
8,,,Boogie Shoes,,['KC & The Sunshine Band'],2Nc1Tl1qHWLAtBnqRJmkP3,0.93,0.767,4,-11.646,1,0.0579,0.454,0.192,0.0692,0.972,119.538,131518,4,0
9,,,"Lover, You Should've Come Over",,['Jeff Buckley'],5xiO1uQ7sd0p5YmisQQSv1,0.385,0.605,2,-6.093,1,0.0422,0.366,2.76e-06,0.136,0.158,119.91,403187,3,0
10,,,Quartet In B Flat Major: Ronda-Tempo Di Minuetto,,['Quartetto Gelato'],3RPTkuEsTgbmIxB40hH2xl,0.208,0.201,10,-14.891,1,0.0359,0.966,0.932,0.148,0.429,92.207,292160,3,0
11,,,Temporal de amor,,['Leandro & Leonardo'],72WRj9MJWiWwso9uocfoEh,0.522,0.501,9,-11.402,1,0.0314,0.48,0.0,0.276,0.521,138.058,238027,4,0
12,,,Fire And Ice,,['Pat Benatar'],4WmRR2DHrj9wqOUDQPt65p,0.744,0.392,0,-11.392,0,0.035,0.00352,1.03e-05,0.158,0.612,118.303,194600,4,0
13,,,Ik Kan Echt Zonder Jou,,['Ruth Jacott'],0ith688Lqb962RfPGauhNW,0.547,0.439,8,-10.74,1,0.034,0.245,0.0,0.096,0.295,139.833,238773,4,0
14,,,Quieres o No,,['Imagine'],3gs6VlteLqawAlNjGwZfZn,0.704,0.62,6,-10.367,0,0.0323,0.00761,0.549,0.0888,0.666,129.968,181307,4,0
15,,,En La Misma Cantina,,['Los Tigres Del Norte'],3H4prcKF4Ds9oQ1I9I7FYE,0.872,0.502,5,-10.099,1,0.0541,0.107,0.0,0.0565,0.945,107.522,189013,4,0
16,,,No Se Lo Deseo A Nadie,,['Viento Y Sol'],5qv9Ayi1MzwqkNRgBmZDjX,0.633,0.553,5,-9.303,1,0.026,0.561,1.04e-06,0.444,0.82,93.464,216000,4,0
17,,,Utopia,,['Astral Projection'],7uFqXS3Y5m3ASR88F1Ra3p,0.605,0.996,1,-8.369,0,0.0415,0.00075,0.898,0.147,0.745,139.85,578800,4,0
18,,,House and the Rising Son,,['House Of Pain'],2No866hrlpKgTXcQTZ2D2b,0.902,0.524,8,-8.394,1,0.109,0.00177,1.33e-05,0.0854,0.553,92.986,219200,4,0
19,,,"Piano Sonata No. 3 in B-Flat Major, K. 281: 2. Andante amoroso",,"['Wolfgang Amadeus Mozart', 'Vladimir Horowitz']",7aYH8vdrl1JLYtieIdlpHa,0.324,0.00855,3,-30.992,1,0.0558,0.995,0.919,0.1,0.364,69.398,440000,4,0
20,,,Medical Advantages Of Ablution,,"['Qari Waheed Zafar Qasmi', 'Maulana Salim Uldin Shamsi']",7i5EvzP1vYybvdZLyCKeug,0.718,0.246,2,-16.395,0,0.918,0.73,0.0,0.431,0.571,128.611,582818,3,0
21,,,"Die Zauberflöte, K. 620: Act I: Andante - Schnelle Fusse, rascher Mut",,"['Wolfgang Amadeus Mozart', 'Wilfried Gahmlich', 'Hellen Kwon', 'Lotte Leitner', 'Herbert Lippert', 'Elizabeth Norberg-Schulz', 'Kurt Rydl', 'Georg Tichy', 'Julia Faulkner', 'Waltraud Winsauer', 'Anna Gonda', 'Hungarian Festival Chorus', 'Budapest Failoni Chamber Orchestra', 'Michael Halasz']",7IQR3pDFNUN82lRJezwUyZ,0.449,0.123,7,-18.718,1,0.0608,0.937,2.53e-06,0.351,0.179,134.177,241200,4,0
22,,,Lasidan (with Ry Cooder),,"['Ali Farka Touré', 'Ry Cooder']",6Yq9dTtHeuMkvnfcEZZFex,0.427,0.492,1,-16.03,1,0.0318,0.245,0.022,0.105,0.76,99.351,366307,4,0
23,,,Lilac Wine,,['Jeff Buckley'],1StXVL5gClph4z4XzanYko,0.262,0.0847,7,-16.413,1,0.04,0.827,4.82e-05,0.0938,0.0693,180.562,272920,3,0
24,,,Cravo e Canela,,['Zimbo Trio'],4Z3oJHKWPhSCk6D9WZGBlO,0.541,0.675,9,-14.473,0,0.0487,0.0706,0.512,0.711,0.89,96.029,163867,3,0
25,,,En Carne Propia,,['Silvio Brito y Osmel Meriño'],62Lhuw1ui47VHfvd7JxCKt,0.627,0.423,5,-12.558,0,0.0898,0.297,0.0,0.226,0.915,143.768,293747,4,0
