,match,billboard_track,spotify_track,billboard_artist,spotify_artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,weeks
0,,,Zarkorriendo,,"['Triple XXX', 'Shotta', 'Nino']",0wUA21QMLVKSz5EQJeGRLi,0.605,0.439,6,-11.353,0,0.486,0.104,0.0,0.503,0.666,177.083,371435,3,0
1,,,Kapitel 13.2 & Kapitel 14.1 - Joram - König von Israel (Abenteuer zwischen Himmel und Erde 14),,['Abenteuer zwischen Himmel und Erde'],3IYYhiVdXv7VcX4I5kJKB8,0.484,0.488,4,-15.552,0,0.904,0.605,0.0,0.291,0.228,102.446,192733,4,0
2,,,Mad About The Boy,,['Helen Forrest'],6sbZNeGOLDz7WqLk0Nd51J,0.302,0.0748,7,-22.072,0,0.0368,0.979,0.00137,0.334,0.228,78.99,130357,4,0
3,,,Strange Religion,,['Mark Lanegan'],1uub7ckJgztwNpyADV2cyT,0.49,0.32,4,-12.933,1,0.0345,0.311,0.538,0.122,0.111,133.808,247733,3,0
4,,,"That Lady, Pts. 1 & 2",,['The Isley Brothers'],13kJERDe1MJ4iLi5PUYv2V,0.339,0.804,5,-8.875,0,0.0638,0.173,3.57e-05,0.262,0.923,126.241,334387,4,0
5,,,As the Palaces Burn - Live Album Version,,['Lamb of God'],3yo1NDlNldOQw9BHa1M32W,0.382,0.995,4,-3.358,0,0.241,0.0136,2.77e-05,0.955,0.28,100.644,208893,4,0
6,,,Much More (feat. Yummy),,"['De La Soul', 'Yummy']",5zEP0MRnDe5qwL361xBz0B,0.676,0.777,2,-4.459,1,0.171,0.0327,0.0,0.262,0.372,92.687,245493,4,0
7,,,Today My World Slipped Away,,['George Strait'],0KrVVLD9ng1U9yv21SDPRi,0.427,0.283,0,-11.281,1,0.0287,0.35,0.00207,0.0923,0.185,136.182,185493,4,0
8,,,Big Machine,,['Velvet Revolver'],4kYBGFbj8z1J70ConhMW6S,0.531,0.98,9,-4.803,1,0.163,2.87e-05,0.168,0.159,0.134,144.854,265533,4,0
9,,,Dile A Ella,,['Magnate Y Valentino'],6DPjH6UA8QsDrc51JtjcnQ,0.415,0.711,5,-6.247,1,0.0381,0.0271,0.00176,0.361,0.649,83.561,276853,4,0
10,,,Rock and Roll (Could Never Hip Hop Like This) Part 2,,"['Handsome Boy Modeling School', 'Lord Finesse', 'Mike Shinoda', 'Chester Bennington', 'Rahzel', 'Qbert', 'Grand Wizard Theodore', 'Jazzy J', 'Knockers', 'Tim Meadows']",62jWNqFNJjwmjDEg9y75vb,0.515,0.858,9,-6.691,1,0.303,0.134,0.000198,0.101,0.468,98.041,436067,4,0
11,,,"Phone Call - From ""Eternal Sunshine of the Spotless Mind""/Score",,['Jon Brion'],7LYeytL8R2fuqnsW1s0k86,0.498,0.377,1,-19.858,1,0.0474,0.982,0.938,0.107,0.545,126.252,62600,4,0
