,match,billboard_track,spotify_track,billboard_artist,spotify_artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,weeks
0,,,Baby You're Right,,['James Brown & The Famous Flames'],6L5Qc1Ol4ENtzvQPhN4Hsh,0.603,0.296,2,-9.481,1,0.034,0.68,0.0,0.136,0.536,96.571,179200,1,0
1,,,All Saints Day,,['Van Morrison'],6oD7bp03DQ0ImqSU2FPnoQ,0.716,0.521,9,-9.269,0,0.0351,0.643,2.38e-05,0.112,0.543,137.343,152227,4,0
2,,,Message To B.A. - Interlude,,['N.W.A.'],0ODBGZV1s7IXMhJik6850H,0.851,0.853,10,-9.039,0,0.355,0.665,0.0,0.669,0.651,100.593,48800,4,0
3,,,Check The Technique,,['Gang Starr'],3OemGjbFDABaU46Rz4ZYDp,0.722,0.727,2,-15.104,1,0.369,0.000473,5.1e-05,0.143,0.599,94.844,238760,4,0
4,,,Soul Power (Parts 1 & 2),,"['James Brown', ""The J.B.'s""]",0Kh6NlN0Ho4KPt37egITHU,0.919,0.615,7,-9.514,1,0.0435,0.377,5.54e-05,0.0769,0.93,104.628,264760,4,0
5,,,3 Strange Days,,['School Of Fish'],2Zd1hLu5AswuxE7xAYLvc9,0.518,0.619,3,-9.833,1,0.0294,0.000484,0.00141,0.631,0.46,102.202,312355,4,0
6,,,Let the Beat Hit 'Em - Radio Mix,,['Lisa Lisa & Cult Jam'],2R0VqIcQmNmEMHhGUzQkV6,0.802,0.703,10,-9.251,0,0.0523,0.0129,0.00142,0.356,0.841,113.26,270200,4,0
7,,,"Partita, No. 1 in B-Flat Major, BWV 825: V. Menuett I & II",,['Christiane Jaccottet'],5r5vdoisnNNCcHGWwu51b2,0.36,0.227,9,-29.251,1,0.0571,0.855,0.000661,0.0399,0.914,79.014,182573,4,0
8,,,Chamaca,,['Los Traileros Del Norte'],4Ygb0Vf5U5mRx9VtJXYgj8,0.707,0.663,8,-6.319,1,0.121,0.246,0.0,0.0899,0.72,97.572,172200,4,0
9,,,"De Benedictione Ramorum et de Processione cum Ramis Benedictis: Hymnus: Gloria, laus et honor",,"['Gregorian Chant', 'Choralschola of the Abbey Münsterschwarzach', 'Pater Godehard Joppich']",0cu65nuxMBNMNkVS79JvkT,0.147,0.1,9,-21.29,0,0.0529,0.974,0.0,0.0855,0.0706,68.432,401000,5,0
10,,,Back To New Orleans,,"[""Lightnin' Hopkins""]",5CdoLhKBjtDUTnA0EdJCfk,0.629,0.275,4,-17.572,1,0.0606,0.889,0.00747,0.107,0.666,81.98,201733,4,0
11,,,Buona Sera - Remastered,,['Louis Prima'],0DXm5n7SBxCED9ssTvrx2J,0.547,0.3,3,-13.973,1,0.107,0.777,0.0,0.0653,0.811,97.793,187200,4,0
12,,,Straighten Up And Fly Right,,['Nat King Cole'],3vXRZhHnVB3Z5scbRgH1ah,0.798,0.219,5,-14.195,0,0.0565,0.955,0.000299,0.12,0.666,76.794,156493,4,0
13,,,Beautiful Mess,,['Diamond Rio'],7LvK43IERbcLsuabmyKQgi,0.402,0.817,1,-3.756,1,0.0406,0.317,0.0,0.105,0.376,177.342,227920,4,0
14,,,Mmm Mmm Mmm Mmm,,['Crash Test Dummies'],3NDTh0ZPIG2zY2VUJ8jG3L,0.58,0.565,3,-7.939,1,0.0234,0.263,2.3e-05,0.0608,0.395,92.943,233280,4,0
15,,,Phantom Fantasia: The Point of No Return,,"['Andrew Lloyd Webber', 'Anthony Inglis']",6Q0YmVkfOwn6malVPxBQWI,0.117,0.0518,8,-22.15,1,0.0415,0.951,0.601,0.15,0.0377,93.927,222533,3,0
16,,,Don't Go Near The Water,,['Sammy Kershaw'],0bUmXGTAEh3LUws6F1UXGY,0.747,0.688,0,-10.606,1,0.0323,0.266,0.0,0.228,0.86,124.937,187240,4,0
17,,,Thought I'd Died And Gone To Heaven,,['Bryan Adams'],68Qv4S2uJ0nLvdtWPrlOVt,0.44,0.738,4,-8.193,1,0.0295,0.0657,0.0,0.0988,0.535,174.376,348400,4,0
18,,,Don't Try So Hard - 2011 Remaster,,['Queen'],6KMIEEateG40COfftc9aaZ,0.269,0.425,4,-7.004,0,0.0307,0.724,2.09e-05,0.235,0.132,104.397,219827,3,0
19,,,"Loreta and Desiree's Bouquet, Pt. 1",,['George Winston'],1YD4dyWZzfKYG2gxYI4ODa,0.359,0.0332,1,-19.207,1,0.144,0.995,0.933,0.105,0.408,73.878,244026,4,0
20,,,"Sinister Footwear 2nd Movement - Live, 1988",,['Frank Zappa'],4HcIw9AMFPykAHaMCsVKol,0.344,0.646,7,-11.871,1,0.0519,0.0786,0.0575,0.764,0.329,82.777,399600,4,0
21,,,O Teatro Dos Vampiros,,['Legião Urbana'],7HVkDgjIDN9TCyjzjZu1Fs,0.551,0.447,0,-16.01,1,0.0302,0.282,0.0228,0.24,0.285,107.465,217933,4,0
