,match,billboard_track,spotify_track,billboard_artist,spotify_artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,weeks
0,,,Children Of The Grave,,['White Zombie'],6bCJnCkDrjq3qGYUSQvjr6,0.415,0.95,6,-5.352,1,0.128,0.00078,0.0387,0.271,0.183,138.119,350307,4,0
1,,,La Fuente Eres Tu,,['Lilly Goodman'],7b6Bi8PfYEcoMIXzX3xjEp,0.433,0.59,9,-3.824,0,0.0301,0.502,0.0,0.0825,0.19,75.013,240107,4,0
2,,,Bella Donna,,['The Avett Brothers'],4Ct99iZEyI5qZB1NLNW1ug,0.464,0.129,9,-15.068,1,0.0336,0.916,0.00151,0.254,0.2,73.832,183253,4,0
3,,,Guitar Flute & String,,['Moby'],3BNkP3U1qEPPI4RxVIPi65,0.191,0.0559,4,-23.533,0,0.0418,0.876,0.889,0.12,0.155,124.886,129200,4,0
4,,,Natutulog Ba Ang Diyos?,,['Gary Valenciano'],5c81jjRJzAnCvCdnXt8zEc,0.57,0.256,3,-9.871,1,0.03,0.69,7.96e-06,0.142,0.259,123.936,281613,4,0
5,,,Not Meant to Be,,['Theory of a Deadman'],5xyACR2lzIyzFepF4qlAas,0.415,0.781,1,-6.947,1,0.0357,0.00401,0.0,0.126,0.261,142.966,215400,4,0
6,,,X-Bono,,['Julio Barreto Cuban Quartet'],5f4e1wtIz4f6rqaaylv2ZA,0.487,0.902,7,-7.071,1,0.0559,0.0493,0.83,0.299,0.738,125.26,297573,4,0
7,,,Jungle Fever,,['The Chakachas'],53d3lGEb9rQLuc0wS8jBFx,0.648,0.49,0,-15.252,1,0.0905,0.521,0.21,0.193,0.622,98.835,263013,4,0
8,,,New York,,['Cat Power'],5mhzHPJ2pYeH1Dj9Nayegd,0.739,0.392,7,-8.433,0,0.0342,0.464,0.000934,0.111,0.238,145.812,121107,4,0
9,,,Who Would Leave Their Son out in the Sun?,,['Have A Nice Life'],0YyazmHAuu1j8wxSZXSPK4,0.0709,0.133,4,-22.734,0,0.0374,0.973,0.939,0.345,0.0528,68.287,317040,5,0
10,,,A Milli - Album Version (Edited),,['Lil Wayne'],1LDwUN1jMnTK7vCZBFoTYe,0.669,0.689,6,-8.655,0,0.277,0.0404,0.00509,0.19,0.754,151.945,221840,4,0
11,,,Regálame Esta Noche,,['Alejandro Fernández'],0V0eGJNLJQXPkAp6RTVNmJ,0.735,0.37,0,-10.309,1,0.0321,0.537,0.0001,0.115,0.359,94.986,173280,4,0
