,match,billboard_track,spotify_track,billboard_artist,spotify_artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,weeks
0,,,Understand It,,"['Xavier Mayne', 'GOON DES GARCONS*', 'Jay Cooper']",44yl5nat5DR8YVWn0SBXN2,0.452,0.634,7,-5.897,0,0.129,0.236,0.000129,0.113,0.121,169.908,221789,4,0
1,,,Quiero Saber de Ti,,['Los Vendavales de Adan Melendez'],5EYvfSYETZF8vBAuQV9OET,0.783,0.805,7,-4.551,1,0.0625,0.234,0.0,0.358,0.847,82.001,232680,4,0
2,,,didn't know me,,['HEIZE'],4Ompd9kJo9Os4yB0YFzsEC,0.611,0.635,0,-4.871,1,0.0337,0.37,0.0,0.138,0.364,136.026,238023,4,0
3,,,Ignite,,"['Alan Walker', 'Julie Bergan', 'K-391', 'SEUNGRI']",1jLsirPDkUS2g4gnkYua58,0.681,0.864,8,-4.3,0,0.116,0.0208,3.98e-06,0.192,0.479,90.008,210288,4,0
4,,,What If (I Told You I Like You),,"['Johnny Orlando', 'kenzie']",4v7DgEMw6EvYyuQ4eWFD9l,0.735,0.584,1,-5.047,1,0.14,0.189,0.0,0.125,0.395,93.016,219187,4,0
5,,,Te Vas a Acordar de Mi,,['La Fiera de Ojinaga'],5pdfnefsLnfBFo7gxHvqBK,0.756,0.848,10,-3.832,1,0.0365,0.236,0.0,0.386,0.89,119.068,204805,4,0
6,,,Fuentes de Ortiz,,['Ed Maverick'],0akyEssGRVHstqCSWXusJL,0.83,0.159,1,-14.461,1,0.0383,0.946,2.02e-05,0.362,0.189,104.95,207400,4,0
7,,,Rock Salt and Nails (Live),,['Tyler Childers'],20dkebBtPR4AJ8vVos41Gw,0.449,0.296,0,-12.608,1,0.0361,0.892,0.000755,0.892,0.139,139.828,194813,3,0
8,,,Beam Me Up,,"['Win and Woo', 'Cosmos & Creature']",1S4FHBl24uLTzJ37VMBjut,0.691,0.67,0,-7.525,1,0.15,0.399,4.42e-06,0.0884,0.652,82.022,214390,4,0
9,,,Music To My Eyes,,"['Lady Gaga', 'Bradley Cooper']",4Z2s8VRI8WEZyU0xeqnlJD,0.625,0.356,2,-9.044,1,0.0319,0.392,0.00129,0.1,0.325,114.805,199200,3,0
10,,,Polka Dots And Moonbeams,,"['Chet Baker', 'John Horler', 'Jim Richardson', 'Tony Mann']",5FXIXX9FniNJfHd9DJrOop,0.476,0.19,2,-17.266,0,0.0432,0.989,0.733,0.588,0.249,109.795,588760,4,0
11,,,Washing Machine Heart,,['Mitski'],3jjsRKEsF42ccXf8kWR3nu,0.613,0.822,9,-4.087,1,0.026,0.0092,0.506,0.429,0.567,105.997,128199,4,0
12,,,De Ciudad al Rancho,,['Los Varones de Culiacan'],2tUpubAG1o1ALXwA3uWLSC,0.884,0.708,5,-6.006,1,0.0488,0.377,3.23e-05,0.202,0.779,111.615,206160,3,0
13,,,"Familia (with Anuel Aa, feat. Bantu) - Spider-Man: Into the Spider-Verse",,"['Nicki Minaj', 'Anuel AA', 'Bantu']",4Uy3kNxW2kB8AEoXljEcth,0.766,0.881,9,-5.158,0,0.137,0.0166,2.3e-06,0.347,0.674,112.027,174893,5,0
14,,,Créeme,,"['KAROL G', 'Maluma']",1mT47pKLXUwPYGwB91GcNz,0.715,0.872,6,-3.501,1,0.0547,0.154,0.000146,0.11,0.682,96.939,212493,4,0
15,,,Zeno,,['Qluster'],609sfo1lh1MULNffLzZZfI,0.258,0.437,9,-15.841,0,0.0426,0.966,0.888,0.0791,0.062,104.444,271867,4,0
16,,,Prone,,['Masego'],5KaIIT6ijzJvlZPPiJby36,0.8,0.552,5,-7.103,0,0.0862,0.16,7.05e-05,0.049,0.834,85.005,186400,4,0
17,,,So Will I (100 Billion X) - Live,,['Hillsong Worship'],4sB4BfFmlQeG7tM6GLvN5j,0.308,0.581,2,-8.509,1,0.0338,0.00568,0.0,0.698,0.103,127.233,424387,4,0
18,,,The Zombie Song (Nightcore Version),,['Stephanie Mabey'],5FDvUcuOKzzndcCOSFZ5YP,0.796,0.376,8,-9.6,1,0.0494,0.188,0.000247,0.099,0.911,113.821,138000,4,0
19,,,Zombie in My Basement,,['Froggy Fresh'],4PDNFhR77VL3PukGb6ItlZ,0.86,0.811,3,-2.657,0,0.258,0.157,0.0,0.082,0.521,136.005,266000,4,0
