,match,billboard_track,spotify_track,billboard_artist,spotify_artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,weeks
0,,,Streamline,,['System Of A Down'],4YtuhhgpKwckVZNGzjpxBh,0.395,0.855,0,-3.001,1,0.0356,0.000124,0.0333,0.16,0.472,130.87,217600,4,0
1,,,Timber And Wood,,['Xavier Rudd'],5FQqJfXNm8kulKmCSaDgLR,0.504,0.381,2,-13.204,1,0.0624,0.182,0.936,0.0739,0.424,122.464,305187,4,0
2,,,Judgement Strikes (Unbreakable),,['Hatebreed'],35BdZnz14qruhAK5wihdb4,0.335,0.964,0,-4.421,1,0.166,1.62e-05,2.58e-05,0.0273,0.457,92.489,85933,4,0
3,,,The bonny ship the Diamond,,"['Ian Giles', 'John Spiers', 'Jon Bowden', 'Graham Metcalfe']",0T0S103UsHsr4682iPrxfI,0.79,0.303,6,-13.838,0,0.0501,0.963,6.63e-06,0.0784,0.759,110.907,146120,4,0
4,,,The Meadow Picnic,,"['John Williams', 'London Symphony Orchestra']",5xip26rkIkNCFKRpPc9aqd,0.145,0.0669,7,-22.852,1,0.0384,0.874,0.836,0.098,0.0595,66.015,254680,3,0
5,,,Breathe Your Name,,['Sixpence None The Richer'],7JFGm7ptMSB9q8BZMDUEpT,0.56,0.804,9,-6.146,1,0.025,0.0357,0.0,0.135,0.538,98.062,237267,4,0
6,,,Xarmagarri bat badüt,,['Maddi Oihenart'],58oqAvk5RlPnDjtaEOAtMp,0.333,0.0873,8,-12.384,1,0.0434,0.984,0.0,0.714,0.316,169.146,193520,4,0
7,,,"A Boy Named Sue - Live at San Quentin State Prison, San Quentin, CA - February 1969",,['Johnny Cash'],279x1F6k9RLQ6qtCAgQTV7,0.657,0.624,10,-7.789,1,0.112,0.759,0.0,0.966,0.89,101.898,226893,4,0
8,,,Dejaría Todo,,['Chayanne'],7cKDTgEOfhG4v6R8HngRrP,0.628,0.74,8,-6.509,1,0.0272,0.428,0.0,0.301,0.708,143.917,282707,4,0
9,,,"I'm Still Here (Jim's Theme) - From ""Treasure Planet""/Soundtrack Version",,['John Rzeznik'],6BfOhpHADzrvKN2kMPTMPv,0.531,0.597,9,-9.004,1,0.0324,0.000403,0.00105,0.063,0.33,110.791,251467,3,0
10,,,Republic of Rough and Ready,,['Hella'],5MCwkkjneQSMWgIN7onWeq,0.328,0.972,7,-4.896,1,0.0898,0.00709,0.911,0.0879,0.153,101.978,224200,4,0
11,,,I Never Shall Forget The Day - Ryman Gospel Reunion Version,,"['The Speer Family', 'Janet Paschal']",76rWrw7S1WMugXWOshM85j,0.479,0.835,2,-7.017,1,0.102,0.495,0.000112,0.977,0.875,145.717,158893,4,0
