,match,billboard_track,spotify_track,billboard_artist,spotify_artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,weeks
0,,,I've Got My Foot On the Rock,,['The Inspirations'],6rpl4x92rNMIw8hkcchz17,0.766,0.561,0,-8.92,1,0.0444,0.518,0.0,0.15,0.67,104.685,127547,4,0
1,,,Joy Without Pleasure,,['Daniel Johnston'],7xcV0ACt9qMKnkXj5i6B3D,0.515,0.325,7,-13.99,1,0.0438,0.99,0.86,0.11,0.797,140.499,113372,4,0
2,,,Jig - LP/Single Version,,['Jean-Luc Ponty'],3m2k89eVZpA4GOogDNXHKx,0.488,0.829,7,-11.045,1,0.0378,0.423,0.88,0.0816,0.938,136.32,238067,4,0
3,,,Down And Out,,['Tygers Of Pan Tang'],3quGom7Hr6UFh22eMnHb9F,0.598,0.742,11,-7.696,0,0.0364,0.00191,1.67e-05,0.0852,0.695,139.041,231973,4,0
4,,,Blue Ridge Cabin Home,,['The Bluegrass Album Band'],5mWXwPblYsigDkZ2dvFfQm,0.548,0.485,10,-15.068,1,0.0378,0.461,0.00197,0.146,0.922,121.773,191027,4,0
5,,,Here I Am,,['Dynasty'],0AROQ7ykbaiAco7Mhd0gZe,0.684,0.776,0,-9.251,1,0.114,0.000534,0.0033,0.0857,0.802,115.858,302067,4,0
6,,,"Die Zauberflöte, K. 620, Act I Scene 3: Könnte jeder brave Mann (Pamina, Papageno)",,"['Wolfgang Amadeus Mozart', 'Wolfgang Brendel', 'Bavarian Radio Symphony Orchestra', 'Bernard Haitink']",4T4gX74jo2um2lGHz1mrtx,0.33,0.0973,7,-25.009,1,0.0746,0.951,0.0003,0.841,0.574,134.544,46267,4,0
7,,,Rock-n-Roll DJ,,['Central Departure'],5eDwNBaje2ESyi2RCCY9tV,0.472,0.726,2,-10.933,1,0.05,0.475,0.0,0.114,0.706,163.914,165099,4,0
8,,,Live Your Life - From Tied Down LP 1983,,['Negative Approach'],4uwVtrHZ9y4neeGtSKrTkr,0.426,0.848,7,-10.436,1,0.0927,0.0203,0.0,0.0783,0.693,125.309,66307,4,0
9,,,Poison,,['Kix'],00Ue8LtyhIqVkMnsfhg4cl,0.469,0.622,10,-13.464,0,0.0619,0.000211,0.432,0.0587,0.888,169.896,230240,4,0
10,,,From the End of the World,,['Electric Light Orchestra'],2xYCcxi4haZUtduXRd7G3f,0.56,0.615,0,-12.595,0,0.046,0.17,0.00395,0.958,0.853,142.315,196667,4,0
11,,,The Beginning And The End - 2003 Digital Remaster,,['Orchestral Manoeuvres In The Dark'],6LK02wa4H5KqXKjA3kBlsZ,0.503,0.318,1,-9.195,1,0.0283,0.545,0.942,0.0992,0.0783,129.364,228173,4,0
