,match,billboard_track,spotify_track,billboard_artist,spotify_artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,weeks
0,,,Revolting Children,,['Matilda the Musical Original Cast'],5jb55O3h5dfOK4YMUbTb1Y,0.715,0.703,7,-5.731,1,0.059,0.469,0.0,0.288,0.59,115.911,152507,4,0
1,,,Over My Dead Body,,['Drake'],2Gnsof1hvZzjE1xdLRpjtf,0.489,0.57,1,-10.291,1,0.306,0.759,2.1e-06,0.179,0.584,185.516,272573,4,0
2,,,When I Grow Up,,['Matilda the Musical Original Cast'],6i2S5zq6JY7TQp26N7Kb7E,0.425,0.28,5,-9.729,1,0.0592,0.769,0.0,0.0719,0.396,70.706,216787,4,0
3,,,Lovers Rock,,['Sublime With Rome'],1ipmXGK51902ij6SoInw1v,0.763,0.755,9,-6.9,1,0.0636,0.00301,0.00096,0.364,0.793,81.995,205467,4,0
4,,,Don't Move,,['Phantogram'],3p0rvHL2zfHAlXAgnHC4GI,0.558,0.642,5,-5.206,0,0.0321,7.19e-05,0.00746,0.201,0.482,99.977,258187,4,0
5,,,"Black - Kaufman Astoria Studios - MTV Unplugged - New York, NY 3/16/1992",,['Pearl Jam'],0DUaFpOFS5H8LbswpbcP2m,0.449,0.558,0,-7.189,1,0.0264,0.00901,2.21e-06,0.929,0.137,73.636,339960,4,0
6,,,Police Station,,['Red Hot Chili Peppers'],6DfWymHzCYOH2ABUuHFaMe,0.499,0.816,9,-3.913,0,0.0358,0.232,0.0,0.105,0.275,82.017,335893,4,0
7,,,Daughter of Zion,,['Winston Reedy'],5MbzIUTF68YbDT27pmn3FE,0.685,0.463,6,-8.355,0,0.0614,0.0346,0.0453,0.0636,0.558,76.858,235835,4,0
8,,,If I Ruled the World (feat. Iyaz),,"['Big Time Rush', 'Iyaz']",4XIdxJBiWXUaQiJY5hlSIx,0.664,0.785,8,-4.985,1,0.0688,0.0166,0.0,0.0496,0.688,103.91,180373,4,0
9,,,Techno Boss,,['zabutom'],02EnVDPus5UXp24XmRLaMo,0.463,0.949,1,-8.286,1,0.0513,0.0463,0.499,0.127,0.133,129.309,124000,4,0
10,,,Halcyon,,['XI'],72LdJeBThsxMKThqgWDhCh,0.395,0.911,7,-4.591,0,0.0482,0.000281,0.89,0.0711,0.176,95.708,310973,4,0
11,,,Children Of Fire,,"['Oh, Sleeper']",0rYM1u1oZxuWGxbnf4AZ3d,0.215,0.932,5,-5.002,0,0.116,0.000327,3.5e-05,0.378,0.297,113.358,209040,3,0
12,,,Ridin High,,['Jawga Boyz'],63oXfvnKh3wm09ONxi5lt7,0.687,0.729,9,-6.916,0,0.0308,0.00481,0.000435,0.123,0.259,140.004,371398,4,0
13,,,Here and Heaven,,"['Stuart Duncan', 'Edgar Meyer', 'Chris Thile', ""Aoife O'Donovan"", 'Yo-Yo Ma']",2V2eahKD3biCWg3K5IZqbF,0.525,0.233,2,-12.789,1,0.0347,0.93,0.0205,0.138,0.424,123.655,233413,4,0
14,,,Les stèles de Xercès - Lipophone,,['Pierre Bastien'],5JBUuDccOwZszcGzVjvWpo,0.732,0.48,5,-9.242,0,0.0388,0.563,0.667,0.116,0.768,131.327,193987,4,0
15,,,Night Mist,,['Adrian Von Ziegler'],1C2gmVNoLyUd1RvR51sFds,0.126,0.489,11,-15.876,0,0.0528,0.345,0.325,0.313,0.048,76.024,1211200,3,0
16,,,Ruby,,['Foster The People'],1nPjPnOhuKXhhjHA5LSaqL,0.733,0.42,3,-8.651,1,0.0255,0.148,4.78e-06,0.0524,0.353,137.962,309533,4,0
17,,,Boongie Drop (feat. JAY Z & DJ Military),,"['Lenny Kravitz', 'DJ Military', 'JAY-Z']",6QXC8AXR6J0UBoXsPF2bMr,0.735,0.713,8,-6.352,0,0.124,0.0632,7.95e-05,0.0528,0.213,130.306,228800,5,0
18,,,"Piano Trio in A Minor, Op.50, TH.117: Variazione X: Tempo di mazurka",,"['Pyotr Ilyich Tchaikovsky', 'Gidon Kremer', 'Giedre Dirvanauskaite', 'Khatia Buniatishvili']",7BfNnekJk6hkyRb8ju14Am,0.342,0.0641,8,-28.1,1,0.0465,0.991,0.919,0.121,0.224,100.552,103493,3,0
