,match,billboard_track,spotify_track,billboard_artist,spotify_artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,weeks
0,,,THOUSAND KNIVES,,"['Ryuichi Sakamoto', 'Kazumi Watanabe']",7dVQjSVyhMIpTumMBQYqhe,0.579,0.572,8,-14.54,1,0.0528,0.443,0.226,0.673,0.454,102.541,579200,4,0
1,,,Angels,,['Robbie Williams'],7CKbqqrs0AS1si1ZgaQdcj,0.431,0.59,4,-6.362,1,0.0284,0.163,1.11e-05,0.0981,0.257,150.193,265333,4,0
2,,,Hard Workin' Man,,['Brooks & Dunn'],69l1p6TiLOXHV5lo05gtR0,0.699,0.835,0,-7.106,1,0.0417,0.289,5.52e-06,0.0486,0.729,151.456,178000,4,0
3,,,Hasty Boom Alert,,['µ-Ziq'],4miEA9U9PZKBYryATLzCKC,0.52,0.858,9,-8.718,1,0.0729,0.108,0.834,0.117,0.215,93.834,315133,4,0
4,,,Ronald's Fuckhouse,,['Union 13'],0R2K4i4XOtuKVDRbKXLNmI,0.33,0.884,2,-5.2,0,0.0703,0.000895,1.24e-06,0.161,0.315,90.366,107200,4,0
5,,,More Zna,,['Ivo Amulic'],5AFyEYcWts8vmjCqHWAZhu,0.658,0.723,4,-8.823,1,0.0416,0.138,0.0,0.192,0.765,93.978,229400,4,0
6,,,Bonito y Sabroso,,['Beny Moré'],2VdeSD30CXVoAKU4xHMBfV,0.88,0.63,10,-5.47,1,0.041,0.541,3.7e-05,0.318,0.928,124.772,173933,4,0
7,,,It's The End Of The World As We Know It (And I Feel Fine) - Live,,['DC Talk'],25DIybNsGIpBE0B4PFeKyl,0.561,0.963,7,-4.526,1,0.0582,0.000215,0.0805,0.864,0.632,100.63,438027,4,0
8,,,En el Corazón No Hay Nada,,['El Haragán y Compañía'],4Tg4G3lFlAj7mKcJ2BE2uU,0.455,0.657,2,-10.273,1,0.0652,0.0406,0.0,0.0436,0.736,139.518,259831,4,0
9,,,"For Heavens Sake (feat. Inspectah Deck, Masta Killa & Cappadonna)",,"['Wu-Tang Clan', 'Inspectah Deck', 'Masta Killa', 'Cappadonna']",5JF2C8MdEonfb2ryeZ9Bxe,0.535,0.856,0,-4.6,1,0.253,0.0895,0.0,0.279,0.649,178.029,253707,4,0
10,,,I Know That You Know (And You Know That I Know) - 1996 Remastered - Take 2,,['Benny Goodman Quartet'],6cY4ta3RFQS8q4rxFUfPKc,0.718,0.331,9,-16.612,0,0.0544,0.783,0.519,0.0841,0.861,129.58,181800,4,0
11,,,Bedlam Ballroom,,['Squirrel Nut Zippers'],1VamARASQi4mhpA8Zi1yzp,0.614,0.803,9,-6.838,0,0.174,0.381,0.267,0.0934,0.722,150.599,159560,4,0
12,,,"Overture - Mary Poppins - Instrumental / From ""Mary Poppins"" / Soundtrack Version",,"['Richard M. Sherman', 'Robert B. Sherman']",3hBclBMqepkBXic1rV0YSK,0.321,0.262,5,-16.622,1,0.036,0.769,0.141,0.111,0.393,83.625,181827,4,0
13,,,"Impressions - Live At The Village Vanguard/November 2,1961",,['John Coltrane Quartet'],7oCwBRnCDERBJbSZ4UN4oO,0.377,0.775,7,-10.179,1,0.0801,0.341,2.17e-06,0.676,0.52,137.48,659000,4,0
14,,,"Chapter 18 - The Adventures of Captain Underpants - Captain Underpants, Book 1",,['Dav Pilkey'],2eaniAnG8Dpr6tEEz80GnS,0.708,0.176,5,-20.959,1,0.935,0.8,0.0,0.142,0.606,111.578,182971,4,0
15,,,Acepto Mi Derrota,,['El Poder Del Norte'],04WZrScUUzNGXExDtUrQe5,0.48,0.68,9,-7.509,1,0.303,0.488,0.0,0.0595,0.851,178.206,209293,4,0
