,match,billboard_track,spotify_track,billboard_artist,spotify_artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,weeks
0,,,Uuy... Queena,,['Ivy Queen'],4gEkU1JUgXrsmp9efYSi5k,0.912,0.909,9,-3.868,1,0.0634,0.121,0.00597,0.0331,0.864,108.087,185133,4,0
1,,,El Pacto,,['Mägo de Oz'],0evtzlgupmSkgw5kkQqEqI,0.279,0.927,7,-4.57,0,0.0971,6.35e-05,0.00805,0.142,0.19,109.321,343655,4,0
2,,,"Suite-Pee - Live at Irving Plaza, NYC, NY - January 1999",,['System Of A Down'],243ydctR85GDEL7Od4BUKj,0.197,0.953,0,-2.091,1,0.114,0.00128,0.006,0.962,0.251,67.934,178867,4,0
3,,,My Boo - LP Radio Edit,,['Ghost Town DJs'],2PAUsCMYNVfyw6imxFA71H,0.826,0.613,11,-6.395,0,0.0569,0.000284,2.61e-05,0.12,0.602,131.279,248640,4,0
4,,,Another Road,,['Map Of Wyoming'],3yK1Vggrx00tldhe19K6AN,0.512,0.764,3,-7.823,1,0.0319,0.0143,0.00253,0.0886,0.769,124.517,225840,4,0
5,,,"The Hammer Going Down - From ""Black Dog"" Soundtrack",,['Chris Knight'],0JkTdRFc7wjy0CCA9uYLBs,0.474,0.809,11,-5.689,0,0.03,0.0247,0.00122,0.0848,0.731,168.584,330960,4,0
6,,,Desde Que Te Amo,,['Los Tucanes De Tijuana'],51FDXDr71U8e9D7Umn9V6r,0.691,0.656,7,-5.465,1,0.0267,0.182,3.12e-06,0.0796,0.85,78.716,197013,4,0
7,,,"Lo Pasado, Pasado",,['Maldita Vecindad Y Los Hijos Del 5to. Patio'],0i8fQAVoCd1p9ZncS4DRGs,0.635,0.851,10,-5.735,1,0.0415,0.281,1.21e-06,0.391,0.732,112.657,199267,4,0
8,,,Tráeme la Noche (Bring on the Night) (with Andy Summers),,"['Gustavo Cerati', 'Andy Summers']",0wMditvMpFP9aYzW3kDWnw,0.447,0.792,9,-6.98,1,0.0337,9.22e-05,0.00022,0.0921,0.35,101.637,283467,4,0
9,,,Don't Bother None,,['Mai Yamane'],08mynMEjdcHLzZJJrnfPKq,0.793,0.28,2,-10.081,1,0.293,0.437,4.83e-05,0.128,0.497,116.853,221107,4,0
10,,,Verdades: Sonar un Carino / No Es Que Me Arrepienta,,['Charlie Zaa'],6ARME85gxWcuQLLvZjEkEC,0.631,0.568,2,-5.914,1,0.0327,0.568,0.0,0.0875,0.8,149.962,323186,3,0
11,,,Phiràva daj!e k-i Tetova zàva,,['Herukan Xhamballi'],6wbWDtezNNs8SnEPSnMvID,0.455,0.727,9,-12.596,1,0.0418,0.642,0.906,0.233,0.96,86.92,267333,4,0
12,,,Give Me (feat. Noreaga),,"['A Tribe Called Quest', 'N.O.R.E.']",2vx783IPNkDtpc2jY2Z7Hl,0.901,0.542,11,-9.125,1,0.162,0.00968,1.32e-06,0.0681,0.896,94.028,232360,4,0
13,,,Make Me A Pallet On Your Floor,,['Mississippi John Hurt'],4uIgSgz3oEOV925RfEPfFm,0.659,0.0892,5,-24.304,1,0.0345,0.937,0.185,0.11,0.756,98.443,273867,4,0
14,,,Italian Renaissance Lute Branle,,['Andrei Krylov'],5Sctb6UByArmgMaSyD2MHm,0.438,0.272,10,-19.786,0,0.0467,0.973,0.897,0.123,0.709,135.789,133880,3,0
15,,,After The Lights Go Out,,['The Walker Brothers'],3gJVvIbQ3Y93DdJMMAjtAs,0.165,0.662,5,-7.638,1,0.0376,0.433,0.284,0.629,0.444,202.504,239293,4,0
16,,,Blu - Italian Album Version,,['Zucchero'],6xDmrJ4cc5I38z0tN0PWIk,0.66,0.637,9,-7.903,1,0.0265,0.0649,0.0047,0.0789,0.473,158.132,346067,4,0
17,,,"Gymnopédie No. 1, Variation 1 (Arr. for Jazz Trio)",,['Jacques Loussier Trio'],488DdxOsQrnbD1RYldjw5d,0.454,0.116,7,-21.156,1,0.0393,0.905,0.854,0.138,0.107,98.661,274760,3,0
18,,,Demonoid Phenomenon,,['Rob Zombie'],5sbydPPvDB7fJ1uDo8X6nB,0.525,0.987,4,-4.219,0,0.0746,0.000386,0.000106,0.346,0.326,139.995,251867,4,0
19,,,"The City - From ""A Bug's Life""/Score",,['Randy Newman'],0JdOecAql2ELcACz2mLxuj,0.261,0.151,0,-16.686,1,0.0379,0.78,0.883,0.122,0.252,82.135,155000,4,0
20,,,Jesus Will Bind Our Wounds,,['The ZOE Group'],768Ysow3nsX8ZF0nfYF6Gj,0.248,0.109,9,-10.328,1,0.0299,0.86,0.0,0.339,0.172,168.361,124973,4,0
21,,,Brother To Brother,,['Van Zant'],3xKpZhoERCM5sKQfznCKZL,0.351,0.749,10,-5.021,1,0.0356,0.0133,0.0,0.211,0.38,127.668,369800,3,0
22,,,Don Xuan Nay Nho Xuan Xua,,['Khanh Duy'],1JiicUFeZ6HjoGU1wel0wF,0.4,0.228,2,-17.214,0,0.036,0.397,4.86e-05,0.125,0.375,139.887,308233,4,0
23,,,"Mahler: Symphony No. 5 in C-Sharp Minor: III. Scherzo - Kräftig, nicht zu schnell",,"['Gustav Mahler', 'Daniel Barenboim', 'Chicago Symphony Orchestra']",5jb5qLPV322HTbPujDCJf8,0.222,0.164,10,-18.391,1,0.0437,0.95,0.669,0.0833,0.134,87.988,1002600,4,0
24,,,"String Quartet in D Minor, Op. 76, No. 2, Hob.III:76, ""Fifths"": II. Andante",,"['Franz Joseph Haydn', 'Kodály Quartet']",1HhBG49mcTvcebXbhObMRn,0.326,0.0315,2,-26.026,1,0.0418,0.97,0.447,0.313,0.305,102.037,319000,3,0
25,,,Drunken Angel,,['Lucinda Williams'],3plLbnUUKpf8BSXLiIqkPx,0.448,0.564,2,-8.156,1,0.0348,0.0893,0.0,0.108,0.464,75.439,200000,4,0
26,,,Fakin Jax,,"['Pete Rock', 'InI']",3ioow4HRcH86Jfx4NC4fmV,0.675,0.71,7,-7.272,1,0.297,0.0355,0.00116,0.348,0.728,87.73,339827,4,0
27,,,K05-0564,,['Kid Dynamite'],47dzYabxvvm5HpfXDmMxNU,0.424,0.98,9,-4.696,1,0.106,0.0039,6.98e-05,0.333,0.434,97.337,110107,4,0
28,,,Only Lonely,,['Hootie & The Blowfish'],6nSePXUj8LmAhLsJRyvgF6,0.349,0.593,4,-6.599,1,0.0321,0.127,0.0,0.23,0.351,146.727,279373,4,0
29,,,Spookshow Baby,,['Rob Zombie'],1NJbYkBhZhcsAVvabqgo08,0.556,0.995,4,-3.414,1,0.0703,0.0117,0.0221,0.0807,0.14,125.026,218133,4,0
30,,,"Down, Down, Down (feat. Suga Free, Mausberg & AMG) - Club Mix",,"['DJ Quik', 'Suga Free', 'Mausberg', 'AMG']",5DLcLA3lBamObS9Ae5esuq,0.926,0.517,7,-5.061,1,0.176,0.00524,0.000773,0.0672,0.673,106.994,283093,4,0
31,,,"Prelude (Mi Mineur) (Sainte-Colombe Le Fils, X. XVII)",,['Jordi Savall'],0vePGVyVkzCMmrB7Rfj52a,0.189,0.0286,4,-25.272,0,0.0473,0.967,0.896,0.113,0.0763,81.024,351507,4,0
32,,,King of Carrot Flowers Pt. 1,,['Neutral Milk Hotel'],5CU1bbfY1wUPm7fU255Dhf,0.407,0.519,5,-6.47,1,0.0336,0.11,0.889,0.409,0.342,94.001,120427,4,0
33,,,The Wind,,['PJ Harvey'],3CHfuMoubpCT39PBTvAWk9,0.66,0.658,11,-10.877,0,0.0308,0.139,0.738,0.0717,0.69,110.039,241493,4,0
34,,,Dance The Night Away,,['The Mavericks'],3QEKiqzMkWBEZGoM8ZNuex,0.651,0.746,4,-9.279,1,0.0282,0.00791,0.00224,0.174,0.959,140.8,262360,4,0
35,,,Unforgettable,,['Beegie Adair'],1q4T7jzoN1X3BUIEngfCa5,0.55,0.132,7,-19.384,1,0.0399,0.677,0.853,0.151,0.188,74.265,257933,4,0
36,,,"The Seasons, Op. 37b: XII. July, ""The Reaper's Song""",,"['Pyotr Ilyich Tchaikovsky', 'Yefim Bronfman']",2MlGzOrOVVSbUxa3TrTeYx,0.438,0.0972,3,-21.445,1,0.0443,0.989,0.807,0.201,0.257,131.631,112360,4,0
37,,,Por Que Regrestaste al Nido,,['Impacto De Montemorelos'],7MAzjbipU323nNrWZLlkPL,0.594,0.541,6,-8.868,1,0.0332,0.389,0.0,0.18,0.739,111.326,167587,4,0
38,,,Semangat yang Hilang,,['Xpdc'],77vttCpqeHIxumbpfzt9pn,0.393,0.975,0,-3.103,1,0.0487,0.172,0.0161,0.851,0.31,94.181,396213,4,0
39,,,Graciads Dio,,['XXXIII D.C.'],2iPgFk565cXiaPFQnefxCs,0.435,0.314,8,-16.982,1,0.0567,0.5,1.25e-06,0.311,0.374,116.981,310880,4,0
40,,,Johnny Thunders,,['The Murder City Devils'],7ks0WuVRZ2GKs0kHm69eEY,0.285,0.921,11,-7.518,1,0.0568,2.78e-05,3.95e-05,0.403,0.562,135.902,132267,4,0
41,,,Never Again (Will I Knock On Your Door),,['Hank Williams'],3yZ5jKhx7yU8v9QVGLdzvs,0.587,0.259,2,-10.82,1,0.0276,0.792,0.0221,0.16,0.718,81.58,160107,4,0
42,,,Cha-Cha Twist,,['The Detroit Cobras'],5Bs1pw78Y84wmLdukRjIX4,0.537,0.823,9,-5.874,1,0.0322,0.00784,2.19e-06,0.122,0.759,132.241,151827,4,0
43,,,The Dirty Sea,,"[""Swingin' Utters""]",20nr7Ejwc7UvxEJaXqiP9a,0.406,0.978,11,-7.149,1,0.0602,0.00112,0.0,0.147,0.536,90.769,182707,4,0
44,,,"Ain't Got No - I Got Life (From the Musical Production ""Hair"") - Live",,['Nina Simone'],4YoFsFgkRtEGnFsZm56qzV,0.576,0.526,7,-10.052,1,0.0303,0.518,0.0,0.169,0.779,114.133,137067,4,0
45,,,Be There,,"['UNKLE', 'Ian Brown']",2yiqIc9LiRUdsDRJfQMlFt,0.527,0.854,11,-8.696,1,0.0386,0.0914,0.0818,0.599,0.527,104.965,316853,4,0
46,,,Dear John,,['Hank Williams'],7vwrhBF9Y3mTl8o4jfdMhS,0.745,0.346,0,-10.764,1,0.0387,0.739,0.0,0.13,0.71,169.689,154707,4,0
47,,,"The Seasons, Op. 37b: VI. June, ""Barcarolle""",,"['Pyotr Ilyich Tchaikovsky', 'Yefim Bronfman']",675uoOAtz3TzuigX3Doe4h,0.309,0.0445,7,-27.95,0,0.0481,0.993,0.871,0.0825,0.182,87.36,271200,4,0
48,,,Sunset Boulevard,,['Charlie Robison'],5nnWNHuNfxbVlSCIQ6whOv,0.509,0.458,11,-8.843,1,0.0269,0.134,0.00373,0.106,0.122,157.512,317000,4,0
49,,,Amorcito corazón,,['Pedro Infante'],73WX2V6JVfyQYYIG3K76i8,0.405,0.297,2,-10.324,1,0.0347,0.933,9.71e-05,0.158,0.398,102.692,181720,4,0
50,,,Rupite-zemia -zagadka,,['Ilia lukov'],4U7ti9UwO8WnRuzeO9EaU7,0.658,0.528,2,-9.198,0,0.0313,0.365,0.0,0.192,0.581,114.813,332947,4,0
51,,,Mi Plegaria,,['Grupo Lluvia'],6d8yBVzlw4wJzygt2TnpXw,0.561,0.44,2,-11.675,1,0.0308,0.178,0.0,0.258,0.691,105.627,194686,4,0
52,,,Got to Get You off My Mind,,['Solomon Burke'],2aBa2XO23shN0lQjpL0G1K,0.743,0.501,2,-9.651,1,0.0644,0.615,0.0,0.0182,0.727,102.67,153600,4,0
53,,,Holly Holy,,['UB40'],5wWDIxTOBCVTQmAS7a5y2c,0.745,0.7,5,-6.259,1,0.0306,0.193,0.00172,0.151,0.688,99.686,215360,4,0
