Unnamed: 0,match,billboard_track,spotify_track,billboard_artist,spotify_artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,weeks
48,0.6086956521739131,Party Rock Anthem,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,"['LMFAO', 'Lauren Bennett', 'GoonRock']",0IkKz2J93C94Ei4BvDop7P,0.75,0.727,5.0,-4.21,0.0,0.142,0.0189,0.0,0.266,0.359,129.993,262173.0,4.0,68.0
48,1.0,Rolling In The Deep,Rolling in the Deep,Adele,['Adele'],1c8gk2PeTE04A1pIDH9YMk,0.73,0.769,8.0,-5.114,1.0,0.0298,0.138,0.0,0.0473,0.507,104.948,228093.0,4.0,65.0
37,0.7068965517241379,Lights,Lights - Single Version,Ellie Goulding,['Ellie Goulding'],7gUpO6td4OOnu0Lf9vhcIV,0.683,0.789,8.0,-6.132,0.0,0.0353,0.0283,0.0492,0.112,0.809,120.013,211800.0,4.0,51.0
47,0.3850948509485095,Moves Like Jagger,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",Maroon 5 Featuring Christina Aguilera,"['Maroon 5', 'Christina Aguilera']",7LcfRTgAVTs5pQGEQgUEzN,0.722,0.758,11.0,-4.477,0.0,0.0471,0.0111,0.0,0.308,0.62,128.047,201160.0,4.0,49.0
45,0.6851851851851851,Somebody That I Used To Know,Somebody That I Used To Know,Gotye Featuring Kimbra,"['Gotye', 'Kimbra']",4wCmqSrbyCgxEXROQE6vtV,0.864,0.495,0.0,-7.036,1.0,0.037,0.591,0.000133,0.0992,0.72,129.062,244973.0,4.0,49.0
48,0.4105392156862745,Give Me Everything,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)","Pitbull Featuring Ne-Yo, Afrojack & Nayer","['Pitbull', 'Ne-Yo', 'Afrojack', 'Nayer']",4QNpBfC0zvjKqPJcyqBy9W,0.671,0.939,8.0,-3.206,1.0,0.161,0.191,0.0,0.298,0.53,129.024,252307.0,4.0,45.0
42,1.0,I Won't Give Up,I Won't Give Up,Jason Mraz,['Jason Mraz'],53QF56cjZA9RTuuMZDrSA6,0.585,0.303,4.0,-10.058,1.0,0.0398,0.694,0.0,0.115,0.142,136.703,240166.0,3.0,44.0
48,1.0,Set Fire To The Rain,Set Fire to the Rain,Adele,['Adele'],73CMRj62VK8nUS4ezD2wvi,0.603,0.67,2.0,-3.882,0.0,0.0249,0.00408,1.68e-06,0.112,0.446,107.993,242974.0,4.0,43.0
48,0.3858695652173913,We Are Young,We Are Young (feat. Janelle Monáe),fun. Featuring Janelle Monae,"['fun.', 'Janelle Monáe']",7a86XRg84qjasly9f6bPSD,0.378,0.638,10.0,-5.576,1.0,0.075,0.02,7.66e-05,0.0849,0.735,184.086,250627.0,4.0,42.0
44,1.0,Call Me Maybe,Call Me Maybe,Carly Rae Jepsen,['Carly Rae Jepsen'],3TGRqZ0a2l1LRblBkJoaDx,0.783,0.58,7.0,-6.548,1.0,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,193400.0,4.0,42.0
7,1.0,Some Nights,Some Nights,fun.,['fun.'],6t6oULCRS6hnI7rm0h5gwl,0.672,0.738,0.0,-7.045,1.0,0.0506,0.0178,6.75e-05,0.0927,0.392,107.938,277040.0,4.0,42.0
47,0.7857142857142857,Just A Kiss,Just A Kiss,Lady Antebellum,['Lady A'],2OXidlnDThZR3zf36k6DVL,0.593,0.639,1.0,-5.826,1.0,0.0307,0.446,0.0,0.0998,0.332,142.881,218840.0,4.0,42.0
45,1.0,Sexy And I Know It,Sexy And I Know It,LMFAO,['LMFAO'],0obBFrPYkSoBJbvHfUIhkv,0.707,0.861,7.0,-4.225,1.0,0.316,0.1,0.0,0.191,0.795,130.021,199480.0,4.0,41.0
47,0.6842105263157895,We Found Love,We Found Love,Rihanna Featuring Calvin Harris,"['Rihanna', 'Calvin Harris']",6qn9YLKt13AGvpq9jfO8py,0.734,0.766,1.0,-4.485,1.0,0.0383,0.025,0.00138,0.108,0.6,127.986,215227.0,4.0,41.0
48,1.0,Pumped Up Kicks,Pumped Up Kicks,Foster The People,['Foster The People'],7w87IxuO7BDcJ3YUqCyMTT,0.733,0.71,5.0,-5.849,0.0,0.0292,0.145,0.115,0.0956,0.965,127.975,239600.0,4.0,40.0
48,1.0,Super Bass,Super Bass,Nicki Minaj,['Nicki Minaj'],3hlksXnvbKogFdPbpO9vel,0.723,0.86,11.0,-4.357,1.0,0.203,0.271,4.56e-06,0.598,0.667,126.979,200013.0,4.0,39.0
42,1.0,Everybody Talks,Everybody Talks,Neon Trees,['Neon Trees'],2iUmqdfGZcHIhS3b9E9EWq,0.471,0.924,8.0,-3.906,1.0,0.0586,0.00301,0.0,0.313,0.725,154.961,177280.0,4.0,39.0
47,1.0,Someone Like You,Someone Like You,Adele,['Adele'],1zwMYTA5nlNjZxYrvBB2pV,0.556,0.319,9.0,-8.251,1.0,0.0281,0.893,0.0,0.0996,0.294,135.187,285240.0,4.0,39.0
43,1.0,Love You Like A Love Song,Love You Like A Love Song,Selena Gomez & The Scene,['Selena Gomez & The Scene'],0laYHRpNTS6i8FXdupHkJ4,0.858,0.678,1.0,-3.87,0.0,0.0469,0.0761,0.0,0.0741,0.922,117.009,188453.0,4.0,38.0
48,1.0,Glad You Came,Glad You Came,The Wanted,['The Wanted'],3AGOgQzp0YcPH41u9p7dOp,0.61,0.841,7.0,-4.579,0.0,0.0692,0.056,9.85e-06,0.118,0.431,126.889,198187.0,4.0,37.0
48,1.0,Stronger (What Doesn't Kill You),Stronger (What Doesn't Kill You),Kelly Clarkson,['Kelly Clarkson'],6D60klaHqbCl9ySc8VcRss,0.562,0.939,0.0,-4.282,1.0,0.0475,0.046,0.0,0.112,0.684,116.044,221947.0,4.0,37.0
19,1.0,Too Close,Too Close,Alex Clare,['Alex Clare'],4sK96UnGx3NjBaqvfTG2dm,0.584,0.712,11.0,-4.311,0.0,0.0395,0.0112,1.05e-06,0.114,0.286,126.043,256560.0,4.0,37.0
48,1.0,Good Feeling,Good Feeling,Flo Rida,['Flo Rida'],2LEF1A8DOZ9wRYikWgVlZ8,0.706,0.89,1.0,-4.444,0.0,0.0688,0.0588,0.00286,0.306,0.684,128.011,248133.0,4.0,37.0
39,0.5789049919484701,Stereo Hearts,Stereo Hearts (feat. Adam Levine),Gym Class Heroes Featuring Adam Levine,"['Gym Class Heroes', 'Adam Levine']",0qOnSQQF0yzuPWsXrQ9paz,0.646,0.795,9.0,-3.293,1.0,0.0976,0.0319,0.0,0.267,0.796,89.99,210960.0,4.0,37.0
45,0.5666666666666667,Wild Ones,Wild Ones (feat. Sia),Flo Rida Featuring Sia,"['Flo Rida', 'Sia']",1NpW5kyvO4XrNJ3rnfcNy3,0.608,0.86,5.0,-5.324,0.0,0.0554,0.0991,0.0,0.262,0.437,127.075,232947.0,4.0,36.0
44,0.7380952380952381,Ni**as in Paris,Ni**as In Paris,Jay Z Kanye West,"['JAY-Z', 'Kanye West']",4Li2WHPkuyCdtmokzW2007,0.789,0.858,1.0,-5.542,1.0,0.311,0.127,0.0,0.349,0.775,140.022,219333.0,4.0,35.0
49,1.0,Not Over You,Not Over You,Gavin DeGraw,['Gavin DeGraw'],6j7hih15xG2cdYwIJnQXsq,0.63,0.894,10.0,-4.592,1.0,0.0544,0.255,0.0,0.181,0.364,142.051,218520.0,4.0,35.0
39,1.0,Drive By,Drive By,Train,['Train'],0KAiuUOrLTIkzkpfpn9jb9,0.765,0.837,1.0,-3.113,0.0,0.032,0.00107,1.06e-05,0.0801,0.721,122.028,195973.0,4.0,35.0
43,1.0,What Makes You Beautiful,What Makes You Beautiful,One Direction,['One Direction'],4cluDES4hQEUhmXj6TXkSo,0.726,0.787,4.0,-2.494,1.0,0.0737,0.009,0.0,0.0596,0.888,124.99,199987.0,4.0,34.0
41,0.6666666666666666,The Motto,The Motto,Drake Featuring Lil Wayne,"['Drake', 'Lil Wayne']",4Kz4RdRCceaA9VgTqBhBfa,0.766,0.442,1.0,-8.558,1.0,0.356,0.000107,6.12e-05,0.111,0.39,201.8,181573.0,4.0,34.0
47,0.6785714285714286,Take Care,Take Care,Drake Featuring Rihanna,"['Drake', 'Rihanna']",124NFj84ppZ5pAxTuVQYCQ,0.629,0.515,0.0,-10.358,0.0,0.265,0.0267,1.22e-05,0.0888,0.299,121.845,277387.0,4.0,34.0
47,0.6015037593984962,Titanium,Titanium (feat. Sia),David Guetta Featuring Sia,"['David Guetta', 'Sia']",0lHAMNU8RGiIObScrsRgmP,0.604,0.788,0.0,-3.673,0.0,0.103,0.0678,0.153,0.127,0.301,126.06,245040.0,4.0,33.0
33,1.0,Wanted,Wanted,Hunter Hayes,['Hunter Hayes'],0p1BcEcYVO3uk4KDf3gzkY,0.421,0.476,0.0,-7.692,1.0,0.0298,0.268,0.0,0.0816,0.3,169.784,228840.0,4.0,33.0
46,1.0,Paradise,Paradise,Coldplay,['Coldplay'],6nek1Nin9q48AVZcWs9e9D,0.449,0.585,5.0,-6.761,1.0,0.0268,0.0509,8.75e-05,0.0833,0.212,139.631,278719.0,4.0,32.0
43,0.509090909090909,"Young, Wild & Free","Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,"['Snoop Dogg', 'Wiz Khalifa', 'Bruno Mars']",5HQVUIKwCEXpe7JIHyY734,0.715,0.655,0.0,-6.425,1.0,0.137,0.0525,0.0,0.115,0.531,95.078,207333.0,4.0,32.0
40,0.7040816326530612,Mercy,Mercy,"Kanye West, Big Sean, Pusha T, 2 Chainz","['Kanye West', 'Big Sean', 'Pusha T', '2 Chainz']",4qikXelSRKvoCqFcHLB2H2,0.563,0.496,6.0,-9.381,0.0,0.406,0.0685,5.8e-05,0.173,0.426,139.993,329320.0,4.0,31.0
45,0.7105263157894737,Payphone,Payphone,Maroon 5 Featuring Wiz Khalifa,"['Maroon 5', 'Wiz Khalifa']",1LmN9SSHISbtp9LoaR5ZVJ,0.739,0.756,4.0,-4.828,1.0,0.0394,0.0136,0.0,0.37,0.523,110.028,231387.0,4.0,31.0
44,1.0,Give Your Heart A Break,Give Your Heart a Break,Demi Lovato,['Demi Lovato'],3sP3c86WFjOzHHnbhhZcLA,0.651,0.695,6.0,-3.218,1.0,0.0487,0.23,0.0,0.144,0.569,123.008,205347.0,4.0,31.0
33,1.0,Starships,Starships,Nicki Minaj,['Nicki Minaj'],1oHNvJVbFkexQc0BpQp7Y4,0.747,0.716,11.0,-2.457,0.0,0.075,0.135,0.0,0.251,0.751,125.008,210627.0,4.0,30.0
49,0.6055555555555556,Without You,Without You (feat. Usher),David Guetta Featuring Usher,"['David Guetta', 'Usher']",1tAutlhI9FwnKn7fVgmd5P,0.608,0.614,2.0,-3.727,1.0,0.0285,0.227,3.82e-06,0.157,0.402,127.885,208133.0,4.0,30.0
43,1.0,Domino,Domino,Jessie J,['Jessie J'],6MAdEUilV2p9RQUqE5bMAK,0.757,0.547,7.0,-4.573,1.0,0.0355,0.0115,0.0,0.0445,0.793,126.977,231693.0,4.0,29.0
38,0.6981304149566804,You Make Me Feel...,You Make Me Feel... (feat. Sabi),Cobra Starship Featuring Sabi,"['Cobra Starship', 'Sabi']",16Of7eeW44kt0a1M0nitHM,0.668,0.857,7.0,-2.944,0.0,0.0535,0.0191,6.71e-06,0.0385,0.748,131.959,215693.0,4.0,29.0
29,1.0,I Will Always Love You,I Will Always Love You,Whitney Houston,['Whitney Houston'],4eHbdreAnSOrDDsFfc4Fpm,0.332,0.214,4.0,-12.518,1.0,0.0349,0.845,5.62e-06,0.0839,0.11,67.531,271093.0,4.0,29.0
47,1.0,Whistle,Whistle,Flo Rida,['Flo Rida'],3bC1ahPIYt1btJzSSEyyrF,0.747,0.937,0.0,-5.746,1.0,0.0453,0.0208,0.0,0.29,0.739,103.976,224653.0,4.0,29.0
40,1.0,Little Talks,Little Talks,Of Monsters And Men,['Of Monsters and Men'],2ihCaVdNZmnHZWt0fvAM7B,0.457,0.757,1.0,-5.177,1.0,0.032,0.0206,0.0,0.146,0.417,102.961,266600.0,4.0,29.0
43,1.0,It Will Rain,It Will Rain,Bruno Mars,['Bruno Mars'],0RUGuh2uSNFJpGMSsD1F5C,0.576,0.835,2.0,-6.826,1.0,0.0486,0.337,0.0,0.082,0.476,150.017,257720.0,4.0,28.0
44,1.0,Work Out,Work Out,J. Cole,['J. Cole'],2wAJTrFhCnQyNSD3oUgTZO,0.831,0.427,2.0,-6.903,1.0,0.106,0.0531,0.0,0.307,0.216,93.004,235320.0,4.0,28.0
49,0.5108695652173914,Turn Me On,Turn Me On (feat. Nicki Minaj),David Guetta Featuring Nicki Minaj,"['David Guetta', 'Nicki Minaj']",6JOlNkT0QdHeZB0wPbI9IR,0.705,0.794,8.0,-2.266,1.0,0.0593,0.0488,0.0,0.575,0.412,127.961,199680.0,4.0,27.0
23,1.0,It's Time,It's Time,Imagine Dragons,['Imagine Dragons'],6BtmXhTJMM9sBTHeYYASGz,0.656,0.884,2.0,-4.748,1.0,0.0372,0.0162,0.0,0.145,0.86,105.009,237987.0,4.0,27.0
3,1.0,Ho Hey,Ho Hey,The Lumineers,['The Lumineers'],0W4Kpfp1w2xkY3PrV714B7,0.685,0.466,0.0,-9.074,1.0,0.0304,0.794,2.06e-06,0.0915,0.353,79.936,163133.0,4.0,27.0
48,0.75,No Lie,No Lie,2 Chainz Featuring Drake,"['2 Chainz', 'Drake']",6j9iyrrmqWlQZ5SD1hSTaq,0.634,0.665,6.0,-5.984,0.0,0.176,0.0172,0.0,0.365,0.611,131.108,237827.0,4.0,26.0
47,1.0,Wide Awake,Wide Awake,Katy Perry,['Katy Perry'],5JLv62qFIS1DR3zGEcApRt,0.514,0.683,5.0,-5.099,1.0,0.0367,0.0749,2.64e-06,0.392,0.575,159.814,220947.0,4.0,26.0
32,1.0,Rumour Has It,Rumour Has It,Adele,['Adele'],2A73XBDBQgmdXO8VsXPWIs,0.612,0.749,0.0,-5.014,1.0,0.0446,0.615,0.0,0.167,0.574,120.052,223267.0,4.0,26.0
49,1.0,Heart Attack,Heart Attack,Trey Songz,['Trey Songz'],25CA8QVJQrh5R05UUCaODM,0.608,0.863,11.0,-4.87,1.0,0.131,0.0593,0.0,0.228,0.476,150.029,233147.0,4.0,26.0
36,0.8333333333333333,Feel So Close,Feel So Close - Radio Edit,Calvin Harris,['Calvin Harris'],1gihuPhrLraKYrJMAEONyc,0.707,0.924,7.0,-2.842,1.0,0.031,0.000972,0.00703,0.204,0.919,127.937,206413.0,4.0,26.0
45,0.5158730158730159,International Love,International Love (feat. Chris Brown),Pitbull Featuring Chris Brown,"['Pitbull', 'Chris Brown']",62zFEHfAYl5kdHYOivj4BC,0.67,0.855,0.0,-3.035,0.0,0.0499,0.0124,0.0,0.335,0.648,120.05,227280.0,4.0,26.0
46,1.0,Brighter Than The Sun,Brighter Than The Sun,Colbie Caillat,['Colbie Caillat'],5YTtTbqxUzJHD3CpbNHerP,0.629,0.793,9.0,-5.942,1.0,0.0346,0.00952,1.15e-06,0.218,0.588,95.981,231213.0,4.0,25.0
4,1.0,One More Night,One More Night,Maroon 5,['Maroon 5'],4XNrMwGx1SqP01sqkGTDmo,0.718,0.82,5.0,-3.453,0.0,0.0323,0.0444,0.0,0.0846,0.613,92.998,219467.0,4.0,25.0
38,1.0,God Gave Me You,God Gave Me You,Blake Shelton,['Blake Shelton'],0w9LJae3sVlZlH2CnxTInF,0.483,0.844,2.0,-5.043,1.0,0.0314,0.00481,7.29e-05,0.405,0.543,151.977,229533.0,4.0,25.0
41,1.0,Where Have You Been,Where Have You Been,Rihanna,['Rihanna'],5WQQIDU3HRaMyPkob8mpFb,0.719,0.847,0.0,-6.34,0.0,0.0916,0.00201,0.0204,0.221,0.444,127.963,242680.0,4.0,25.0
