Unnamed: 0,match,billboard_track,spotify_track,billboard_artist,spotify_artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,weeks
42,1.0,If I Die Young,If I Die Young,The Band Perry,['The Band Perry'],4u26EevCNXMhlvE1xFBJwX,0.606,0.497,4.0,-6.611,1.0,0.0277,0.348,0.0,0.275,0.362,130.739,222773.0,4.0,53.0
39,1.0,Rolling In The Deep,Rolling in the Deep,Adele,['Adele'],1c8gk2PeTE04A1pIDH9YMk,0.73,0.769,8.0,-5.114,1.0,0.0298,0.138,0.0,0.0473,0.507,104.948,228093.0,4.0,49.0
49,0.7666666666666666,F**k You! (Forget You),F**K You,CeeLo Green,['CeeLo Green'],5V7LfzpeifeY4dA4eZLRit,0.689,0.836,0.0,-6.058,1.0,0.0559,0.187,0.0,0.162,0.749,127.411,223067.0,4.0,48.0
47,1.0,Just The Way You Are,Just the Way You Are,Bruno Mars,['Bruno Mars'],7BqBn9nzAq8spo5e7cZ0dJ,0.637,0.843,5.0,-5.413,1.0,0.0432,0.0151,0.0,0.0876,0.434,109.012,220733.0,4.0,48.0
47,1.0,Dynamite,Dynamite,Taio Cruz,['Taio Cruz'],2CEgGE6aESpnmtfiZwYlbV,0.751,0.783,4.0,-3.724,1.0,0.0859,0.00379,0.0,0.036,0.816,119.975,202613.0,4.0,47.0
49,0.8200000000000001,I Like It,I Like It,Enrique Iglesias Featuring Pitbull,"['Enrique Iglesias', 'Pitbull']",4nVyHATevhl5RC6Qmoko5H,0.646,0.94,10.0,-2.856,0.0,0.0838,0.0209,0.0,0.0691,0.704,129.011,231787.0,4.0,38.0
35,1.0,Firework,Firework,Katy Perry,['Katy Perry'],4r6eNCsrZnQWJzzvFh4nlg,0.638,0.832,8.0,-5.039,1.0,0.049,0.141,0.0,0.113,0.648,124.071,227893.0,4.0,38.0
12,0.6086956521739131,Party Rock Anthem,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,"['LMFAO', 'Lauren Bennett', 'GoonRock']",0IkKz2J93C94Ei4BvDop7P,0.75,0.727,5.0,-4.21,0.0,0.142,0.0189,0.0,0.266,0.359,129.993,262173.0,4.0,38.0
25,0.4105392156862745,Give Me Everything,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)","Pitbull Featuring Ne-Yo, Afrojack & Nayer","['Pitbull', 'Ne-Yo', 'Afrojack', 'Nayer']",4QNpBfC0zvjKqPJcyqBy9W,0.671,0.939,8.0,-3.206,1.0,0.161,0.191,0.0,0.298,0.53,129.024,252307.0,4.0,37.0
49,1.0,Grenade,Grenade,Bruno Mars,['Bruno Mars'],2tJulUYLDKOg9XrtVkMgcJ,0.706,0.558,2.0,-7.237,0.0,0.0593,0.146,0.0,0.118,0.227,110.443,223253.0,4.0,36.0
46,1.0,Animal,Animal,Neon Trees,['Neon Trees'],1fBl642IhJOE5U319Gy2Go,0.482,0.833,5.0,-5.611,1.0,0.0449,0.000346,0.0,0.365,0.74,148.039,212293.0,4.0,36.0
41,1.0,Crazy Girl,Crazy Girl,Eli Young Band,['Eli Young Band'],1nVLAEzhBXMJLR5zAl90Nl,0.366,0.651,4.0,-3.842,1.0,0.031,0.000415,0.00526,0.271,0.257,151.343,200707.0,3.0,36.0
40,1.0,Good Life,Good Life,OneRepublic,['OneRepublic'],6OtCIsQZ64Vs1EbzztvAv4,0.634,0.69,6.0,-7.804,1.0,0.052,0.0771,0.0,0.132,0.645,94.988,253307.0,4.0,35.0
46,0.5573593073593074,DJ Got Us Fallin' In Love,DJ Got Us Fallin' In Love (feat. Pitbull),Usher Featuring Pitbull,"['Usher', 'Pitbull']",4356Typ82hUiFAynbLYbPn,0.663,0.861,7.0,-3.398,0.0,0.109,0.0338,0.0,0.082,0.654,119.963,220800.0,4.0,34.0
17,1.0,Pumped Up Kicks,Pumped Up Kicks,Foster The People,['Foster The People'],7w87IxuO7BDcJ3YUqCyMTT,0.733,0.71,5.0,-5.849,0.0,0.0292,0.145,0.115,0.0956,0.965,127.975,239600.0,4.0,33.0
32,1.0,Super Bass,Super Bass,Nicki Minaj,['Nicki Minaj'],3hlksXnvbKogFdPbpO9vel,0.723,0.86,11.0,-4.357,1.0,0.203,0.271,4.56e-06,0.598,0.667,126.979,200013.0,4.0,33.0
43,1.0,Secrets,Secrets,OneRepublic,['OneRepublic'],1NhPKVLsHhFUHIOZ32QnS2,0.516,0.764,2.0,-6.223,1.0,0.0366,0.0717,0.0,0.115,0.376,148.021,224693.0,4.0,33.0
38,0.71875,Down On Me,Down On Me,Jeremih Featuring 50 Cent,"['Jeremih', '50 Cent']",0x3TibRgnSqzkcwrqBd4iX,0.7,0.598,2.0,-7.783,1.0,0.114,0.0369,0.0,0.111,0.594,160.041,228453.0,4.0,33.0
47,1.0,Teenage Dream,Teenage Dream,Katy Perry,['Katy Perry'],5jzKL4BDMClWqRguW5qZvh,0.719,0.798,10.0,-4.582,1.0,0.0361,0.0162,2.34e-06,0.134,0.591,120.011,227741.0,4.0,33.0
34,1.0,The Show Goes On,The Show Goes On,Lupe Fiasco,['Lupe Fiasco'],4NTWZqvfQTlOMitlVn6tew,0.591,0.889,7.0,-3.839,1.0,0.115,0.0189,0.0,0.155,0.65,143.067,239613.0,4.0,32.0
27,0.7857142857142857,Just A Kiss,Just A Kiss,Lady Antebellum,['Lady A'],2OXidlnDThZR3zf36k6DVL,0.593,0.639,1.0,-5.826,1.0,0.0307,0.446,0.0,0.0998,0.332,142.881,218840.0,4.0,32.0
39,1.0,Jar Of Hearts,Jar of Hearts,Christina Perri,['Christina Perri'],0HZhYMZOcUzZKSFwPOti6m,0.349,0.348,3.0,-6.142,1.0,0.0316,0.726,0.0,0.12,0.0886,74.541,246587.0,4.0,31.0
48,0.9411764705882352,Just Can't Get Enough,Just Can’t Get Enough,The Black Eyed Peas,['Black Eyed Peas'],3JA9Jsuxr4xgHXEawAdCp4,0.659,0.628,0.0,-8.685,0.0,0.179,0.186,0.0,0.105,0.262,94.05,219427.0,4.0,31.0
46,0.4558877814691768,No Hands,No Hands (feat. Roscoe Dash & Wale),Waka Flocka Flame Featuring Roscoe Dash & Wale,"['Waka Flocka Flame', 'Roscoe Dash', 'Wale']",03tqyYWC9Um2ZqU0ZN849H,0.76,0.595,1.0,-6.366,1.0,0.0391,0.00544,0.0,0.241,0.361,131.497,263773.0,4.0,31.0
40,0.6284038542103059,Hey Baby (Drop It To The Floor),Hey Baby (Drop It to the Floor) (feat. T-Pain),Pitbull Featuring T-Pain,"['Pitbull', 'T-Pain']",3rfhI32Il2hVRKDkuGeeen,0.595,0.912,10.0,-3.428,0.0,0.0884,0.0434,0.0,0.259,0.762,128.024,234453.0,4.0,31.0
49,0.595307917888563,Don't You Wanna Stay,Don't You Wanna Stay (with Kelly Clarkson),Jason Aldean With Kelly Clarkson,"['Jason Aldean', 'Kelly Clarkson']",7CZiLgkiVHhFcDkI2Y4lZ4,0.445,0.631,11.0,-4.798,1.0,0.0304,0.129,0.0,0.0911,0.152,143.846,256440.0,4.0,31.0
42,1.0,Tonight Tonight,Tonight Tonight,Hot Chelle Rae,['Hot Chelle Rae'],2i0AUcEnsDm3dsqLrFWUCq,0.686,0.783,4.0,-4.977,1.0,0.119,0.0764,0.0,0.163,0.814,99.978,200467.0,4.0,30.0
48,1.0,F**kin' Perfect,F**kin' Perfect,P!nk,['P!nk'],3MGJF1CDFGfjXESL2Heva0,0.565,0.646,7.0,-4.749,1.0,0.0335,0.0412,0.0,0.362,0.481,91.973,213413.0,4.0,30.0
45,1.0,Raise Your Glass,Raise Your Glass,P!nk,['P!nk'],1gv4xPanImH17bKZ9rOveR,0.7,0.709,7.0,-5.006,1.0,0.0838,0.0048,0.0,0.029,0.624,122.019,202960.0,4.0,30.0
46,0.7439024390243902,E.T.,E.T.,Katy Perry Featuring Kanye West,['Katy Perry'],4kkeuVl6gF3RMqE4Nn5W3E,0.602,0.863,5.0,-5.423,0.0,0.0773,0.0178,0.0,0.389,0.732,150.183,206373.0,4.0,30.0
45,0.7,Love The Way You Lie,Love The Way You Lie,Eminem Featuring Rihanna,"['Eminem', 'Rihanna']",15JINEqzVMv3SvJTAXAKED,0.749,0.925,10.0,-5.034,1.0,0.227,0.241,0.0,0.52,0.641,86.989,263373.0,4.0,29.0
32,0.5329970575872215,Club Can't Handle Me,Club Can't Handle Me (feat. David Guetta),Flo Rida Featuring David Guetta,"['Flo Rida', 'David Guetta']",6ebkx7Q5tTxrCxKq4GYj0Y,0.616,0.869,0.0,-3.911,1.0,0.0327,0.0283,0.0,0.064,0.473,127.966,234560.0,4.0,28.0
49,1.0,Just A Dream,Just A Dream,Nelly,['Nelly'],3ZdJffjzJWFimSQyxgGIxN,0.531,0.752,1.0,-6.161,1.0,0.0305,0.0421,0.0,0.12,0.103,89.917,237800.0,4.0,28.0
