Unnamed: 0,match,billboard_track,spotify_track,billboard_artist,spotify_artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,weeks
97,0.8714285714285714,Another One Bites The Dust,Another One Bites The Dust - Remastered 2011,Queen,['Queen'],57JVGBtBLCfHw2muk5416J,0.933,0.528,5.0,-6.472,0.0,0.162,0.112,0.329,0.163,0.756,109.975,214653.0,4.0,31.0
69,1.0,Jessie's Girl,Jessie's Girl,Rick Springfield,['Rick Springfield'],5RsUlxLto4NZbhJpqJbHfN,0.727,0.834,2.0,-5.851,1.0,0.0496,0.165,0.0,0.105,0.816,131.7,194120.0,4.0,31.0
91,1.0,Celebration,Celebration,Kool & The Gang,['Kool & The Gang'],3K7Q9PHUWPTaknlbFPThn2,0.885,0.664,1.0,-11.795,1.0,0.0524,0.145,0.0483,0.0767,0.906,121.632,298867.0,4.0,30.0
97,1.0,Upside Down,Upside Down,Diana Ross,['Diana Ross'],3pbtBomO4Zt5gGiqsYeiBH,0.873,0.855,5.0,-8.559,0.0,0.0615,0.179,0.0285,0.0377,0.884,107.868,245600.0,4.0,29.0
97,1.0,Keep On Loving You,Keep on Loving You,REO Speedwagon,['REO Speedwagon'],4rcHWl68ai6KvpXlc8vbnE,0.306,0.722,0.0,-5.963,1.0,0.034,0.0519,0.0,0.117,0.41,174.732,200293.0,4.0,28.0
94,1.0,I Love A Rainy Night,I Love a Rainy Night,Eddie Rabbitt,['Eddie Rabbitt'],0zvNHIL7ci0ZzIoWU6RO2u,0.685,0.718,0.0,-7.724,1.0,0.0521,0.122,0.0,0.0556,0.958,131.463,191067.0,4.0,28.0
96,0.8783783783783784,A Woman Needs Love (Just Like You Do),A Woman Needs Love (Just Like You Do),Ray Parker Jr. & Raydio,"['Ray Parker Jr.', 'Raydio']",0DEwNI2DgasX1eprqCivJk,0.744,0.376,6.0,-14.937,0.0,0.0395,0.479,3.86e-05,0.254,0.696,91.113,249053.0,4.0,27.0
94,1.0,I Love You,I Love You,Climax Blues Band,['Climax Blues Band'],3VyJPsb2ucaaVptLSDpJNH,0.559,0.446,10.0,-8.805,1.0,0.0349,0.608,0.000131,0.0902,0.239,131.792,245452.0,4.0,27.0
98,1.0,The Winner Takes It All,The Winner Takes It All,ABBA,['ABBA'],3oEkrIfXfSh9zGnE7eBzSV,0.454,0.788,6.0,-6.748,1.0,0.0371,0.574,0.000766,0.0859,0.52,126.15,294720.0,4.0,26.0
99,0.9102564102564102,The Tide Is High,The Tide Is High - Edit,Blondie,['Blondie'],165NAtd2DRPKNQ6EVY0VG9,0.778,0.667,11.0,-7.273,1.0,0.0258,0.0514,0.0312,0.092,0.964,96.954,233893.0,4.0,26.0
