Unnamed: 0,match,billboard_track,spotify_track,billboard_artist,spotify_artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,weeks
47,1.0,I'm Yours,I'm Yours,Jason Mraz,['Jason Mraz'],1EzrEOXmMH3G43AXT1y7pA,0.686,0.457,11.0,-8.322,1.0,0.0468,0.595,0.0,0.105,0.718,150.953,242187.0,4.0,76.0
47,1.0,Viva La Vida,Viva La Vida,Coldplay,['Coldplay'],1mea3bSkSGXuIRvnydlB5b,0.486,0.617,5.0,-7.115,0.0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,242373.0,4.0,51.0
41,0.7142857142857143,Just Dance,Just Dance,Lady Gaga Featuring Colby O'Donis,"['Lady Gaga', ""Colby O'Donis""]",2x7MyWybabEz6Y6wvHuwGE,0.822,0.739,1.0,-4.541,0.0,0.0311,0.0264,4.26e-05,0.181,0.745,118.992,241933.0,4.0,48.0
45,1.0,Love Story,Love Story,Taylor Swift,['Taylor Swift'],1vrd6UOGamcKNGnSHJQlSt,0.618,0.741,2.0,-3.95,1.0,0.031,0.17,0.0,0.0822,0.296,118.984,235267.0,4.0,48.0
20,1.0,Use Somebody,Use Somebody,Kings Of Leon,['Kings of Leon'],5VGlqQANWDKJFl0MBG3sg2,0.276,0.715,0.0,-5.356,1.0,0.0432,0.00552,0.000417,0.201,0.173,137.028,230760.0,4.0,45.0
47,1.0,Second Chance,Second Chance,Shinedown,['Shinedown'],0CwYG1UnRmOx8Q1EzElCIL,0.46,0.796,0.0,-4.501,0.0,0.0333,0.00107,0.0,0.106,0.182,100.011,222067.0,4.0,41.0
42,1.0,Poker Face,Poker Face,Lady Gaga,['Lady Gaga'],5R8dQOPq8haW94K7mgERlO,0.851,0.806,4.0,-4.62,1.0,0.0787,0.118,1.64e-06,0.121,0.787,118.999,237200.0,4.0,40.0
49,1.0,Hot N Cold,Hot N Cold,Katy Perry,['Katy Perry'],1y4eb6hmAvsqlDOl3fx9kk,0.706,0.841,7.0,-3.956,1.0,0.0418,7.95e-05,0.0,0.0688,0.861,132.032,220227.0,4.0,39.0
49,1.0,Closer,Closer,Ne-Yo,['Ne-Yo'],2XbfY2O2v3xwedUJ0J2kkr,0.711,0.753,4.0,-6.461,0.0,0.0766,0.028,2.96e-05,0.152,0.588,126.051,234360.0,4.0,39.0
40,1.0,You Found Me,You Found Me,The Fray,['The Fray'],4IoYz8XqqdowINzfRrFnhi,0.338,0.803,8.0,-5.412,0.0,0.0413,0.0187,0.0,0.136,0.4,151.994,241853.0,4.0,38.0
44,1.0,Disturbia,Disturbia,Rihanna,['Rihanna'],2VOomzT6VavJOGBeySqaMc,0.707,0.813,11.0,-4.515,0.0,0.0571,0.0863,0.0,0.168,0.722,124.921,238627.0,4.0,37.0
47,1.0,Don't Trust Me,Don't Trust Me,3OH!3,['3OH!3'],3bsDo5vjjJI7O8VuytGIrc,0.757,0.629,7.0,-5.582,0.0,0.125,0.018,0.0,0.339,0.711,129.946,194613.0,4.0,37.0
49,1.0,Gives You Hell,Gives You Hell,The All-American Rejects,['The All-American Rejects'],6ihL9TjfRjadfEePzXXyVF,0.718,0.691,4.0,-6.44,1.0,0.0387,0.0159,0.0,0.0627,0.552,100.008,213107.0,4.0,36.0
44,0.7727272727272727,Let It Rock,Let It Rock,Kevin Rudolf Featuring Lil Wayne,"['Kevin Rudolf', 'Lil Wayne']",6TrNRd98WksT9Kkmx9uj6R,0.607,0.783,7.0,-4.41,1.0,0.0397,0.000683,0.0,0.0678,0.434,113.172,231173.0,4.0,35.0
42,1.0,I Know You Want Me (Calle Ocho),I Know You Want Me (Calle Ocho),Pitbull,['Pitbull'],13plQdOoWSSXPRUSZc5FuM,0.817,0.733,2.0,-6.009,1.0,0.145,0.0152,4.31e-05,0.107,0.833,127.056,237120.0,4.0,35.0
47,1.0,Addicted,Addicted,Saving Abel,['Saving Abel'],3pxCXv0NACYfYnLjFcQW5D,0.512,0.864,7.0,-4.146,1.0,0.0338,0.000821,0.0,0.0982,0.527,138.018,222827.0,4.0,34.0
44,0.9411764705882352,Boom Boom Pow,Boom Boom Pow,The Black Eyed Peas,['Black Eyed Peas'],7xRNsqOQOgWbHV1nbXnfXN,0.867,0.857,9.0,-5.892,1.0,0.0663,0.13,0.00171,0.13,0.402,130.048,251440.0,4.0,33.0
17,1.0,You Belong With Me,You Belong With Me,Taylor Swift,['Taylor Swift'],3GCL1PydwsLodcpv0Ll1ch,0.687,0.783,6.0,-4.44,1.0,0.0386,0.162,1.35e-05,0.114,0.443,129.964,231133.0,4.0,33.0
48,1.0,Better In Time,Better in Time,Leona Lewis,['Leona Lewis'],2iXBZ32Fz5VDCLeE0JIdX5,0.584,0.7,6.0,-4.251,1.0,0.0506,0.512,2.43e-05,0.13,0.549,163.953,234173.0,4.0,31.0
39,1.0,Whatever You Like,Whatever You Like,T.I.,['T.I.'],1IAzD1muglOxOcPbUHs70R,0.68,0.687,9.0,-6.162,0.0,0.0709,0.0161,0.0,0.261,0.467,150.053,249533.0,4.0,31.0
45,1.0,Love Remains The Same,Love Remains The Same,Gavin Rossdale,['Gavin Rossdale'],5iqk123OZlVkvSiTRiz4p5,0.406,0.632,4.0,-5.115,1.0,0.0344,0.236,0.0,0.18,0.109,149.258,249440.0,4.0,31.0
48,1.0,So What,So What,P!nk,['P!nk'],0JiY190vktuhSGN6aqJdrt,0.534,0.87,11.0,-3.078,0.0,0.0425,0.000334,0.0,0.241,0.462,126.019,215160.0,4.0,31.0
43,1.0,Halo,Halo,Beyonce,['Beyoncé'],4JehYebiI9JE8sR8MisGVb,0.508,0.72,11.0,-5.908,0.0,0.0628,0.272,0.0,0.0563,0.472,79.983,261640.0,4.0,31.0
46,0.7156862745098039,Knock You Down,Knock You Down,Keri Hilson Featuring Kanye West & Ne-Yo,"['Keri Hilson', 'Kanye West', 'Ne-Yo']",58FUwmyGUqkt53YPUcm7cJ,0.588,0.877,8.0,-4.78,1.0,0.16,0.00952,0.0,0.171,0.645,155.165,326187.0,4.0,31.0
41,1.0,Fall For You,Fall For You,Secondhand Serenade,['Secondhand Serenade'],7lWF2mVr1KKbVnaT2nSlPo,0.387,0.442,0.0,-7.086,1.0,0.0352,0.19,0.0,0.0788,0.382,169.481,185600.0,4.0,30.0
50,1.0,Heartless,Heartless,Kanye West,['Kanye West'],4EWCNWgDS8707fNSZ1oaA5,0.79,0.647,10.0,-5.983,0.0,0.136,0.0515,0.0,0.248,0.654,87.999,211000.0,4.0,30.0
49,0.6111111111111112,Dead And Gone,Dead And Gone,T.I. Featuring Justin Timberlake,"['T.I.', 'Justin Timberlake']",7IhsLJMqdxoo7YAZjaSMru,0.713,0.746,0.0,-4.99,1.0,0.259,0.0402,0.0,0.601,0.47,135.021,299747.0,4.0,29.0
47,0.6538461538461539,Live Your Life,Live Your Life,T.I. Featuring Rihanna,"['T.I.', 'Rihanna']",3jlbL2OTD5YmIunYzgQTAN,0.375,0.862,11.0,-3.363,0.0,0.255,0.071,0.0,0.211,0.478,159.841,338853.0,4.0,28.0
48,1.0,Miss Independent,Miss Independent,Ne-Yo,['Ne-Yo'],34ceTg8ChN5HjrqiIYCn9Q,0.673,0.683,1.0,-5.693,1.0,0.115,0.522,0.0,0.235,0.713,171.86,232000.0,4.0,28.0
49,1.0,Gotta Be Somebody,Gotta Be Somebody,Nickelback,['Nickelback'],06T10fEzN8ZCcqzQZYA184,0.536,0.89,0.0,-5.222,1.0,0.0601,0.000354,0.00165,0.133,0.205,115.998,252653.0,4.0,27.0
44,0.7702702702702703,Blame It,Blame It,Jamie Foxx Featuring T-Pain,"['Jamie Foxx', 'T-Pain']",08uGhvS5MfBk7crUCpnjva,0.673,0.614,7.0,-5.426,1.0,0.103,0.0782,0.0,0.139,0.362,176.052,289747.0,4.0,27.0
49,1.0,Single Ladies (Put A Ring On It),Single Ladies (Put a Ring on It),Beyonce,['Beyoncé'],2ZBNclC5wm4GtiWaeh0DMx,0.426,0.584,1.0,-5.293,1.0,0.296,0.0383,0.0,0.188,0.272,193.437,193213.0,4.0,27.0
42,0.8333333333333333,Day 'N' Nite,Day 'N' Nite (nightmare),Kid Cudi,['Kid Cudi'],5FEXPoPnzueFJQCPRIrC3c,0.871,0.44,11.0,-6.25,0.0,0.0761,0.499,4.15e-06,0.114,0.799,137.996,221267.0,4.0,27.0
49,0.717391304347826,Kiss Me Thru The Phone,Kiss Me Thru The Phone,Soulja Boy Tell 'em Featuring Sammie,"['Soulja Boy', 'Sammie']",2q4rjDy9WhaN3o9MvDbO21,0.758,0.712,7.0,-3.781,1.0,0.112,0.0185,0.0,0.0677,0.795,149.998,193387.0,4.0,27.0
41,1.0,The Climb,The Climb,Miley Cyrus,['Miley Cyrus'],0V8FYVlBFuXXTIvRnMbZyS,0.327,0.588,4.0,-6.611,1.0,0.0336,0.0834,0.0,0.104,0.329,161.074,236067.0,4.0,27.0
49,1.0,Please Don't Leave Me,Please Don't Leave Me,P!nk,['P!nk'],2gnZad0pb6QtUqMLTj2AjI,0.588,0.845,6.0,-4.497,1.0,0.0377,0.00869,0.0,0.326,0.745,138.014,231560.0,4.0,26.0
38,0.5241066364152014,Green Light,Green Light (feat. André 3000),John Legend Featuring Andre 3000,"['John Legend', 'André 3000']",72by3Re4C3eVEBXvsUo0zV,0.622,0.882,9.0,-5.59,0.0,0.119,0.0912,0.0,0.216,0.762,77.506,284187.0,4.0,26.0
16,0.9411764705882352,I Gotta Feeling,I Gotta Feeling,The Black Eyed Peas,['Black Eyed Peas'],4vp2J1l5RD4gMZwGFLfRAu,0.743,0.766,0.0,-6.375,1.0,0.0265,0.0873,0.0,0.509,0.61,127.96,289133.0,4.0,26.0
42,1.0,Right Round,Right Round,Flo Rida,['Flo Rida'],3GpbwCm3YxiWDvy29Uo3vP,0.72,0.672,7.0,-6.852,1.0,0.0551,0.009,0.0,0.232,0.705,124.986,204640.0,4.0,26.0
47,1.0,That's Not My Name,That's Not My Name,The Ting Tings,['The Ting Tings'],2DNdEpV9UnsYjL6w1Dp1aS,0.755,0.901,9.0,-3.152,1.0,0.0893,0.0451,0.0373,0.363,0.959,145.042,310573.0,4.0,26.0
49,1.0,Chicken Fried,Chicken Fried,Zac Brown Band,['Zac Brown Band'],0LQtEJt7x0s6knb6RKdRYc,0.566,0.713,6.0,-4.25,1.0,0.0418,0.645,0.0,0.114,0.805,169.861,238147.0,4.0,25.0
42,0.5426810477657935,Good Girls Go Bad,Good Girls Go Bad (feat. Leighton Meester),Cobra Starship Featuring Leighton Meester,"['Cobra Starship', 'Leighton Meester']",7kMfu3KUydmrFVGEAhjtyl,0.594,0.874,0.0,-3.716,1.0,0.0815,0.0116,0.0,0.549,0.628,119.964,196413.0,4.0,24.0
