,track,artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,Walk Like an Egyptian,['The Bangles'],1Jwc3ODLQxtbnS8M9TflSP,0.724,0.891,11.0,-7.818,1.0,0.0995,0.00344,4.72e-05,0.3,0.818,103.022,204707.0,4.0
1,Everybody Have Fun Tonight,['Wang Chung'],6qBSGvyUzqNQv8XtnzCr9n,0.728,0.619,9.0,-12.265,1.0,0.0379,0.0884,8.44e-05,0.039,0.747,128.845,287360.0,4.0
2,Notorious,['Duran Duran'],4znkNgqRMCF12mY7EbklsA,0.815,0.626,0.0,-13.406,1.0,0.0553,0.504,1.41e-06,0.0372,0.825,106.47,258000.0,4.0
3,Shake You Down,['Gregory Abbott'],7wQ9alB79WZb0F5gFLbxSh,0.787,0.474,11.0,-10.384,0.0,0.0265,0.523,0.0,0.235,0.826,94.995,245413.0,4.0
4,The Way It Is,"['Bruce Hornsby', 'The Range']",6V50MyHPGhEmwYu0Wdyf0t,0.582,0.689,7.0,-12.203,1.0,0.0277,0.607,0.0571,0.145,0.531,111.166,297853.0,4.0
5,C'est La Vie,['Robbie Nevil'],7nx6bmfojpAW4SCwoZM13B,0.726,0.809,7.0,-12.356,1.0,0.0541,0.559,0.00029,0.845,0.552,102.123,270307.0,4.0
6,Control,['Janet Jackson'],5vywtoD7fO1CP0B2wtm6I6,0.785,0.786,11.0,-12.487,1.0,0.0501,0.28,0.236,0.158,0.638,120.404,353307.0,4.0
7,"Better Days - Live at Warner Hollywood Studios, Los Angeles, CA - September 1992",['Bruce Springsteen'],52d6CvA7C0NwPmMwN8fHki,0.454,0.909,2.0,-6.008,1.0,0.134,0.0598,0.0,0.984,0.376,120.407,267227.0,4.0
8,Stand by Me,['Ben E. King'],3SdTKo2uVsxFblQjpScoHy,0.65,0.306,9.0,-9.443,1.0,0.0393,0.57,7.07e-06,0.0707,0.605,118.068,180056.0,4.0
9,Don't Get Me Wrong - 2007 Remaster,['Pretenders'],6Wiamk8BAAP50gAAJopsy2,0.46,0.932,0.0,-6.264,1.0,0.0468,0.139,0.00504,0.114,0.849,203.617,227463.0,4.0
10,To Be A Lover,['Billy Idol'],4nBzre6D0UrQFj1s8z45e1,0.562,0.767,5.0,-8.025,1.0,0.0474,0.234,0.00817,0.0828,0.526,184.363,232387.0,4.0
11,Is This Love,['Survivor'],6rt4FH5qFgXGmyhgKmlJcL,0.679,0.772,3.0,-8.946,1.0,0.0328,0.557,0.0,0.0338,0.749,118.129,222560.0,4.0
12,Land of Confusion - 2007 Remaster,['Genesis'],6twIBPybEvGydyNzNz89FT,0.613,0.928,1.0,-7.607,1.0,0.0396,0.016,0.000443,0.334,0.67,115.169,285667.0,4.0
13,Victory,['Kool & The Gang'],1089tBrasHIE2g91xuy0QV,0.809,0.571,3.0,-16.434,0.0,0.0534,0.00594,0.0313,0.0624,0.969,123.075,278293.0,4.0
14,At This Moment,['Billy Vera & The Beaters'],136nAEqaPwbQguey2Unze7,0.32,0.265,6.0,-11.026,1.0,0.0332,0.64,1.81e-06,0.985,0.147,84.511,260747.0,3.0
15,Love Is Forever,['Billy Ocean'],3XxqngUZVOnZQ5YJmskdyK,0.552,0.425,0.0,-8.144,1.0,0.0272,0.558,1.85e-06,0.117,0.0793,131.914,253573.0,4.0
16,"You Know I Love You, Don't You?",['Howard Jones'],1ZfIg69PCKg7IHxA43R4NS,0.669,0.948,10.0,-5.092,1.0,0.0429,0.15,0.00714,0.195,0.961,144.092,240626.0,4.0
17,Someday,['Glass Tiger'],3dP6JMPtcDU5njCHITwJmO,0.626,0.781,2.0,-5.998,1.0,0.0302,0.221,0.0,0.112,0.704,100.081,217733.0,4.0
18,"The Future's So Bright, I Gotta Wear Shades",['Timbuk 3'],4EfZ2eaFjn1MQbKZD8urIz,0.648,0.688,7.0,-13.139,1.0,0.0431,0.0489,0.0362,0.478,0.963,157.954,204240.0,4.0
19,Hip To Be Square,['Huey Lewis & The News'],648BMGrt98kUbLo24A4vgj,0.668,0.779,9.0,-11.089,1.0,0.0325,0.0025,0.000347,0.139,0.963,140.873,245467.0,4.0
20,The Next Time I Fall (with Amy Grant),"['Peter Cetera', 'Amy Grant']",7zSDDsIlks515d0tZGM64x,0.656,0.347,9.0,-13.398,1.0,0.028,0.488,0.00221,0.0645,0.368,118.288,225973.0,4.0
21,Open Your Heart,['Madonna'],3kme5Qos8h04yrKxsgur79,0.656,0.899,5.0,-5.039,1.0,0.0565,0.0261,0.0,0.0936,0.865,113.239,229280.0,4.0
22,All I Wanted,['Kansas'],56Zbt8YXJgkeoVMdQLpfaW,0.492,0.47,10.0,-14.237,1.0,0.0367,0.0156,0.0,0.659,0.665,113.22,201133.0,4.0
23,You Give Love A Bad Name,['Bon Jovi'],0rmGAIH9LNJewFw7nKzZnc,0.541,0.96,0.0,-2.947,0.0,0.0505,0.0663,2.25e-06,0.344,0.812,122.803,222707.0,4.0
24,Coming Around Again,['Carly Simon'],58Ga5VQlZMnCUV6ZRqf76k,0.631,0.363,5.0,-14.331,1.0,0.0336,0.632,4.64e-05,0.084,0.266,138.367,219160.0,4.0
25,Change of Heart,['Cyndi Lauper'],4Kvz5bhHNYPSaGnQ7PsTBi,0.706,0.847,1.0,-6.134,1.0,0.0831,0.226,0.000104,0.0632,0.495,119.768,264773.0,4.0
26,Touch Me (I Want Your Body),['Samantha Fox'],0z3WXu8NBUDOOLlLqFU6qT,0.63,0.84,9.0,-4.707,0.0,0.0383,0.162,7.06e-06,0.0887,0.537,104.882,225987.0,4.0
27,Falling In Love (Uh-Oh),['Miami Sound Machine'],5jwoygernfGvAuIxFSqxHp,0.723,0.484,2.0,-14.456,1.0,0.026,0.261,0.00692,0.0492,0.962,108.991,233160.0,4.0
28,You Be Illin',['Run–D.M.C.'],5m8WUAOtjHLt3y8UVPXUIm,0.966,0.791,11.0,-6.634,0.0,0.144,0.00872,0.000595,0.0176,0.513,127.57,206000.0,4.0
29,Keep Your Hands to Yourself,['The Georgia Satellites'],5tORtBzHUAnNrIw5Ql3kHZ,0.577,0.807,2.0,-9.281,1.0,0.0449,0.00233,0.000257,0.0755,0.891,114.921,205000.0,4.0
30,Two People,['Tina Turner'],4Zu3egEh8DxX4Z8mSLjf8L,0.743,0.574,10.0,-6.563,0.0,0.0289,0.267,0.000441,0.0526,0.682,89.685,249053.0,4.0
31,For Tonight,['Nancy Martinez'],6Ib6spYstXrIWT8R0jAHoF,0.808,0.751,11.0,-12.246,0.0,0.059,0.614,0.0158,0.0614,0.911,115.754,250293.0,4.0
32,Word Up,['Cameo'],7LoGfKBAaOl0nxhodJ1240,0.878,0.84,6.0,-13.105,0.0,0.064,0.0421,0.0035,0.053,0.882,116.222,260000.0,4.0
33,This Is the Time,['Billy Joel'],4nG6Z6MNbLksf2YeEHQ5Kw,0.694,0.477,10.0,-10.524,1.0,0.0268,0.586,2.99e-05,0.0812,0.369,128.26,301920.0,4.0
34,We're Ready,['Boston'],33lj1WVboFiKGLBdxOzSAl,0.344,0.497,4.0,-14.547,1.0,0.0395,0.615,0.000246,0.151,0.375,134.169,237667.0,4.0
35,Will You Still Love Me? - 2003 Remaster,['Chicago'],3dn6qXlHYAQpOqMTWxkGOR,0.493,0.573,1.0,-7.93,1.0,0.0282,0.0896,0.0,0.0413,0.473,77.126,252600.0,4.0
