,track,artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,The Monster,"['Eminem', 'Rihanna']",48RrDBpOSSl1aLVCalGl5C,0.781,0.853,1.0,-3.68,0.0,0.0715,0.0525,0.0,0.12,0.624,110.049,250189.0,4.0
1,Timber (feat. Ke$ha),"['Pitbull', 'Kesha']",3cHyrEgdyYRjgJKSOiOtcS,0.581,0.963,11.0,-4.087,1.0,0.0981,0.0295,0.0,0.139,0.788,129.992,204160.0,4.0
2,Counting Stars,['OneRepublic'],6sy3LkhNFjJWlaeSMNwQ62,0.664,0.705,1.0,-4.972,0.0,0.0382,0.0654,0.0,0.115,0.477,122.017,257840.0,4.0
3,Say Something,"['A Great Big World', 'Christina Aguilera']",6Vc5wAMmXdKIAM7WUoEb7N,0.407,0.147,2.0,-8.822,1.0,0.0355,0.857,2.89e-06,0.0913,0.0765,141.284,229400.0,3.0
4,Royals,['Lorde'],2dLLR6qlu5UJ5gk0dKz0h3,0.674,0.428,7.0,-9.504,1.0,0.122,0.121,0.0,0.132,0.337,84.878,190185.0,4.0
5,Demons,['Imagine Dragons'],3LlAyCYU26dvFZBDUIMb7a,0.505,0.71,3.0,-3.015,1.0,0.0321,0.19,0.00025,0.329,0.428,89.938,175200.0,4.0
6,Let Her Go,['Passenger'],0JmiBCpWc1IAc0et7Xm7FL,0.479,0.545,7.0,-7.346,1.0,0.0688,0.365,0.0,0.0963,0.243,74.897,252733.0,4.0
7,Wake Me Up,['Avicii'],0nrRP2bk19rLc0orkWPQk2,0.532,0.783,2.0,-5.697,1.0,0.0523,0.0038,0.0012,0.161,0.643,124.08,247427.0,4.0
8,Wrecking Ball,['Miley Cyrus'],2vwlzO0Qp8kfEtzTsCXfyE,0.53,0.422,5.0,-6.262,1.0,0.0342,0.407,0.0,0.107,0.349,119.964,221360.0,4.0
9,Story of My Life,['One Direction'],4nVBt6MZDDP6tRVdQTgxJg,0.6,0.663,3.0,-5.802,1.0,0.0477,0.225,0.0,0.119,0.286,121.07,245493.0,4.0
10,Roar,['Katy Perry'],6F5c58TMEs1byxUstkzVeM,0.554,0.772,7.0,-4.821,0.0,0.0418,0.00487,6.6e-06,0.354,0.455,179.984,223546.0,4.0
11,Drunk in Love (feat. Jay-Z),"['Beyoncé', 'JAY-Z']",6jG2YzhxptolDzLHTGLt7S,0.589,0.621,5.0,-6.902,0.0,0.0468,0.00969,0.00104,0.181,0.401,140.03,323480.0,4.0
12,"Hold On, We're Going Home","['Drake', 'Majid Jordan']",2aSC2xhRxOLiiZZVjhbylH,0.777,0.414,6.0,-7.44,0.0,0.0946,0.00421,2.73e-05,0.0724,0.287,100.002,227880.0,4.0
13,Dark Horse,"['Katy Perry', 'Juicy J']",5jrdCoLpJSvHHorevXBATy,0.645,0.585,6.0,-6.122,1.0,0.0513,0.00314,0.0,0.165,0.353,131.931,215672.0,4.0
14,Burn,['Ellie Goulding'],0xMd5bcWTbyXS7wPrBtZA6,0.559,0.777,1.0,-5.031,1.0,0.0432,0.31,0.0,0.105,0.329,87.016,231212.0,4.0
15,Do What U Want,"['Lady Gaga', 'Christina Aguilera']",5XKXMWPACPq51OiqzxenZo,0.778,0.801,9.0,-4.65,1.0,0.086,0.345,1.18e-06,0.0881,0.534,97.47,216573.0,4.0
16,Sweater Weather,['The Neighbourhood'],2QjOHCTQ1Jl3zawyYOpxh6,0.612,0.807,10.0,-2.81,1.0,0.0336,0.0495,0.0177,0.101,0.398,124.053,240400.0,4.0
17,Team,['Lorde'],3G6hD9B2ZHOsgf4WfNu7X1,0.69,0.578,6.0,-7.436,1.0,0.0929,0.167,0.0,0.305,0.416,99.961,193059.0,4.0
18,White Walls (feat. ScHoolboy Q & Hollis),"['Macklemore', 'Ryan Lewis', 'Hollis', 'ScHoolboy Q']",1MFD6gdVDjFFMM8ItH9ZhI,0.768,0.782,7.0,-5.545,1.0,0.141,0.0545,0.0,0.338,0.842,116.492,220319.0,4.0
19,23,"['Mike WiLL Made-It', 'Miley Cyrus', 'Wiz Khalifa', 'Juicy J']",20FZrLl9zSbO9b3DhaqO6M,0.859,0.599,9.0,-5.254,1.0,0.0614,0.000362,8.2e-06,0.13,0.319,140.005,252520.0,4.0
20,Pompeii,['Bastille'],3gbBpTdY8lnQwqxNCcf795,0.679,0.715,9.0,-6.383,1.0,0.0407,0.0755,0.0,0.271,0.571,127.435,214148.0,4.0
21,Stay The Night - Featuring Hayley Williams Of Paramore,"['Zedd', 'Hayley Williams']",2QtJA4gbwe1AcanB2p21aP,0.596,0.738,8.0,-3.109,1.0,0.0411,0.109,0.0,0.0947,0.461,127.961,217347.0,4.0
22,Unconditionally,['Katy Perry'],009ImBOrIUlWgla8U05RAC,0.432,0.725,7.0,-4.862,1.0,0.0431,0.00273,0.0,0.208,0.353,128.902,228879.0,4.0
23,My Hitta,"['YG', 'Jeezy', 'Rich Homie Quan']",5G47DlluL671zo0k3OhoSm,0.764,0.504,10.0,-6.781,0.0,0.106,0.135,0.0,0.143,0.678,85.545,236093.0,4.0
24,Applause,['Lady Gaga'],5ka2ajep9OAvU5Sgduhiex,0.669,0.78,7.0,-4.287,0.0,0.053,0.0265,1.63e-06,0.143,0.738,139.945,212333.0,4.0
25,All I Want for Christmas Is You,['Mariah Carey'],0bYg9bo50gSsH3LtXe2SQn,0.336,0.627,7.0,-7.463,1.0,0.0384,0.164,0.0,0.0708,0.35,150.273,241107.0,4.0
26,Blurred Lines,"['Robin Thicke', 'T.I.', 'Pharrell Williams']",0n4bITAu0Y0nigrz3MFJMb,0.853,0.599,7.0,-4.756,1.0,0.0411,0.00334,7.93e-06,0.0759,0.843,119.993,263827.0,4.0
27,Holy Grail,"['JAY-Z', 'Justin Timberlake']",37jTPJgwCCmIGMPB45jrPV,0.676,0.534,2.0,-6.901,0.0,0.0831,0.0594,8.59e-06,0.256,0.156,145.082,338413.0,4.0
28,Show Me (feat. Chris Brown),"['Kid Ink', 'Chris Brown']",4q6dqyGM25sKFU8nYAGRe4,0.711,0.508,7.0,-7.299,1.0,0.0502,0.0355,0.0,0.141,0.663,98.098,217800.0,4.0
29,Stay,['Florida Georgia Line'],3grPZ1iQg2tEdh0ZCh3HTt,0.494,0.936,1.0,-2.989,1.0,0.0418,0.0744,0.0,0.148,0.582,141.939,199320.0,4.0
30,Radioactive,['Imagine Dragons'],4G8gkOterJn0Ywt6uhqbhp,0.448,0.784,9.0,-3.686,1.0,0.0627,0.106,0.000108,0.668,0.236,136.245,186813.0,4.0
31,Love More (feat. Nicki Minaj),"['Chris Brown', 'Nicki Minaj']",2MDueMvPkUTpU6Xkmeinln,0.882,0.621,1.0,-6.652,1.0,0.0461,0.000463,0.00055,0.0784,0.487,104.954,189707.0,4.0
32,Gas Pedal,"['Sage The Gemini', 'Iamsu!']",1UMKquW1olreYO1LlLmTqi,0.843,0.538,1.0,-8.028,1.0,0.0833,0.0273,0.0,0.124,0.428,97.49,208160.0,4.0
33,Drink A Beer,['Luke Bryan'],1PoGWZbJPGmViVi7CYbDUK,0.483,0.431,8.0,-7.656,1.0,0.0343,0.836,5.19e-05,0.199,0.296,78.26,202627.0,4.0
34,Brave,['Sara Bareilles'],6Uy6K3KdmUdAfelUp0SeXn,0.551,0.836,10.0,-3.838,0.0,0.0524,0.00502,2.1e-05,0.0425,0.758,185.063,220573.0,4.0
35,It Won't Stop (feat. Chris Brown) - EP Version,"['Sevyn Streeter', 'Chris Brown']",2xRYnHQdLD9ketvC01UYYT,0.657,0.574,1.0,-9.484,0.0,0.0407,0.016,8.1e-05,0.172,0.211,119.992,281080.0,4.0
36,All Me,"['Drake', '2 Chainz', 'Big Sean']",7y911sqgHGHcyU4ivapjwi,0.67,0.515,1.0,-6.977,1.0,0.397,0.0705,0.0,0.25,0.422,122.006,270867.0,4.0
37,Rap God,['Eminem'],6or1bKJiZ06IlK0vFvY75k,0.708,0.843,7.0,-2.66,1.0,0.314,0.397,0.0,0.799,0.625,148.14,363521.0,4.0
38,Sail,['AWOLNATION'],7ueP5u2qkdZbIPN2YA6LR0,0.826,0.436,1.0,-9.583,1.0,0.0558,0.441,0.615,0.0964,0.272,119.051,259093.0,4.0
39,Whatever She's Got,['David Nail'],4PJXT82AZtlDW4Q71b43oz,0.527,0.723,1.0,-6.134,1.0,0.0411,0.217,0.0,0.037,0.888,160.465,236800.0,4.0
40,Marry Me,['Jason Derulo'],3ogtSrlbtiTamktbA0hw0E,0.568,0.631,7.0,-5.623,1.0,0.0273,0.033,0.0,0.144,0.23,105.096,225027.0,4.0
41,Safe And Sound,['Capital Cities'],6Z8R6UsFuGXGtiIxiD8ISb,0.655,0.819,0.0,-4.852,1.0,0.0316,0.000176,0.00374,0.104,0.766,117.956,192790.0,5.0
