,track,artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,TiK ToK,Ke$ha,,,,,,,,,,,,,,
1,Empire State Of Mind,Jay-Z + Alicia Keys,,,,,,,,,,,,,,
2,Bad Romance,['Lady Gaga'],0SiywuOBRcynK0uKGWdCnn,0.696,0.921,0.0,-3.755,1.0,0.0363,0.00314,5.24e-05,0.0842,0.714,119.001,294573.0,4.0
3,Replay,['Iyaz'],5vlEg2fT4cFWAqU5QptIpQ,0.706,0.751,9.0,-6.323,1.0,0.0708,0.173,0.0,0.168,0.195,91.031,182307.0,4.0
4,Fireflies,['Owl City'],3DamFFqW32WihKkTVlwTYQ,0.512,0.662,3.0,-6.797,1.0,0.0439,0.0275,0.0,0.118,0.472,180.114,228347.0,4.0
5,Sexy Chick (feat. Akon),"['David Guetta', 'Akon']",4MKzCHlZvkwJOQRNkdw4zq,0.809,0.562,11.0,-7.694,0.0,0.0534,0.0816,0.000418,0.105,0.798,130.003,194347.0,4.0
6,Whatcha Say,['Jason Derulo'],67T6l4q3zVjC5nZZPXByU8,0.615,0.711,11.0,-5.507,1.0,0.0779,0.0444,0.0,0.145,0.711,144.036,221253.0,4.0
7,Down,"['Jay Sean', 'Lil Wayne']",6cmm1LMvZdB5zsCwX5BjqE,0.727,0.68,2.0,-4.498,1.0,0.0286,0.0101,0.0,0.0821,0.728,132.012,212507.0,4.0
8,Meet Me Halfway (Made Famous by Black Eyed Peas),['The Pop Heroes'],4BKKOpYUypuaDG8z2IvZnE,0.774,0.574,11.0,-6.848,0.0,0.0633,0.0113,0.0,0.11,0.42,130.017,286615.0,4.0
9,3,['Britney Spears'],6pymOcrCnMuCWdgGVTvUgP,0.697,0.709,5.0,-1.917,0.0,0.0455,0.0452,0.0,0.138,0.787,134.91,213173.0,4.0
10,Hard,"['Rihanna', 'Jeezy']",3YJkAQNEhmCZGLdmPsu6Ye,0.31,0.746,1.0,-3.599,1.0,0.111,0.0121,0.0,0.649,0.163,182.032,250600.0,4.0
11,BedRock,"['Young Money', 'Lloyd']",3iL2l5gUqyPS6vDwJFgJTR,0.733,0.664,8.0,-6.163,1.0,0.295,0.102,0.0,0.191,0.557,148.005,288133.0,4.0
12,How Low,['Ludacris'],1WtTLtofvcjQM3sXSMkDdX,0.785,0.498,1.0,-6.977,1.0,0.0533,0.00248,1.23e-06,0.224,0.418,143.96,201587.0,4.0
13,Do You Remember,"['Jay Sean', 'Sean Paul', 'Lil Jon']",6A5NlmBCsCGbJ27jHQgKV5,0.854,0.674,11.0,-4.896,1.0,0.0705,0.0204,0.0,0.101,0.818,125.845,210800.0,4.0
14,Paparazzi,['Lady Gaga'],7Hqig8kp32q2Ire3ECQvWM,0.762,0.692,5.0,-3.973,0.0,0.0438,0.113,0.0,0.094,0.397,114.906,208307.0,4.0
15,Forever,"['Drake', 'Kanye West', 'Lil Wayne', 'Eminem']",6HSqyfGnsHYw9MmIpa9zlZ,0.415,0.926,5.0,-1.304,0.0,0.374,0.253,0.0,0.256,0.542,158.423,357347.0,4.0
16,Sweet Dreams,['Beyoncé'],1FKxKGONukVFXWVJxAKmlz,0.694,0.825,1.0,-5.986,1.0,0.111,0.0895,1.86e-05,0.0618,0.788,121.949,208067.0,4.0
17,Already Gone,['Kelly Clarkson'],4fq2YUONcgrCJ2SPndSeKC,0.209,0.872,9.0,-2.996,1.0,0.0757,0.217,0.0,0.0768,0.294,78.139,281560.0,4.0
18,Party In The U.S.A.,['Miley Cyrus'],5Q0Nhxo0l2bP3pNjpGJwV1,0.652,0.698,10.0,-4.667,0.0,0.042,0.00112,0.000115,0.0886,0.47,96.021,202067.0,4.0
19,I Gotta Feeling (Made Famous by Black Eyed Peas),['The Future Hit Makers'],43tkOOLjwcgCQNwv0uQyZQ,0.73,0.52,7.0,-8.574,1.0,0.0451,0.000716,0.89,0.0672,0.152,127.989,247500.0,4.0
20,Need You Now,['Lady A'],11EX5yhxr9Ihl3IN1asrfK,0.587,0.622,4.0,-5.535,1.0,0.0303,0.0927,0.000636,0.2,0.231,107.943,277573.0,4.0
21,You Belong With Me,['Taylor Swift'],3GCL1PydwsLodcpv0Ll1ch,0.687,0.783,6.0,-4.44,1.0,0.0386,0.162,1.35e-05,0.114,0.443,129.964,231133.0,4.0
22,Two Is Better Than One (feat. Taylor Swift),"['Boys Like Girls', 'Taylor Swift']",1MaqkdFNIKPdpQGDzme5ss,0.521,0.702,0.0,-5.189,1.0,0.0331,0.189,0.0,0.0962,0.25,127.976,242840.0,4.0
23,I Can Transform Ya (feat. Swizz Beatz & Lil' Wayne),"['Chris Brown', 'Swizz Beatz', 'Lil Wayne']",7n6TT5TDeS0A1DqEtSdapf,0.541,0.953,5.0,-4.229,1.0,0.107,0.048,0.0,0.192,0.856,111.378,228640.0,5.0
24,Use Somebody,['Kings of Leon'],5VGlqQANWDKJFl0MBG3sg2,0.276,0.715,0.0,-5.356,1.0,0.0432,0.00552,0.000417,0.201,0.173,137.028,230760.0,4.0
25,Money To Blow - Street Version,"['Birdman', 'Lil Wayne', 'Drake']",4gaz3uvhKgO078XcdzyPsl,0.709,0.579,6.0,-8.686,1.0,0.063,0.00934,0.0,0.353,0.697,133.028,258587.0,4.0
26,Try Sleeping with a Broken Heart,['Alicia Keys'],1yK9LISg5uBOOW5bT2Wm0i,0.496,0.821,5.0,-5.155,1.0,0.112,0.158,0.246,0.13,0.549,110.977,249013.0,5.0
27,Evacuate The Dancefloor - Radio Edit,['Cascada'],360ZhWvMnyXKYFG9Mqsm89,0.76,0.696,0.0,-5.811,1.0,0.0491,0.0195,0.0,0.278,0.903,127.029,205884.0,4.0
28,Hell Breaks Loose,"['Eminem', 'Dr. Dre']",0FXfAepEmqVCMnvOpb8Hoj,0.57,0.883,10.0,-3.099,0.0,0.219,0.129,0.0,0.0949,0.911,78.887,244160.0,4.0
29,Fifteen (Taylor’s Version),['Taylor Swift'],2nqio0SfWg6gh2eCtfuMa5,0.559,0.646,7.0,-4.61,1.0,0.0272,0.116,0.0,0.32,0.289,95.466,294419.0,4.0
30,Tie Me Down (feat. Ray J),"['New Boyz', 'Ray J']",4faiJXyBflUVVOOE9fxbeg,0.42,0.787,8.0,-4.467,1.0,0.294,0.0104,0.0,0.198,0.38,97.967,178808.0,4.0
31,"Hey, Soul Sister",['Train'],4HlFJV71xXKIGcU3kRyttv,0.673,0.886,1.0,-4.44,0.0,0.0431,0.185,0.0,0.0826,0.795,97.012,216773.0,4.0
32,Live Like We're Dying,['Kris Allen'],1HfxPaJggVwFsvOtHbVzMz,0.589,0.893,0.0,-2.948,1.0,0.0397,0.0273,0.0,0.343,0.94,92.011,212507.0,4.0
33,Say Aah (feat. Fabolous),"['Trey Songz', 'Fabolous']",2fQ6sBFWaLv2Gxos4igHLy,0.724,0.87,1.0,-3.614,0.0,0.113,0.00453,0.0,0.833,0.81,93.01,207547.0,4.0
34,Gangsta Luv,"['Snoop Dogg', 'The-Dream']",1E8wif6bVXurUgxV8Gfwrw,0.59,0.735,2.0,-4.924,1.0,0.297,0.0277,0.0,0.0818,0.398,102.076,256547.0,4.0
35,Baby By Me,"['50 Cent', 'Ne-Yo']",1x075F39Q0zOhjPzPKgG8E,0.611,0.827,0.0,-4.665,0.0,0.0876,0.0045,0.0132,0.0283,0.355,190.058,213360.0,4.0
36,Run This Town,"['JAY-Z', 'Rihanna', 'Kanye West']",7LR85XLWw2yXqKBSI5brbG,0.632,0.924,1.0,-1.802,1.0,0.29,0.281,0.0,0.263,0.441,86.844,267520.0,4.0
37,Telephone,"['Lady Gaga', 'Beyoncé']",7rl7ao5pb9BhvAzPdWStxi,0.825,0.832,5.0,-5.853,0.0,0.0403,0.00587,0.000789,0.114,0.713,122.021,220627.0,4.0
38,Cowboy Casanova,['Carrie Underwood'],6OqdF0vHI9xkqswI7EK0cD,0.597,0.82,5.0,-2.529,1.0,0.0582,0.0328,0.0,0.119,0.576,119.969,236787.0,4.0
39,Give It up to Me (feat. Lil Wayne),"['Shakira', 'Lil Wayne']",5lR4YDKdhJUkGUYMrMRx43,0.841,0.729,5.0,-6.311,0.0,0.0705,0.446,0.0,0.122,0.688,115.982,183573.0,4.0
40,According To You,['Orianthi'],72phhQtfwZcRweweRxxkmU,0.619,0.917,5.0,-2.582,1.0,0.0507,0.0233,1.21e-05,0.0986,0.552,131.002,200347.0,4.0
41,I Invented Sex (feat. Drake),"['Trey Songz', 'Drake']",1Ug1mV9h5qVSs4rvvnQWux,0.69,0.76,0.0,-4.778,1.0,0.0587,0.0678,0.0,0.184,0.468,89.958,247933.0,4.0
42,I Don't Want This Night To End,['Luke Bryan'],0cV4xwUA4ue2deqq4CZFko,0.616,0.728,9.0,-4.02,0.0,0.0278,0.0275,0.0,0.228,0.375,111.934,219973.0,4.0
43,Fallin' For You,['Colbie Caillat'],1le5KVGTF1xWf2aUj7ruLy,0.644,0.834,4.0,-6.473,1.0,0.0275,0.156,0.0,0.112,0.593,117.043,215547.0,4.0
44,Consider Me Gone,['Reba McEntire'],0fNCLvSVUEK7NTwhu5vk5B,0.587,0.732,8.0,-3.851,1.0,0.0296,0.098,0.0,0.0917,0.453,97.031,218053.0,4.0
45,If You Only Knew,['Shinedown'],0CkSF2TAqIu8TJaVwwAOnT,0.449,0.956,9.0,-4.011,0.0,0.0398,0.000347,0.0,0.325,0.321,97.011,226640.0,4.0
46,One Time,['Justin Bieber'],6eDApnV9Jdb1nYahOlbbUh,0.691,0.853,1.0,-2.528,0.0,0.0372,0.0631,7.13e-05,0.082,0.762,145.999,215867.0,4.0
47,The Truth,['Jason Aldean'],25rV6ArwFMht49oONoqSLQ,0.496,0.577,9.0,-5.305,1.0,0.0257,0.234,2.4e-06,0.109,0.381,143.014,238413.0,4.0
48,It Kills Me,['Melanie Fiona'],6qU37BgVfPhpb2rhYzZWrF,0.618,0.764,8.0,-4.375,1.0,0.0411,0.228,0.0,0.0972,0.479,107.452,250413.0,4.0
49,Southern Voice,['Tim McGraw'],1R9tieT3ZujuJ77a9U5wR3,0.63,0.877,9.0,-4.106,1.0,0.0321,0.0446,0.0,0.113,0.758,112.051,242427.0,4.0
50,Spotlight (feat. Usher),"['Gucci Mane', 'Usher']",4LvH604nVCMVGlNbjx3Gnk,0.781,0.784,10.0,-5.047,0.0,0.13,0.0774,0.0,0.365,0.738,125.029,233747.0,4.0
51,White Liar,['Miranda Lambert'],08NPIspzvBNj88lHalgA4V,0.35,0.777,10.0,-4.33,1.0,0.0336,0.0499,0.000738,0.413,0.42,185.046,287760.0,4.0
52,Russian Roulette,['Rihanna'],3rMsX63C0IZVnOT5LGYoTH,0.48,0.486,6.0,-5.754,0.0,0.0447,0.046,0.0,0.107,0.265,80.051,227533.0,4.0
53,Smile,['Uncle Kracker'],4ZC8hXXqu2hPcDLw9QTdtQ,0.541,0.812,4.0,-3.764,1.0,0.0336,0.203,0.0,0.42,0.607,141.056,201627.0,4.0
54,Empire State of Mind (Part II) Broken Down,['Alicia Keys'],5sra5UY6sD658OabHL3QtI,0.484,0.368,6.0,-7.784,1.0,0.0341,0.74,3.82e-05,0.118,0.142,92.923,216480.0,4.0
55,Uprising,['Muse'],4VqPOruhp5EdPBeR92t6lQ,0.602,0.905,2.0,-4.046,1.0,0.0775,0.000202,0.064,0.117,0.411,128.019,304840.0,4.0
56,I Wanna Make You Close Your Eyes,['Dierks Bentley'],0V6Na986SNXm1CpreVF56E,0.599,0.61,1.0,-5.745,1.0,0.0232,0.104,4.83e-05,0.115,0.359,95.979,239119.0,4.0
