,track,artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,Low (feat. T-Pain),"['Flo Rida', 'T-Pain']",0CAfXk7DXMnon4gLudAp7J,0.918,0.609,10.0,-5.64,0.0,0.0791,0.0928,0.0,0.139,0.304,128.008,231400.0,4.0
1,No One,['Alicia Keys'],6IwKcFdiRQZOWeYNhUiWIv,0.644,0.549,1.0,-5.415,0.0,0.0285,0.0209,8.85e-06,0.134,0.167,90.04,253813.0,4.0
2,Apologize,"['Timbaland', 'OneRepublic']",6ucR4KfvsBFWCMVFDvyKKl,0.653,0.604,8.0,-6.017,1.0,0.0278,0.0292,0.0,0.097,0.101,118.016,184400.0,4.0
3,Kiss Kiss (feat. T-Pain),"['Chris Brown', 'T-Pain']",3wKKkGVn7cVSfgPeYYIiXG,0.729,0.658,10.0,-3.386,0.0,0.225,0.0506,0.0,0.0693,0.551,140.043,250667.0,3.0
4,Clumsy,['Fergie'],50xeLNGKmskmYUSINhqvfa,0.731,0.563,2.0,-4.046,1.0,0.131,0.191,0.00042,0.296,0.452,184.009,240427.0,4.0
5,Paralyzer,['Finger Eleven'],28IEbk5a7twNTbUEvWslUb,0.644,0.939,11.0,-3.486,0.0,0.0456,0.157,0.0,0.233,0.861,106.031,208107.0,4.0
6,Bubbly,['Colbie Caillat'],0rFOs9paloAvEtzwDX1Kmc,0.697,0.474,9.0,-6.663,1.0,0.0351,0.603,0.0,0.11,0.249,127.904,196280.0,4.0
7,Tattoo,['Jordin Sparks'],3Ui2jdyxbZQrZohfM0NOgG,0.566,0.766,2.0,-5.036,1.0,0.0399,0.431,0.0,0.101,0.547,168.005,233467.0,4.0
8,Love Song,['Sara Bareilles'],4E6cwWJWZw2zWf7VFbH7wf,0.583,0.786,2.0,-3.142,0.0,0.0301,0.0208,0.0,0.188,0.573,123.055,258827.0,4.0
9,Hate That I Love You,"['Rihanna', 'Ne-Yo']",7iu0WYLdo4yksKf3seaxzI,0.637,0.73,5.0,-5.38,0.0,0.0874,0.323,0.0,0.0981,0.732,93.867,218947.0,4.0
10,Crank That (Soulja Boy),['Soulja Boy'],66TRwr5uJwPt15mfFkzhbi,0.736,0.74,0.0,-2.18,1.0,0.0786,0.515,0.0,0.0468,0.803,140.141,221933.0,4.0
11,"Sweetest Girl (Dollar Bill) (feat. Akon, Lil' Wayne & Niia)","['Wyclef Jean', 'Akon', 'Lil Wayne', 'Niia']",4liGjmhCupa7RP9JaQELYx,0.733,0.744,1.0,-3.51,1.0,0.0553,0.0772,0.0,0.341,0.529,92.515,241133.0,4.0
12,Cyclone (feat. T-Pain) - Main,"['Baby Bash', 'T-Pain']",0x1LCpY9Rgeq97VPajm81B,0.644,0.725,11.0,-4.618,1.0,0.0701,0.0112,0.0,0.146,0.584,77.977,222053.0,4.0
13,Good Life,"['Kanye West', 'T-Pain']",14blxrgE0VWAgv5aF2wWmx,0.439,0.808,1.0,-6.881,1.0,0.346,0.00305,0.0,0.439,0.487,82.962,207000.0,4.0
14,Take You There,['Sean Kingston'],6AdLyvisRKHLAwARaZMGr6,0.752,0.921,5.0,-4.321,0.0,0.0696,0.0182,0.0,0.256,0.634,115.033,236693.0,4.0
15,With You,['Chris Brown'],5Lgcn7u07bHuqbOtXkN62u,0.662,0.693,3.0,-4.298,1.0,0.0698,0.134,0.0,0.145,0.655,86.009,252120.0,4.0
16,Hypnotized (feat. Akon),"['Plies', 'Akon']",3LN41NUdHkyNqQhi9gExMm,0.84,0.571,10.0,-7.421,1.0,0.0797,0.16,0.0,0.406,0.617,116.59,188493.0,4.0
17,Love Like This (feat. Sean Kingston),"['Natasha Bedingfield', 'Sean Kingston']",49ppqF73rOz5Nyt1paRxIF,0.781,0.791,7.0,-3.903,0.0,0.0468,0.145,0.0,0.127,0.902,76.998,222293.0,4.0
18,Like You'll Never See Me Again,['Alicia Keys'],3JHDtmFdX9kdx9wz0md98U,0.562,0.657,7.0,-8.074,1.0,0.0315,0.173,0.000272,0.102,0.266,127.808,315360.0,4.0
19,Stronger,['Kanye West'],4fzsfWzRhPawzqhX8Qt9F3,0.617,0.717,10.0,-7.858,0.0,0.153,0.00564,0.0,0.408,0.49,103.992,311867.0,4.0
20,Piece of Me,['Britney Spears'],2EvwLVrnYbCZEG6Kx5DCRy,0.769,0.638,11.0,-5.054,1.0,0.216,0.0902,0.0,0.0857,0.782,115.007,212107.0,4.0
21,Just Fine,['Mary J. Blige'],33vzOPcd9FRirYGlCu32x4,0.923,0.795,11.0,-3.61,0.0,0.117,0.0394,0.000565,0.101,0.588,123.021,242133.0,4.0
22,Teardrops On My Guitar - Radio Single Remix,['Taylor Swift'],7zMcNqs55Mxer82bvZFkpg,0.621,0.417,10.0,-6.941,1.0,0.0231,0.288,0.0,0.119,0.289,99.953,203040.0,4.0
23,Can't Help but Wait,['Trey Songz'],5k3VjTwIsOjQ2woGz3Yx71,0.699,0.699,8.0,-5.564,0.0,0.0737,0.358,0.0,0.0912,0.611,94.977,206413.0,4.0
24,The Way I Are,"['Timbaland', 'Keri Hilson', 'D.O.E.']",2bLqfJjuC5syrsgDsZfGmn,0.731,0.807,3.0,-6.492,0.0,0.1,0.181,0.751,0.319,0.765,114.759,179120.0,4.0
25,Our Song,['Taylor Swift'],15DeqWWQB4dcEWzJg15VrN,0.668,0.672,2.0,-4.931,1.0,0.0303,0.111,0.0,0.329,0.539,89.011,201107.0,4.0
26,Sensual Seduction,['Snoop Dogg'],1wva1IlWLDNLgwipUWcmjy,0.756,0.829,11.0,-3.973,1.0,0.0682,0.003,3.46e-05,0.0578,0.504,120.163,245520.0,4.0
27,Shadow of the Day,['Linkin Park'],0OYcEfskah1egYHjYRvbg1,0.534,0.393,11.0,-7.813,1.0,0.0292,0.00479,0.0107,0.107,0.0641,110.007,290360.0,4.0
28,Duffle Bag Boy,"['Playaz Circle', 'Lil Wayne']",5l53XkYN5rTYmdJ0P2GKFT,0.613,0.835,3.0,-4.051,0.0,0.177,0.106,0.0,0.14,0.684,143.876,258273.0,4.0
29,How Far We've Come,['Matchbox Twenty'],0gbLfFlEyVHiKzlZIb0gce,0.566,0.906,0.0,-5.092,1.0,0.0642,0.00452,0.0,0.21,0.787,83.0,212253.0,4.0
30,Misery Business,['Paramore'],6SpLc7EXZIPpy0sVko0aoU,0.517,0.906,1.0,-3.677,1.0,0.0735,0.00272,9.26e-06,0.113,0.731,172.977,211520.0,4.0
31,I Don't Wanna Be In Love (Dance Floor Anthem),['Good Charlotte'],36UVZPoK8a1Oxh13cY8kOp,0.64,0.884,6.0,-2.609,1.0,0.0428,0.0226,0.0,0.187,0.573,124.968,244000.0,4.0
32,Into the Night (feat. Chad Kroeger),"['Santana', 'Chad Kroeger']",5Hv1QAbRWrUSUHaT0CmnMS,0.595,0.844,7.0,-4.678,1.0,0.0331,0.0137,0.0,0.234,0.603,127.981,222440.0,4.0
33,Don't Stop The Music,['Rihanna'],0ByMNEPAPpOR5H69DVrTNy,0.835,0.669,6.0,-5.582,0.0,0.0643,0.0336,6.92e-05,0.0535,0.542,122.668,267080.0,4.0
34,Suffocate - Superclean,['J. Holiday'],3nJjIYchBNkYm7B8XfJf5N,0.458,0.445,9.0,-8.391,0.0,0.361,0.64,0.0,0.118,0.447,82.82,220053.0,5.0
35,Flashing Lights,"['Kanye West', 'Dwele']",31I3Rt1bPa2LrE74DdNizO,0.639,0.628,6.0,-7.578,0.0,0.0399,0.0381,0.0,0.386,0.43,90.482,237507.0,4.0
36,Over You,['Daughtry'],2R5uY1gbIKzGB1yAOH067s,0.425,0.922,3.0,-2.6,1.0,0.0412,0.0174,0.0,0.104,0.564,156.045,204661.0,4.0
37,I'm So Hood,"['DJ Khaled', 'T-Pain', 'Rick Ross', 'Plies', 'Trick Daddy']",5WyT4OJkN8FlIeTIPWI5xq,0.721,0.88,9.0,-3.18,0.0,0.0792,0.0189,0.0,0.246,0.518,130.975,255400.0,4.0
38,Big Girls Don't Cry (Personal),['Fergie'],3Q4WeJmzxuDpzMu9QjQqbM,0.708,0.641,7.0,-4.296,1.0,0.0335,0.205,0.0,0.0945,0.253,113.082,268120.0,4.0
39,Wake Up Call,['Maroon 5'],1zqllQUMCgMaInr0CzFVll,0.632,0.949,4.0,-2.671,0.0,0.0593,0.0302,0.0,0.0871,0.969,164.118,201307.0,4.0
40,Girlfriend,"['Bow Wow', 'Omarion']",4yDKPeWA3rJiCNbPALWJjN,0.725,0.795,7.0,-5.291,1.0,0.205,0.113,0.0,0.258,0.852,75.012,284827.0,4.0
41,Pop Bottles - Main,"['Birdman', 'Lil Wayne']",1kEp3Po9RUPm11N5ITOUWx,0.534,0.813,9.0,-5.902,1.0,0.406,0.0695,0.0,0.606,0.548,149.613,205133.0,4.0
42,Until The End Of Time,Justin Timberlake Duet With Beyonce,,,,,,,,,,,,,,
43,Stay,['Sugarland'],0jn2XqaHliEpWd04ZykIHy,0.549,0.284,4.0,-8.383,1.0,0.0388,0.774,0.0,0.105,0.389,135.632,284427.0,4.0
