,track,artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,Another Day in Paradise - 2016 Remaster,['Phil Collins'],1NCuYqMc8hKMb4cpNTcJbD,0.78,0.565,3.0,-7.32,0.0,0.0306,0.736,0.00269,0.063,0.365,101.967,322133.0,4.0
1,Rhythm Nation,['Janet Jackson'],4nTYxxF8iWBq54LO3dBUie,0.633,0.931,1.0,-7.752,1.0,0.0686,0.0504,0.109,0.375,0.676,109.116,330933.0,4.0
2,Don't Know Much (with Aaron Neville),"['Linda Ronstadt', 'Aaron Neville']",5z3ZDMP02xF33yCvPFnct3,0.401,0.285,11.0,-11.005,1.0,0.0327,0.657,1.13e-05,0.158,0.267,130.465,211973.0,4.0
3,Pump Up The Jam,['Technotronic'],21qnJAMtzC6S5SESuqQLEK,0.885,0.844,10.0,-9.225,0.0,0.0733,0.0147,4.49e-06,0.0494,0.715,124.602,320307.0,4.0
4,With Every Beat of My Heart,['Taylor Dayne'],3hK26G5cYhJ9KjcUy1aBRk,0.773,0.893,5.0,-4.768,1.0,0.034,0.0827,2.25e-06,0.0984,0.971,121.37,262480.0,4.0
5,How Am I Supposed to Live Without You,['Michael Bolton'],3RMeOetCdXttthQK0clPuz,0.541,0.44,10.0,-12.206,1.0,0.031,0.191,0.0,0.114,0.232,140.273,255667.0,4.0
6,This One's for the Children,['New Kids On The Block'],78bDGxqn2KF2VU1G3Kz6J0,0.594,0.421,7.0,-13.707,0.0,0.0312,0.198,0.0,0.0832,0.637,74.041,238467.0,4.0
7,Just Like Jesse James,['Cher'],5JGdpqo9wrRtOZtui5GShI,0.4,0.563,8.0,-10.233,1.0,0.0307,0.17,0.0,0.133,0.442,138.006,245733.0,4.0
8,We Didn't Start the Fire,['Billy Joel'],3Cx4yrFaX8CeHwBMReOWXI,0.712,0.967,7.0,-5.206,1.0,0.047,0.0771,0.0,0.356,0.895,145.024,287733.0,4.0
9,Everything,['Jody Watley'],5p4xF15jnsw1rfi55Gv1lU,0.57,0.692,0.0,-9.551,1.0,0.0303,0.584,0.0112,0.203,0.693,163.972,255413.0,4.0
