,track,artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,Un-Break My Heart,['Toni Braxton'],5Ihd9HrPvOADyVoonH9ZjB,0.625,0.426,2,-8.4,0,0.0271,0.412,0,0.116,0.112,110.021,270333,4
1,I Believe I Can Fly,['R. Kelly'],2RzJwBCXsS1VnjDm2jKKAa,0.55,0.444,7,-7.588,1,0.0292,0.241,0,0.187,0.0438,120.179,320667,4
2,Don't Let Go (Love),['En Vogue'],06TuMCjDEYjTOJScCRzmjf,0.618,0.688,5,-5.867,0,0.0477,0.409,6.32E-06,0.3,0.561,78.311,291880,4
3,No Diggity,"['Blackstreet', 'Dr. Dre', 'Queen Pen']",6MdqqkQ8sSC0WB4i8PyRuQ,0.867,0.646,1,-4.674,0,0.288,0.303,0,0.279,0.67,88.634,304600,4
4,Nobody (feat. Athena Cage),"['Keith Sweat', 'Athena Cage']",4SF1747p541umnykBp352Q,0.699,0.492,9,-9.449,0,0.0318,0.484,0,0.0482,0.388,117.907,264773,4
5,I Believe In You And Me - Film Version,['Whitney Houston'],1kwNHkKXJ4c4MchgATAOBJ,0.434,0.268,1,-11.52,0,0.0355,0.785,0,0.0881,0.121,119.804,241960,4
6,Mouth,['Merril Bainbridge'],11Ki2bHWXTEug0DAfKcDDD,0.695,0.499,1,-9.201,1,0.218,0.702,5.85E-05,0.154,0.78,175.896,205733,4
7,I'm Still In Love With You,['New Edition'],46LEQkbfPT5x2ZanS3STg5,0.741,0.519,8,-4.683,0,0.0351,0.426,0,0.318,0.418,134.294,279667,4
8,I Finally Found Someone (feat. Bryan Adams),"['Barbra Streisand', 'Bryan Adams']",2WthqeuPLwn0CHwCMrlt6L,0.568,0.224,6,-15.069,1,0.0296,0.677,0,0.127,0.0709,138.964,221973,4
9,Macarena,['Los Del Rio'],4oaj36KzXRgDg4McgcTsZK,0.927,0.721,8,-12.561,1,0.0908,0.422,4.36E-05,0.0422,0.965,103.018,249382,4
10,It's All Coming Back to Me Now,['Céline Dion'],5EQzuYfTZt7B2LqlvTF49l,0.384,0.438,0,-9.149,1,0.0362,0.753,0,0.101,0.287,87.903,456867,4
11,Pony,['Ginuwine'],6mz1fBdKATx6qP4oP1I65G,0.749,0.605,8,-9.359,0,0.086,0.00186,0.0381,0.115,0.966,142.024,251733,4
12,Fly Like an Eagle,['Seal'],2gYnjDEz020IZvYcyTLWck,0.63,0.692,7,-8.377,1,0.0497,0.00414,4.26E-05,0.0817,0.574,97.096,253773,4
13,Last Night,['Az Yet'],2mj1Z5bqu0UfW4o4a7UxpW,0.555,0.543,3,-8.874,0,0.0272,0.428,0,0.105,0.359,164.021,269027,4
14,When You Love a Woman,['Journey'],4b79AEQyxEVoiGMyBUv0io,0.514,0.514,1,-5.82,1,0.0275,0.253,0,0.258,0.218,132.145,246987,4
