,track,artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,Hero,['Mariah Carey'],4FCb4CUbFCMNRkI6lYc1zI,0.501,0.378,4.0,-9.37,1.0,0.029,0.735,0.0,0.119,0.178,119.987,257733.0,4.0
1,Together Again,['Janet Jackson'],1GrikfH0jDejDvrxo84n4P,0.873,0.593,7.0,-8.942,1.0,0.103,0.078,0.00697,0.104,0.495,123.091,301200.0,4.0
2,All That She Wants,['Ace of Base'],6kWJvPfC4DgUpRsXKNa9z9,0.798,0.625,11.0,-9.689,1.0,0.0548,0.00547,7.98e-05,0.103,0.858,93.764,211213.0,4.0
3,"All For Love - From ""The Three Musketeers""","['Bryan Adams', 'Sting', 'Rod Stewart']",035aFnfIrO25Hy4PRP6GC7,0.408,0.569,2.0,-6.237,1.0,0.029,0.19,0.0,0.126,0.146,74.835,283707.0,4.0
4,I'd Do Anything For Love (But I Won't Do That) - Single Edit,['Meat Loaf'],391CwgcBxvUHmEKda2b5In,0.419,0.672,2.0,-6.353,1.0,0.092,0.623,0.0,0.412,0.304,105.212,316467.0,4.0
5,Breathe Again,['Toni Braxton'],1xFliXOpcu7E89AsDAZ7JV,0.689,0.677,0.0,-6.36,1.0,0.0326,0.0697,0.0,0.0877,0.259,153.922,269173.0,4.0
6,Gangsta Lean,['DRS'],7FsrQ9ioJZuTJ9S1ANyl0d,0.742,0.258,3.0,-11.885,0.0,0.0339,0.451,0.0,0.0926,0.476,82.576,322142.0,3.0
7,Who Am I (What's My Name)?,['Snoop Dogg'],12CdB878c6n94tTlNfPcCv,0.692,0.833,7.0,-3.974,1.0,0.0492,0.000136,1.98e-05,0.515,0.692,96.814,246320.0,4.0
8,Said I Loved You...But I Lied,['Michael Bolton'],2nfMrwg3aRhSAv4HX7IzJL,0.547,0.569,10.0,-8.644,1.0,0.0271,0.189,7.05e-06,0.156,0.432,159.713,304867.0,4.0
9,Shoop,['Salt-N-Pepa'],0Pu71wxadDlB8fJXfjIjeJ,0.939,0.675,0.0,-7.232,1.0,0.211,0.0915,0.0,0.0565,0.795,96.918,248573.0,4.0
10,Whoomp! There It Is,['Tag Team'],70jtZsS59vhmyZSsln0std,0.8,0.639,4.0,-7.406,0.0,0.0439,0.00123,0.0,0.0803,0.45,129.443,226027.0,4.0
11,Please Forgive Me,['Bryan Adams'],1HDaENkQhUMm16pjdxZvHn,0.587,0.456,9.0,-7.011,1.0,0.0262,0.516,0.0,0.104,0.144,134.11,355640.0,4.0
12,Can We Talk,['Tevin Campbell'],6a5jHgwqYMk9wlYJYfs3c9,0.658,0.711,2.0,-7.424,0.0,0.0425,0.0759,1.77e-05,0.0446,0.614,172.365,284587.0,4.0
13,Keep Ya Head Up,['2Pac'],0XRbYXQUymj9SJkrr8YK5B,0.598,0.732,4.0,-7.013,1.0,0.425,0.144,0.0,0.508,0.595,172.329,262507.0,4.0
14,Just Kickin' It,['Xscape'],51RvCRzeTqoQgdOBgcpHtT,0.694,0.365,1.0,-12.294,0.0,0.0635,0.054,3.43e-05,0.401,0.693,80.904,204133.0,4.0
15,Linger,['The Cranberries'],0gEyKnHvgkrkBM6fbeHdwK,0.439,0.434,7.0,-14.918,1.0,0.0265,0.0783,4.87e-05,0.14,0.204,94.845,274707.0,4.0
16,Getto Jam,['Domino'],2mGxDOaHdBWnJY7V0In8Vx,0.802,0.547,9.0,-12.085,1.0,0.131,0.0312,1.34e-06,0.326,0.492,86.576,259280.0,4.0
17,Cry For You,['Jodeci'],3RNvMhYFEwpCgPnDGKR5MB,0.65,0.496,5.0,-12.349,0.0,0.0331,0.305,0.0,0.33,0.576,115.775,300907.0,4.0
18,Because the Night - Live Unplugged,"['10,000 Maniacs']",5VzvK7YiwWbRePA2JOzhYq,0.408,0.79,11.0,-8.138,0.0,0.103,0.26,0.00027,0.765,0.347,122.624,223373.0,4.0
19,Mr. Vain - Original Radio Edit,['Culture Beat'],4ih3dyFZoeTdaeJW9mPbOI,0.703,0.997,9.0,-7.666,0.0,0.0399,0.0726,0.0235,0.123,0.391,132.872,257467.0,4.0
20,Never Keeping Secrets,['Babyface'],7L06pF5o819jflseQ4Wde5,0.693,0.648,11.0,-6.411,0.0,0.0248,0.0949,0.0,0.14,0.319,113.117,293267.0,4.0
21,The Power of Love,['Céline Dion'],5kK1Iru9ogP3Iy1zsANU1n,0.546,0.519,8.0,-9.072,1.0,0.0291,0.36,0.00046,0.24,0.247,140.054,342400.0,4.0
22,I Can See Clearly Now,['Jimmy Cliff'],7aJZxI6TVdIvQSuWxQ4rqp,0.799,0.662,7.0,-8.585,1.0,0.0347,0.00482,0.000505,0.0484,0.717,120.082,196000.0,4.0
23,"What Is Love - 7"" Mix",['Haddaway'],2IHaGyfxNoFPLJnaEg4GTs,0.683,0.772,7.0,-7.907,0.0,0.0311,0.0222,0.0149,0.203,0.737,123.871,270373.0,4.0
24,Hey Mr. D.J. - Original Mix - Edit,['Zhané'],7tklytz84iS8vnUJrBRSVj,0.865,0.645,2.0,-6.939,1.0,0.071,0.0836,0.00117,0.109,0.89,101.313,255027.0,4.0
25,Come Baby Come,['K7'],0Y6z0WSMQpTpj4kQArPnmK,0.832,0.726,11.0,-7.739,0.0,0.191,0.0283,0.0,0.0468,0.548,106.118,239733.0,4.0
26,Sex Me (Part I) / Sex Me (Part II),['R. Kelly'],2cTOlcHulTsu9i0JjLgI42,0.709,0.475,1.0,-10.824,1.0,0.131,0.116,0.0,0.208,0.527,125.819,687493.0,4.0
