,track,artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,Candle In The Wind 1997,['Elton John'],3DUcaEvPO72PijivCjtZcU,0.45,0.311,4,-8.175,1,0.0314,0.977,0.00713,0.167,0.367,125.648,250107,4
1,Been Around The World,Puff Daddy & The Family (Feat. The Notorious B.I.G. & Mase),1siDRjAa8MdxNoCHTiiQ7B,0.815,0.529,6,-10.117,0,0.28,0.0191,0,0.406,0.73,99.439,325933,4
2,How Do I Live,['LeAnn Rimes'],7BD50ATrF3Vab5FQy7vtK8,0.577,0.462,2,-7.989,1,0.0279,0.128,0,0.0822,0.258,128.303,266973,4
3,Together Again,['Janet Jackson'],1GrikfH0jDejDvrxo84n4P,0.873,0.593,7,-8.942,1,0.103,0.078,0.00697,0.104,0.495,123.091,301200,4
4,My Body,['LSG'],6PyLw3l6ndolBrTPQp3Ibm,0.721,0.431,1,-6.633,1,0.045,0.244,0,0.0886,0.318,119.76,247133,4
5,You Make Me Wanna...,['Usher'],47TqCCnEliDp8NRDyIQoQq,0.761,0.639,5,-7.577,0,0.0539,0.0359,0,0.0945,0.922,164.088,219120,4
6,Truly Madly Deeply,['Savage Garden'],013AWvizllIUEC2FOBzOnh,0.555,0.698,0,-8.874,1,0.0287,0.403,0,0.0851,0.816,168.12,277267,4
7,Feel so Good,['Mase'],7hfRrdFJgFKK3cJ4rmkecE,0.821,0.703,11,-8.464,0,0.24,0.192,0,0.0816,0.536,105.154,203627,4
8,A Song For Mama,['Boyz II Men'],6FuJokk9FHx0E00SZ8ib8X,0.569,0.44,7,-8.948,1,0.035,0.471,0,0.143,0.151,75.001,303373,4
9,Show Me Love - Radio Version,['Robyn'],6SluaPiV04KOaRTOIScoff,0.546,0.643,6,-4.069,0,0.0437,0.0745,0,0.213,0.704,181.838,229227,4
10,I Will Come To You,['Hanson'],6ZIuoDs3i1KjKurJf9miSs,0.437,0.723,1,-7.013,1,0.0471,0.0884,3.91E-05,0.113,0.344,139.765,251293,4
11,My Love Is the Shhh!,"[""Somethin' For The People""]",3TS25nchaYIPb2Y2fw6cbb,0.779,0.715,2,-5.886,0,0.0368,0.297,0,0.157,0.621,126.036,281747,4
12,Tubthumping,['Chumbawamba'],5YScXJKtefsgdskIy60N7A,0.263,0.871,2,-7.496,1,0.131,0.106,0,0.363,0.622,206.68,278960,4
13,We're Not Making Love No More,['Dru Hill'],0fW2lTbzO1dcd2uahQUtwV,0.569,0.511,3,-6.88,0,0.0349,0.257,0,0.0997,0.193,114.047,292507,4
14,I Don't Ever Want to See You Again,['Uncle Sam'],4oJEy4qDPwDk5ac26yEMeL,0.607,0.497,11,-7.017,1,0.0374,0.38,0,0.0681,0.407,125.951,345133,3
15,The One I Gave My Heart To,['Aaliyah'],5otUV0LUycAHXqGVz8bZY0,0.702,0.493,7,-7.631,1,0.041,0.399,0,0.112,0.333,125.389,270933,4
16,I Don't Want to Wait,['Paula Cole'],5MDQNJ7SZTytJwCbWKqJDL,0.41,0.468,11,-8.177,1,0.0553,0.298,1.19E-05,0.0426,0.475,177.508,320027,4
17,Butta Love,['Next'],6fRLVZ4jKzuqyDPlIdbq9q,0.735,0.441,1,-8.412,0,0.0407,0.0972,0,0.0967,0.591,108.015,296400,4
18,Spice Up Your Life,['Spice Girls'],5qGwqO0lkbBXw4xNfzT7SF,0.556,0.993,1,-5.067,1,0.0464,0.0105,0.0341,0.403,0.702,124.016,173667,4
19,Sock It 2 Me,"Missy ""Misdemeanor"" Elliott Featuring Da Brat",08bn759cPYICtUPoYx29P0,0.874,0.498,8,-9.108,1,0.233,0.00791,0.00375,0.102,0.599,81.997,257467,4
20,All Cried Out (feat. 112) - Behind the scenes Video,"['Allure', '112']",1DViQw0p1vo0eAMRlUF4Lr,0.613,0.464,1,-8.918,1,0.0241,0.176,0,0.103,0.176,139.802,275773,4
21,I Do,['Lisa Loeb'],014Y7CPce02N9bir2M1ePw,0.732,0.723,10,-6.659,1,0.0307,0.334,9.34E-05,0.194,0.731,110.173,221093,4
22,How's It Going to Be,['Third Eye Blind'],3Uvx1TO0Kg5HgGPk58lHXv,0.561,0.593,5,-9.362,1,0.0264,0.00327,0.00144,0.0967,0.574,80.282,253413,4
23,Lollipop (Candyman),['Aqua'],5tnqSEWM3EKoEtjSZpmHcH,0.718,0.944,0,-6.405,0,0.0282,0.0297,0.0148,0.13,0.824,139.04,216707,4
24,4 Seasons Of Loneliness,['Boyz II Men'],027tq4cWr0kRxLTfdxvM1L,0.583,0.488,6,-10.494,1,0.0444,0.821,1.71E-05,0.115,0.191,98.497,292400,4
25,Foolish Games,['Jewel'],2LflDhyBXVNrfmHxAayS3K,0.296,0.0724,5,-16.457,1,0.0374,0.945,0.000334,0.0948,0.178,131.397,340667,4
26,What About Us - Remix; feat. Black Rob,"['Total', 'Black Rob']",6Ph7bndA7A5ExoHIZPX4TJ,0.736,0.721,1,-6.188,1,0.0396,0.0143,0,0.0451,0.72,96.365,243783,4
27,Semi-Charmed Life,['Third Eye Blind'],42et6fnHCw1HIPSrdPprMl,0.64,0.864,7,-6.576,1,0.0314,0.00832,0,0.123,0.701,102.026,268360,4
28,Quit Playing Games (With My Heart),['Backstreet Boys'],1nRwyxNsqCLeA17qR8Nfxx,0.8,0.875,11,-4.952,0,0.0338,0.0615,2.79E-06,0.13,0.882,100.033,233533,4
29,"No, No, No Pt. 2 (feat. Wyclef Jean)","[""Destiny's Child"", 'Wyclef Jean']",5kHgrRO3hMDPehtH9VhYQc,0.67,0.582,1,-3.574,1,0.224,0.3,0,0.0845,0.675,181.841,207467,4
30,Criminal,['Fiona Apple'],6PNvv1dmDbOWrAYwEcuKBX,0.595,0.804,7,-7.911,0,0.0326,0.0129,1.97E-05,0.299,0.586,89.846,341533,4
31,Going Back to Cali - 2014 Remaster,['The Notorious B.I.G.'],53duuSwaLOZuIrELvZXqLH,0.851,0.647,9,-5.847,1,0.339,0.207,0,0.0447,0.596,99.17,307427,4
32,Heaven,"['Nu Flavor', 'Steve McDonald']",0zLMsK6UeAP4KrbekFbHvC,0.637,0.406,6,-12.1,1,0.0235,0.844,0.000176,0.0875,0.35,96.178,298133,4
33,Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,"['The Notorious B.I.G.', 'Mase', 'Diddy']",4INDiWSKvqSKDEu7mh8HFz,0.845,0.884,6,-4.506,0,0.0759,0.0128,2.10E-06,0.203,0.904,104.536,257400,4
34,All For You,['Sister Hazel'],2skmOCFU64Bg7Ytkgwliwe,0.633,0.754,8,-6.495,1,0.0382,0.0316,2.27E-05,0.091,0.641,137.047,218707,4
35,Breaking All The Rules,She Moves,7wj8DFXLpC69LHS4fXP4UK,0.721,0.586,7,-8.611,0,0.0289,0.0919,0,0.0819,0.769,109.963,218610,4
36,If I Could Teach the World,['Bone Thugs-N-Harmony'],4fupWy6EgMEsEGFXh7vCc9,0.71,0.441,4,-10.116,1,0.098,0.191,0,0.0905,0.537,80.024,264227,4
37,The Memory Remains,['Metallica'],0vhOJ8a3M2LWnBNrDXJKDl,0.432,0.904,10,-3.697,0,0.0432,0.000321,0.00982,0.206,0.6,144.401,279240,4
38,Building a Mystery,['Sarah McLachlan'],3ozomn4PrGEKEuusxX2HpC,0.505,0.518,2,-8.601,1,0.023,0.403,0,0.129,0.472,81.019,247307,4
39,Honey,['Mariah Carey'],5NaOWLOmVjcA3M5spRATN9,0.694,0.824,1,-6.756,1,0.0909,0.119,7.15E-06,0.152,0.675,95.833,299827,4
40,I'll Be Missing You (feat. 112) - Instrumental,"['Puff Daddy & Faith Evans (Featuring 112)', '112']",0jKMnHAycHc9qO6R6UyhMc,0.942,0.362,7,-10.158,1,0.0822,0.00823,0.861,0.0731,0.961,109.998,308773,4
41,No Tengo Dinero,['Los Umbrellos'],1pXH8JhPpk0rTqDc4bHcPU,0.831,0.697,1,-3.821,1,0.0339,0.0185,3.49E-05,0.277,0.848,109.344,216573,4
42,Don't Be Stupid (You Know I Love You),['Shania Twain'],6xAF3xYDK915NEvC6WNbj9,0.773,0.641,2,-6.742,1,0.0318,0.261,0,0.548,0.903,122.025,214240,4
43,They Like It Slow,['H-Town'],5Gist2Rze60BtUweK9CHKb,0.619,0.501,1,-9.241,1,0.0356,0.112,0,0.0978,0.497,115.971,279458,4
