,track,artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,Single Ladies (Put a Ring on It),['Beyoncé'],2ZBNclC5wm4GtiWaeh0DMx,0.426,0.584,1.0,-5.293,1.0,0.296,0.0383,0.0,0.188,0.272,193.437,193213.0,4.0
1,Live Your Life,"['T.I.', 'Rihanna']",3jlbL2OTD5YmIunYzgQTAN,0.375,0.862,11.0,-3.363,0.0,0.255,0.071,0.0,0.211,0.478,159.841,338853.0,4.0
2,Just Dance,"['Lady Gaga', ""Colby O'Donis""]",2x7MyWybabEz6Y6wvHuwGE,0.822,0.739,1.0,-4.541,0.0,0.0311,0.0264,4.26e-05,0.181,0.745,118.992,241933.0,4.0
3,Heartless,['Kanye West'],4EWCNWgDS8707fNSZ1oaA5,0.79,0.647,10.0,-5.983,0.0,0.136,0.0515,0.0,0.248,0.654,87.999,211000.0,4.0
4,Womanizer,['Britney Spears'],4fixebDZAVToLbUCuEloa2,0.724,0.695,11.0,-5.226,1.0,0.0622,0.073,0.0,0.0889,0.235,139.0,224400.0,4.0
5,Hot N Cold,['Katy Perry'],1y4eb6hmAvsqlDOl3fx9kk,0.706,0.841,7.0,-3.956,1.0,0.0418,7.95e-05,0.0,0.0688,0.861,132.032,220227.0,4.0
6,Love Story,['Taylor Swift'],1vrd6UOGamcKNGnSHJQlSt,0.618,0.741,2.0,-3.95,1.0,0.031,0.17,0.0,0.0822,0.296,118.984,235267.0,4.0
7,Love Lockdown,['Kanye West'],1kxeWHF9PrCVZHvVskv8lg,0.76,0.524,1.0,-7.67,0.0,0.0323,0.0542,0.5,0.112,0.112,119.603,270307.0,4.0
8,Whatever You Like,['T.I.'],1IAzD1muglOxOcPbUHs70R,0.68,0.687,9.0,-6.162,0.0,0.0709,0.0161,0.0,0.261,0.467,150.053,249533.0,4.0
9,If I Were a Boy,['Beyoncé'],26NX1wPt1TRCH536yocd6i,0.632,0.518,6.0,-6.126,1.0,0.0313,0.107,0.0,0.354,0.427,90.007,249147.0,4.0
10,Circus,['Britney Spears'],7jk7gqyEonmVVYahZN5zhW,0.791,0.733,6.0,-5.215,0.0,0.052,0.147,0.000381,0.0713,0.761,114.98,192360.0,4.0
11,I'm Yours,['Jason Mraz'],1EzrEOXmMH3G43AXT1y7pA,0.686,0.457,11.0,-8.322,1.0,0.0468,0.595,0.0,0.105,0.718,150.953,242187.0,4.0
12,Let It Rock,"['Kevin Rudolf', 'Lil Wayne']",6TrNRd98WksT9Kkmx9uj6R,0.607,0.783,7.0,-4.41,1.0,0.0397,0.000683,0.0,0.0678,0.434,113.172,231173.0,4.0
